IDENTIDADE;STATUS;UF;SEXO;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA;REGIAO;IDADE
LC_18588;admpl;SP;M;secundario;solt;7370;empregado;C;42
LC_18589;inad;SP;F;secundario;solt;4293;empregado;E;55
LC_18590;admpl;SP;F;primario;solt;710;empregado;E;58
LC_18591;inad;MG;M;primario;solt;971;empregado;F;44
LC_18592;inad;MG;M;primario;solt;3416;empregado;C;34
LC_18593;inad;SP;F;secundario;viuvo;331;empregado;B;36
LC_18594;admpl;SP;F;superior;solt;1340;empregado;D;60
LC_18595;admpl;SP;F;secundario;casado;2546;empregado;F;42
LC_18596;admpl;SP;F;superior;solt;592;empregado;E;34
LC_18597;admpl;SP;F;superior;solt;2383;empregado;E;40
LC_18598;admpl;SP;F;superior;solt;2964;outros;E;30
LC_18599;admpl;SP;F;superior;casado;1340;empregado;E;63
LC_18600;admpl;SP;F;superior;solt;627;empregado;E;56
LC_18601;admpl;SP;M;primario;solt;1431;empregado;D;37
LC_18602;admpl;SP;M;primario;casado;564;empregado;E;67
LC_18603;admpl;SP;M;secundario;solt;2010;outros;E;59
LC_18604;admpl;SP;F;superior;divorciado;2010;outros;B;57
LC_18605;admpl;SP;M;superior;solt;8278;empregado;C;61
LC_18606;inad;SP;F;secundario;outros;3099;autonomo;B;62
LC_18607;inad;SP;F;secundario;solt;1960;empregado;B;52
LC_18608;admpl;SP;F;posgrad;divorciado;1340;empregado;B;68
LC_18609;inad;SP;F;superior;divorciado;1340;autonomo;B;52
LC_18610;admpl;SP;F;primario;solt;1206;empregado;E;53
LC_18611;admpl;SP;F;superior;casado;1608;outros;E;69
LC_18612;admpl;SP;M;superior;casado;1892;empregado;E;40
LC_18613;admpl;SP;M;primario;solt;469;empregado;F;64
LC_18614;inad;SP;M;superior;divorciado;1023;outros;E;58
LC_18615;admpl;SP;F;superior;solt;1340;empregado;B;55
LC_18616;admpl;SP;M;primario;solt;566;empregado;E;60
LC_18617;admpl;SP;F;primario;solt;1224;autonomo;E;67
LC_18618;inad;SP;M;superior;solt;2680;outros;C;54
LC_18619;admpl;SP;F;secundario;solt;9380;outros;B;42
LC_18620;admpl;SP;F;superior;solt;1608;empregado;D;58
LC_18621;admpl;SP;F;superior;solt;1608;empregado;C;31
LC_18622;admpl;SP;F;secundario;casado;3216;outros;B;66
LC_18623;admpl;SP;M;superior;solt;603;empregado;F;34
LC_18624;admpl;SP;M;superior;solt;755;outros;E;36
LC_18625;inad;SP;F;superior;casado;5019;empregado;E;42
LC_18626;inad;SP;M;superior;solt;744;empregado;F;58
LC_18627;admpl;SP;M;posgrad;solt;1055;empregado;D;68
LC_18628;admpl;SP;M;primario;casado;366;empregado;E;38
LC_18629;admpl;SP;F;superior;casado;514;empregado;C;44
LC_18630;inad;SP;F;superior;divorciado;1531;autonomo;A;39
LC_18631;admpl;SP;F;primario;solt;2680;empregado;E;58
LC_18632;admpl;SP;F;superior;casado;509;empregado;F;40
LC_18633;inad;SP;M;primario;solt;1495;empregado;C;46
LC_18634;admpl;SP;M;superior;casado;911;outros;C;68
LC_18635;admpl;SP;F;superior;casado;2412;empregado;E;63
LC_18636;inad;SP;M;secundario;solt;6977;outros;B;62
LC_18637;admpl;SP;F;posgrad;divorciado;1705;outros;E;35
LC_18638;admpl;SP;F;secundario;viuvo;3350;empregado;B;63
LC_18639;admpl;SP;F;superior;casado;2050;empregado;B;62
LC_18640;admpl;SP;F;superior;casado;1098;outros;E;46
LC_18641;admpl;SP;F;superior;solt;1072;empregado;D;61
LC_18642;admpl;SP;F;superior;casado;670;empregado;D;54
LC_18643;admpl;SP;F;primario;solt;938;outros;E;57
LC_18644;admpl;SP;F;primario;casado;1407;outros;E;42
LC_18645;inad;SP;F;secundario;solt;2992;empregado;B;61
LC_18646;admpl;SP;F;superior;solt;1876;empregado;B;51
LC_18647;inad;SP;M;superior;solt;2948;empregado;A;49
LC_18648;admpl;SP;M;superior;solt;1463;outros;E;31
LC_18649;inad;SP;F;secundario;solt;1906;empregado;B;47
LC_18650;admpl;SP;F;primario;solt;963;outros;F;67
LC_18651;inad;SP;F;secundario;casado;29691;empregado;C;34
LC_18652;admpl;SP;F;superior;casado;1027;empregado;E;30
LC_18653;inad;SP;F;primario;solt;1340;autonomo;E;68
LC_18654;admpl;SP;F;superior;casado;4824;empregado;F;59
LC_18655;admpl;SP;F;primario;casado;482;empregado;F;54
LC_18656;admpl;SP;F;superior;solt;594;outros;E;34
LC_18657;inad;SP;F;superior;solt;1716;autonomo;E;44
LC_18658;admpl;SP;F;superior;casado;637;empregado;E;42
LC_18659;admpl;SP;F;superior;solt;691;empregado;F;64
LC_18660;inad;SP;F;superior;solt;998;outros;F;31
LC_18661;admpl;SP;F;superior;solt;670;outros;E;54
LC_18662;admpl;SP;M;secundario;casado;1340;empregado;F;67
LC_18663;admpl;SP;F;primario;casado;670;autonomo;F;41
LC_18664;admpl;SP;F;superior;casado;1340;outros;E;38
LC_18665;inad;SP;F;primario;solt;454;empregado;F;41
LC_18666;admpl;SP;M;secundario;casado;447;outros;E;36
LC_18667;admpl;SP;F;secundario;solt;6700;outros;F;36
LC_18668;admpl;SP;M;secundario;casado;536;empregado;B;34
LC_18669;admpl;SP;M;primario;solt;2010;autonomo;F;42
LC_18670;admpl;SP;M;posgrad;solt;2412;empregado;E;33
LC_18671;admpl;SP;F;superior;solt;1374;empregado;D;37
LC_18672;admpl;SP;F;primario;solt;1340;outros;F;42
LC_18673;admpl;SP;M;secundario;casado;4603;empregado;C;44
LC_18674;admpl;SP;F;secundario;solt;16250;empregado;F;49
LC_18675;inad;SP;F;posgrad;divorciado;4545;autonomo;A;36
LC_18676;inad;SP;M;primario;solt;524;empregado;E;37
LC_18677;inad;SP;M;secundario;solt;13400;empregado;F;53
LC_18678;admpl;SP;M;secundario;solt;1431;empregado;B;39
LC_18679;inad;SP;M;superior;solt;771;empregado;E;32
LC_18680;admpl;SP;F;superior;casado;1742;empregado;E;35
LC_18681;admpl;SP;M;superior;casado;1072;empregado;B;41
LC_18682;admpl;SP;F;primario;solt;2680;outros;F;68
LC_18683;admpl;SP;M;superior;solt;871;outros;D;55
LC_18684;inad;SP;M;posgrad;solt;12061;empregado;C;55
LC_18685;admpl;SP;M;superior;solt;3350;outros;F;50
LC_18686;admpl;SP;F;superior;solt;452;autonomo;E;70
LC_18687;admpl;SP;M;superior;solt;817;empregado;F;53
LC_18688;admpl;SP;M;primario;solt;1082;empregado;E;31
LC_18689;admpl;SP;M;primario;solt;1759;autonomo;F;42
LC_18690;admpl;SP;F;posgrad;casado;2623;outros;D;58
LC_18691;admpl;SP;F;secundario;casado;4539;empregado;B;57
LC_18692;admpl;SP;F;superior;casado;552;empregado;E;67
LC_18693;admpl;SP;F;primario;casado;18;empregado;E;38
LC_18694;inad;SP;F;secundario;casado;237;empregado;B;61
LC_18695;admpl;SP;F;primario;solt;804;empregado;E;67
LC_18696;admpl;SP;M;superior;casado;678;outros;E;56
LC_18697;inad;SP;M;posgrad;solt;2680;outros;B;50
LC_18698;inad;SP;M;superior;solt;3601;empregado;B;55
LC_18699;admpl;SP;M;superior;casado;871;outros;B;53
LC_18700;admpl;SP;F;superior;solt;938;empregado;B;37
LC_18701;admpl;SP;F;primario;solt;375;empregado;F;65
LC_18702;admpl;SP;F;superior;casado;1340;outros;E;38
LC_18703;admpl;SP;M;primario;solt;442;empregado;E;65
LC_18704;admpl;SP;F;primario;solt;419;empregado;E;37
LC_18705;admpl;SP;F;superior;casado;603;outros;F;67
LC_18706;admpl;SP;F;posgrad;casado;921;empregado;B;48
LC_18707;admpl;SP;M;secundario;casado;5541;empregado;C;62
LC_18708;admpl;SP;F;secundario;casado;2500;outros;B;69
LC_18709;admpl;SP;F;superior;casado;3350;empregado;D;46
LC_18710;admpl;SP;M;secundario;solt;2867;empregado;B;58
LC_18711;admpl;SP;F;superior;casado;865;empregado;D;61
LC_18712;admpl;SP;F;superior;casado;377;empregado;E;36
LC_18713;admpl;SP;F;secundario;solt;2085;empregado;D;42
LC_18714;admpl;SP;F;posgrad;casado;7074;empregado;E;45
LC_18715;admpl;SP;M;superior;solt;1527;empregado;C;31
LC_18716;admpl;SP;F;superior;solt;1072;empregado;E;43
LC_18717;inad;SP;F;primario;solt;938;autonomo;F;54
LC_18718;admpl;SP;F;superior;casado;1191;empregado;E;40
LC_18719;admpl;SP;F;secundario;solt;1072;empregado;D;61
LC_18720;admpl;SP;F;posgrad;solt;1340;outros;C;66
LC_18721;admpl;SP;F;secundario;solt;4691;empregado;B;48
LC_18722;admpl;SP;F;secundario;solt;1910;empregado;B;42
LC_18723;inad;SP;M;primario;divorciado;555;empregado;E;53
LC_18724;admpl;SP;F;secundario;solt;670;outros;E;57
LC_18725;admpl;SP;F;primario;casado;422;empregado;E;36
LC_18726;admpl;SP;F;superior;casado;1072;outros;E;30
LC_18727;inad;SP;F;primario;casado;2237;empregado;C;31
LC_18728;admpl;SP;F;primario;casado;727;outros;F;58
LC_18729;inad;SP;M;posgrad;solt;752;empregado;C;32
LC_18730;inad;SP;M;secundario;solt;18904;empregado;B;56
LC_18731;admpl;SP;F;superior;solt;931;outros;F;53
LC_18732;admpl;SP;F;superior;solt;1072;outros;B;69
LC_18733;admpl;SP;M;primario;casado;804;autonomo;F;35
LC_18734;admpl;SP;F;secundario;solt;1086;outros;F;52
LC_18735;admpl;SP;M;primario;solt;1340;empregado;F;38
LC_18736;admpl;SP;F;primario;solt;2010;autonomo;F;49
LC_18737;admpl;SP;F;primario;casado;526;empregado;E;49
LC_18738;admpl;SP;M;superior;solt;443;empregado;F;70
LC_18739;admpl;SP;F;secundario;casado;1340;empregado;B;52
LC_18740;admpl;SP;F;secundario;casado;2010;empregado;C;36
LC_18741;admpl;SP;F;superior;viuvo;1134;empregado;E;35
LC_18742;inad;SP;M;superior;casado;2294;outros;C;55
LC_18743;inad;SP;M;primario;solt;1794;empregado;F;32
LC_18744;inad;SP;M;superior;solt;804;autonomo;F;36
LC_18745;inad;SP;M;secundario;solt;14070;autonomo;B;57
LC_18746;admpl;SP;F;primario;solt;786;empregado;C;33
LC_18747;admpl;SP;F;posgrad;solt;3356;empregado;D;30
LC_18748;inad;SP;M;primario;solt;2114;outros;E;42
LC_18749;inad;SP;M;secundario;solt;3121;autonomo;D;68
LC_18750;admpl;SP;F;superior;divorciado;718;empregado;D;54
LC_18751;admpl;SP;F;superior;viuvo;934;empregado;D;69
LC_18752;admpl;SP;M;superior;casado;1270;outros;E;55
LC_18753;admpl;SP;M;posgrad;solt;1098;outros;E;45
LC_18754;inad;SP;M;secundario;solt;9380;autonomo;B;54
LC_18755;inad;SP;F;superior;solt;2125;empregado;D;39
LC_18756;inad;SP;M;primario;solt;5305;empregado;E;47
LC_18757;inad;SP;M;primario;solt;2071;empregado;C;39
LC_18758;admpl;SP;F;primario;casado;2010;outros;E;54
LC_18759;admpl;SP;M;superior;casado;956;outros;F;69
LC_18760;admpl;SP;F;superior;solt;804;outros;F;43
LC_18761;inad;SP;M;primario;solt;1143;outros;E;40
LC_18762;admpl;SP;M;posgrad;casado;4690;empregado;D;57
LC_18763;admpl;SP;F;superior;casado;724;empregado;D;32
LC_18764;inad;SP;F;superior;solt;1929;outros;E;67
LC_18765;admpl;SP;F;primario;solt;1448;empregado;E;36
LC_18766;inad;SP;F;superior;solt;869;empregado;F;33
LC_18767;admpl;SP;M;superior;viuvo;1474;empregado;F;48
LC_18768;admpl;SP;M;posgrad;solt;2680;outros;D;51
LC_18769;admpl;SP;F;primario;solt;793;empregado;F;37
LC_18770;inad;SP;F;superior;solt;852;empregado;E;57
LC_18771;inad;SP;F;superior;casado;534;empregado;E;64
LC_18772;inad;SP;M;secundario;solt;3028;empregado;D;52
LC_18773;admpl;SP;F;superior;casado;1103;empregado;D;44
LC_18774;admpl;SP;F;secundario;casado;2126;empregado;E;39
LC_18775;inad;SP;F;superior;casado;602;empregado;D;41
LC_18776;inad;SP;M;primario;solt;1356;empregado;F;33
LC_18777;admpl;SP;M;secundario;casado;3463;empregado;B;60
LC_18778;admpl;SP;F;secundario;solt;1613;empregado;C;31
LC_18779;admpl;SP;F;superior;casado;582;empregado;E;62
LC_18780;inad;SP;M;secundario;solt;4020;empregado;B;34
LC_18781;inad;SP;F;superior;solt;498;empregado;E;31
LC_18782;inad;SP;M;primario;solt;1340;autonomo;E;66
LC_18783;admpl;SP;M;secundario;viuvo;15147;empregado;C;31
LC_18784;inad;SP;M;primario;solt;880;empregado;B;70
LC_18785;inad;SP;M;secundario;solt;3350;empregado;B;67
LC_18786;admpl;SP;M;primario;solt;2680;empregado;E;42
LC_18787;admpl;SP;F;superior;casado;1340;empregado;E;65
LC_18788;admpl;SP;M;posgrad;solt;5360;outros;B;59
LC_18789;admpl;SP;F;primario;casado;1340;outros;B;68
LC_18790;admpl;SP;F;primario;casado;1742;empregado;E;36
LC_18791;admpl;SP;M;primario;casado;1;outros;E;41
LC_18792;inad;SP;F;primario;solt;3055;empregado;E;48
LC_18793;admpl;SP;F;superior;viuvo;2412;autonomo;E;54
LC_18794;inad;SP;M;secundario;viuvo;6700;outros;B;41
LC_18795;admpl;SP;F;secundario;solt;2769;empregado;B;50
LC_18796;admpl;SP;M;posgrad;solt;1608;outros;D;62
LC_18797;admpl;SP;M;primario;casado;670;outros;E;62
LC_18798;admpl;SP;F;secundario;casado;3312;empregado;B;47
LC_18799;inad;SP;F;posgrad;casado;2954;empregado;B;67
LC_18800;admpl;SP;M;superior;solt;1139;empregado;E;53
LC_18801;admpl;SP;F;superior;solt;994;empregado;D;52
LC_18802;admpl;SP;F;primario;casado;1669;empregado;E;41
LC_18803;admpl;SP;F;primario;solt;3350;outros;E;59
LC_18804;inad;SP;M;primario;casado;2160;autonomo;C;48
LC_18805;inad;MG;M;superior;solt;3792;empregado;F;53
LC_18806;admpl;MG;F;secundario;outros;2412;empregado;B;48
LC_18807;inad;SP;M;secundario;solt;1723;empregado;D;67
LC_18808;admpl;SP;M;primario;solt;1350;empregado;D;62
LC_18809;admpl;SP;F;superior;solt;670;empregado;E;41
LC_18810;admpl;SP;F;superior;casado;1340;empregado;E;46
LC_18811;inad;SP;M;primario;solt;1683;autonomo;A;34
LC_18812;inad;SP;M;superior;solt;3731;empregado;A;61
LC_18813;admpl;SP;M;primario;solt;1773;empregado;B;35
LC_18814;admpl;SP;M;superior;solt;543;empregado;E;53
LC_18815;inad;MG;M;primario;solt;250;autonomo;E;60
LC_18816;admpl;SP;M;secundario;casado;3350;empregado;D;59
LC_18817;admpl;SP;F;primario;divorciado;161;empregado;A;40
LC_18818;admpl;MG;M;secundario;casado;2586;empregado;D;39
LC_18819;inad;SP;M;superior;solt;2646;empregado;D;42
LC_18820;admpl;SP;F;posgrad;solt;2129;empregado;E;53
LC_18821;admpl;SP;F;secundario;casado;3769;outros;F;57
LC_18822;inad;SP;M;superior;casado;6402;empregado;C;66
LC_18823;inad;SP;F;primario;divorciado;312;empregado;F;44
LC_18824;admpl;SP;F;secundario;casado;1587;empregado;F;65
LC_18825;inad;SP;M;primario;solt;10266;autonomo;C;69
LC_18826;admpl;SP;M;secundario;solt;5851;empregado;B;38
LC_18827;inad;SP;F;secundario;solt;9104;empregado;B;68
LC_18828;admpl;SP;M;secundario;casado;3618;empregado;B;61
LC_18829;inad;SP;F;secundario;solt;6700;empregado;B;60
LC_18830;admpl;SP;F;superior;solt;440;empregado;D;67
LC_18831;inad;SP;M;primario;solt;498;empregado;F;32
LC_18832;inad;MG;F;secundario;solt;2859;empregado;D;63
LC_18833;inad;MG;M;secundario;casado;2441;empregado;B;45
LC_18834;inad;MG;F;secundario;casado;1831;empregado;B;58
LC_18835;inad;MG;M;superior;solt;2094;empregado;F;57
LC_18836;inad;SP;F;posgrad;casado;4259;empregado;F;51
LC_18837;admpl;SP;M;primario;solt;1340;empregado;E;30
LC_18838;admpl;SP;F;secundario;solt;8770;empregado;F;66
LC_18839;admpl;SP;M;primario;solt;921;empregado;F;51
LC_18840;inad;SP;M;superior;casado;1876;outros;B;31
LC_18841;inad;SP;M;posgrad;solt;1340;empregado;F;39
LC_18842;admpl;SP;F;superior;viuvo;1;autonomo;A;51
LC_18843;admpl;SP;F;secundario;casado;2680;outros;C;40
LC_18844;inad;SP;M;posgrad;solt;8040;autonomo;B;57
LC_18845;admpl;SP;M;primario;casado;628;outros;F;39
LC_18846;inad;SP;F;superior;solt;1809;autonomo;D;62
LC_18847;admpl;SP;M;primario;casado;4310;empregado;F;32
LC_18848;admpl;SP;M;primario;solt;616;empregado;E;46
LC_18849;inad;SP;M;superior;solt;2788;autonomo;B;61
LC_18850;inad;SP;M;superior;solt;4690;outros;F;43
LC_18851;admpl;SP;M;superior;solt;578;empregado;F;60
LC_18852;admpl;SP;F;posgrad;divorciado;603;empregado;E;43
LC_18853;admpl;SP;M;superior;casado;1163;outros;D;50
LC_18854;admpl;SP;F;superior;casado;1381;outros;B;61
LC_18855;admpl;SP;F;superior;casado;670;empregado;D;61
LC_18856;admpl;SP;F;primario;casado;670;autonomo;D;42
LC_18857;admpl;SP;M;primario;casado;623;empregado;E;49
LC_18858;admpl;SP;F;posgrad;solt;8308;outros;C;44
LC_18859;admpl;SP;M;secundario;solt;6700;outros;B;67
LC_18860;admpl;SP;F;primario;divorciado;643;empregado;E;50
LC_18861;admpl;SP;M;superior;casado;469;empregado;F;47
LC_18862;inad;SP;F;secundario;solt;2412;outros;A;49
LC_18863;admpl;SP;M;superior;solt;887;empregado;F;37
LC_18864;admpl;SP;M;superior;casado;1143;empregado;E;41
LC_18865;admpl;SP;F;posgrad;solt;1299;empregado;E;58
LC_18866;inad;SP;M;superior;divorciado;3037;autonomo;F;69
LC_18867;inad;SP;M;primario;solt;1072;outros;E;61
LC_18868;inad;SP;F;primario;divorciado;4690;autonomo;A;64
LC_18869;inad;SP;F;secundario;viuvo;3284;empregado;B;56
LC_18870;inad;SP;M;primario;solt;5326;autonomo;E;62
LC_18871;admpl;SP;F;secundario;casado;1608;outros;B;53
LC_18872;inad;SP;M;primario;solt;1139;outros;F;49
LC_18873;admpl;SP;M;superior;solt;1245;empregado;F;62
LC_18874;inad;SP;M;primario;solt;1866;autonomo;E;66
LC_18875;admpl;SP;F;primario;casado;9514;empregado;C;32
LC_18876;admpl;SP;F;primario;solt;193;empregado;E;56
LC_18877;admpl;SP;F;primario;solt;825;autonomo;F;38
LC_18878;admpl;SP;F;superior;casado;540;empregado;E;42
LC_18879;admpl;SP;M;superior;solt;938;empregado;E;62
LC_18880;admpl;SP;M;superior;casado;1238;empregado;C;53
LC_18881;admpl;SP;M;secundario;solt;4240;empregado;B;38
LC_18882;admpl;SP;F;superior;casado;268;outros;F;62
LC_18883;admpl;SP;F;superior;solt;349;empregado;D;33
LC_18884;admpl;SP;M;secundario;casado;1849;empregado;E;62
LC_18885;inad;SP;M;primario;solt;1340;autonomo;F;42
LC_18886;admpl;SP;M;superior;solt;775;empregado;E;44
LC_18887;admpl;SP;F;superior;viuvo;326;empregado;D;32
LC_18888;admpl;SP;F;primario;solt;1072;empregado;D;43
LC_18889;admpl;SP;M;superior;solt;2680;empregado;E;50
LC_18890;admpl;SP;M;primario;casado;2412;empregado;E;61
LC_18891;admpl;SP;F;secundario;casado;590;empregado;F;52
LC_18892;admpl;SP;F;superior;casado;600;empregado;E;69
LC_18893;admpl;SP;F;superior;casado;1073;outros;D;32
LC_18894;admpl;SP;M;superior;solt;2465;empregado;F;59
LC_18895;inad;SP;M;superior;solt;4020;empregado;B;60
LC_18896;admpl;SP;F;secundario;casado;268;empregado;B;67
LC_18897;admpl;SP;M;primario;solt;1873;outros;C;65
LC_18898;admpl;SP;M;superior;solt;319;empregado;F;45
LC_18899;admpl;SP;F;primario;casado;769;empregado;E;54
LC_18900;admpl;SP;F;superior;solt;1541;empregado;C;67
LC_18901;admpl;SP;F;primario;solt;604;empregado;E;41
LC_18902;admpl;SP;F;secundario;solt;1876;empregado;B;31
LC_18903;admpl;SP;M;primario;casado;592;empregado;F;56
LC_18904;admpl;SP;F;superior;solt;832;empregado;E;57
LC_18905;inad;SP;F;superior;solt;826;empregado;A;54
LC_18906;inad;MG;F;superior;solt;3350;outros;F;35
LC_18907;inad;SP;M;secundario;solt;5406;empregado;D;63
LC_18908;inad;MG;M;superior;casado;1009;empregado;D;66
LC_18909;admpl;SP;M;primario;solt;3350;empregado;F;56
LC_18910;admpl;SP;F;secundario;casado;1502;empregado;E;51
LC_18911;admpl;SP;M;superior;casado;1058;outros;F;69
LC_18912;admpl;SP;F;superior;solt;1340;empregado;F;55
LC_18913;admpl;MG;M;secundario;solt;5271;empregado;B;50
LC_18914;admpl;SP;M;secundario;solt;2680;empregado;D;66
LC_18915;inad;SP;M;superior;solt;8576;empregado;D;54
LC_18916;inad;MG;M;secundario;solt;3090;empregado;C;36
LC_18917;inad;SP;F;secundario;casado;81;empregado;B;62
LC_18918;admpl;MG;M;secundario;casado;3069;outros;F;63
LC_18919;inad;SP;M;superior;solt;1400;autonomo;E;60
LC_18920;inad;SP;M;superior;solt;1266;autonomo;F;51
LC_18921;inad;SP;M;superior;solt;116;empregado;E;58
LC_18922;admpl;SP;F;secundario;casado;1789;empregado;C;58
LC_18923;inad;SP;F;secundario;casado;1;empregado;E;46
LC_18924;inad;SP;M;secundario;solt;573201;outros;C;54
LC_18925;admpl;SP;M;secundario;casado;1072;empregado;D;54
LC_18926;admpl;SP;F;secundario;casado;1329;empregado;E;67
LC_18927;admpl;SP;M;superior;solt;1025;empregado;E;38
LC_18928;admpl;SP;M;superior;solt;1341;empregado;E;56
LC_18929;inad;MG;M;superior;solt;2010;empregado;F;52
LC_18930;admpl;SP;F;posgrad;casado;4020;outros;D;40
LC_18931;admpl;MG;M;secundario;solt;3320;empregado;C;40
LC_18932;admpl;SP;F;superior;casado;938;empregado;F;55
LC_18933;admpl;SP;F;superior;solt;2144;outros;C;48
LC_18934;inad;MG;F;secundario;solt;1328;autonomo;B;37
LC_18935;admpl;SP;F;superior;solt;1206;outros;F;43
LC_18936;admpl;SP;M;primario;solt;1340;empregado;C;36
LC_18937;admpl;SP;M;superior;casado;1283;empregado;F;47
LC_18938;inad;SP;F;primario;casado;265;empregado;E;31
LC_18939;inad;SP;M;superior;solt;2072;empregado;D;49
LC_18940;inad;SP;M;secundario;solt;2680;outros;B;32
LC_18941;inad;SP;M;primario;solt;1479;empregado;C;67
LC_18942;admpl;SP;F;secundario;solt;1464;empregado;E;54
LC_18943;admpl;SP;M;superior;solt;670;empregado;F;51
LC_18944;inad;SP;F;posgrad;divorciado;8710;autonomo;A;66
LC_18945;inad;MG;M;secundario;solt;2738;empregado;B;67
LC_18946;admpl;MG;M;superior;solt;1856;empregado;F;34
LC_18947;admpl;SP;M;posgrad;casado;338;empregado;F;40
LC_18948;admpl;SP;F;superior;casado;232;empregado;E;69
LC_18949;admpl;SP;M;superior;casado;5026;empregado;F;48
LC_18950;admpl;SP;F;primario;casado;4690;empregado;F;34
LC_18951;inad;MG;M;secundario;solt;3717;empregado;B;50
LC_18952;inad;MG;F;secundario;solt;1515;empregado;B;41
LC_18953;inad;SP;M;primario;solt;2194;empregado;C;33
LC_18954;inad;MG;F;secundario;solt;4288;empregado;B;50
LC_18955;inad;SP;F;superior;casado;1348;outros;F;55
LC_18956;admpl;MG;F;secundario;solt;369;empregado;D;39
LC_18957;inad;SP;M;primario;solt;1093;outros;F;64
LC_18958;inad;MG;M;superior;divorciado;1053;empregado;F;69
LC_18959;admpl;SP;F;secundario;solt;2723;outros;C;32
LC_18960;inad;SP;M;posgrad;solt;10316;outros;B;39
LC_18961;inad;SP;M;superior;solt;381;empregado;F;54
LC_18962;admpl;SP;F;superior;casado;62;empregado;D;35
LC_18963;admpl;MG;M;secundario;casado;16674;empregado;C;47
LC_18964;inad;SP;F;superior;casado;670;empregado;E;42
LC_18965;admpl;SP;M;posgrad;casado;1527;outros;E;51
LC_18966;admpl;SP;F;posgrad;solt;1608;empregado;F;46
LC_18967;admpl;SP;F;superior;solt;9380;autonomo;B;40
LC_18968;admpl;SP;F;primario;solt;402;empregado;E;39
LC_18969;inad;SP;M;posgrad;solt;4049;empregado;B;44
LC_18970;admpl;SP;M;secundario;casado;5980;empregado;C;51
LC_18971;admpl;SP;F;superior;casado;1072;empregado;F;45
LC_18972;inad;SP;F;primario;solt;268;empregado;F;35
LC_18973;admpl;SP;M;primario;solt;609;empregado;F;40
LC_18974;inad;SP;F;primario;solt;335;empregado;C;40
LC_18975;inad;SP;F;secundario;solt;2613;autonomo;A;50
LC_18976;inad;SP;F;primario;divorciado;478;empregado;F;56
LC_18977;admpl;SP;M;primario;casado;359;autonomo;F;33
LC_18978;admpl;SP;F;secundario;solt;3350;outros;B;31
LC_18979;admpl;SP;M;posgrad;casado;1636;empregado;C;46
LC_18980;inad;SP;M;superior;solt;3949;empregado;F;43
LC_18981;inad;SP;F;secundario;solt;177;outros;B;47
LC_18982;inad;SP;F;secundario;divorciado;2768;empregado;B;58
LC_18983;inad;SP;M;superior;solt;2947;empregado;B;67
LC_18984;inad;SP;M;secundario;solt;1340;outros;B;68
LC_18985;inad;SP;F;superior;solt;13263;autonomo;A;65
LC_18986;inad;SP;F;secundario;solt;1393;empregado;B;56
LC_18987;admpl;SP;M;secundario;solt;2926;empregado;B;66
LC_18988;inad;SP;M;secundario;solt;5527;empregado;B;32
LC_18989;inad;SP;F;primario;solt;2626;autonomo;F;45
LC_18990;inad;SP;F;secundario;solt;4984;outros;A;50
LC_18991;admpl;SP;F;primario;solt;1206;outros;E;63
LC_18992;admpl;SP;M;superior;solt;603;empregado;E;44
LC_18993;admpl;SP;M;primario;solt;747;empregado;F;38
LC_18994;inad;SP;F;primario;divorciado;1232;empregado;E;58
LC_18995;admpl;SP;F;primario;solt;908;autonomo;F;40
LC_18996;admpl;SP;F;secundario;casado;1484;empregado;B;54
LC_18997;admpl;SP;F;secundario;casado;1712;empregado;B;55
LC_18998;admpl;SP;F;primario;solt;1118;empregado;E;55
LC_18999;admpl;SP;M;superior;solt;3350;empregado;F;32
LC_19000;admpl;SP;F;posgrad;casado;1206;empregado;E;39
LC_19001;admpl;SP;M;superior;solt;1313;outros;F;62
LC_19002;admpl;SP;F;secundario;solt;948;empregado;B;59
LC_19003;admpl;SP;M;posgrad;solt;1876;outros;D;50
LC_19004;admpl;SP;F;posgrad;solt;1177;empregado;E;52
LC_19005;admpl;SP;M;secundario;solt;1218;outros;B;51
LC_19006;admpl;SP;F;posgrad;casado;1072;empregado;D;65
LC_19007;admpl;SP;F;posgrad;solt;1350;empregado;D;65
LC_19008;admpl;SP;F;secundario;solt;351;empregado;B;70
LC_19009;inad;SP;M;secundario;solt;7280;empregado;B;59
LC_19010;admpl;MG;M;secundario;solt;4617;outros;F;46
LC_19011;admpl;SP;F;superior;casado;1292;empregado;F;31
LC_19012;admpl;SP;F;posgrad;casado;572;empregado;D;53
LC_19013;admpl;SP;F;secundario;casado;670;empregado;E;63
LC_19014;admpl;SP;M;superior;casado;1608;outros;B;64
LC_19015;inad;MG;M;primario;solt;4020;empregado;F;59
LC_19016;admpl;MG;F;secundario;casado;1083;outros;B;61
LC_19017;admpl;SP;M;superior;solt;2706;outros;B;53
LC_19018;admpl;SP;F;superior;casado;643;empregado;E;66
LC_19019;admpl;SP;M;primario;solt;1340;outros;F;47
LC_19020;admpl;RS;M;posgrad;casado;7737;outros;B;59
LC_19021;admpl;SP;M;superior;solt;1776;outros;F;51
LC_19022;admpl;SP;M;primario;solt;641;empregado;E;57
LC_19023;admpl;SP;F;primario;solt;1085;empregado;F;31
LC_19024;admpl;SP;F;superior;solt;536;empregado;E;55
LC_19025;admpl;SP;M;posgrad;solt;3350;empregado;B;64
