;IDENTIDADE;STATUS;SEXO;NATUREZA;IDADE;novaUF;novaESCOLARIDADE;novoESTCIV;novaREGIAO;lRENDA
21585;LC_22586;inad;M;empregado;53;SP;secundario;viuvo;BC;3,490941205356787
21586;LC_22587;admpl;F;empregado;31;SP;superior;casado;BC;3,1048284036536553
21587;LC_22588;admpl;F;empregado;54;SP;z.posgrad;viuvo;DE;3,2973227142053028
21588;LC_22589;admpl;M;empregado;44;SP;superior;casado;F;3,022840610876528
21589;LC_22590;admpl;M;outros;38;SP;superior;0.solt;BC;2,8260748027008264
21590;LC_22591;admpl;F;empregado;35;SP;superior;casado;DE;3,139249217571607
21591;LC_22592;admpl;M;outros;41;SP;superior;0.solt;DE;3,1271047983648077
21592;LC_22593;admpl;F;empregado;55;SP;z.posgrad;casado;F;3,3031960574204886
21593;LC_22594;admpl;F;empregado;36;SP;superior;0.solt;BC;2,941511432634403
21594;LC_22595;inad;F;empregado;37;SP;secundario;divorciado;F;3,8555797225017177
21595;LC_22596;inad;M;outros;60;SP;superior;viuvo;F;3,428134794028789
21596;LC_22597;admpl;M;empregado;42;SP;primario;casado;F;2,9400181550076634
21598;LC_22599;inad;F;outros;36;SP;primario;casado;DE;3,1202447955463652
21599;LC_22600;admpl;F;outros;63;SP;superior;casado;DE;3,128722284338427
21600;LC_22601;admpl;F;empregado;33;SP;primario;0.solt;F;2,4885507165004443
21601;LC_22602;admpl;F;empregado;36;SP;secundario;0.solt;BC;3,1271047983648077
21602;LC_22603;admpl;M;empregado;38;SP;superior;casado;F;2,978180516937414
21603;LC_22604;admpl;F;empregado;59;SP;secundario;casado;BC;3,0711452904510828
21604;LC_22605;admpl;F;outros;41;SP;z.posgrad;casado;F;3,525044807036845
21605;LC_22606;admpl;F;empregado;63;SP;superior;casado;DE;3,313445370426414
21606;LC_22607;admpl;F;empregado;70;SP;superior;0.solt;BC;3,435525851498655
21607;LC_22608;admpl;F;empregado;39;SP;superior;casado;DE;3,1271047983648077
21608;LC_22609;admpl;F;empregado;46;SP;secundario;casado;DE;3,5742628297070267
21609;LC_22610;admpl;F;empregado;31;SP;secundario;casado;BC;1,863322860120456
21610;LC_22611;admpl;F;empregado;38;SP;superior;0.solt;DE;2,9595183769729982
21611;LC_22612;inad;F;empregado;42;SP;secundario;0.solt;BC;3,278982116865443
21612;LC_22613;admpl;F;empregado;35;SP;z.posgrad;casado;BC;3,524396122103842
21613;LC_22614;admpl;F;empregado;65;SP;superior;casado;BC;2,6053050461411096
21614;LC_22615;admpl;M;outros;67;SP;secundario;casado;F;3,5073160400764136
21615;LC_22616;admpl;F;outros;38;SP;primario;casado;DE;2,905256048748451
21616;LC_22617;admpl;M;empregado;51;SP;secundario;casado;DE;3,6124659639531425
21617;LC_22618;inad;M;empregado;37;SP;superior;0.solt;BC;3,6322547766847135
21618;LC_22619;admpl;F;empregado;45;SP;primario;0.solt;F;3,780317312140151
21619;LC_22620;admpl;F;empregado;32;SP;superior;casado;F;3,0354297381845483
21620;LC_22621;inad;M;outros;49;SP;secundario;0.solt;DE;2,709269960975831
21621;LC_22622;admpl;F;empregado;53;SP;z.posgrad;0.solt;DE;3,1684974835230326
21622;LC_22623;admpl;F;outros;39;SP;superior;0.solt;DE;3,0484418035504044
21623;LC_22624;admpl;F;outros;53;SP;superior;casado;F;3,241048150671644
21624;LC_22625;admpl;F;empregado;34;SP;primario;casado;DE;2,9813655090785445
21625;LC_22626;admpl;F;empregado;34;SP;superior;0.solt;DE;2,82020145948564
21626;LC_22627;admpl;F;outros;37;SP;z.posgrad;casado;DE;3,1598678470925665
21627;LC_22628;admpl;M;empregado;63;SP;superior;0.solt;DE;2,711807229041191
21628;LC_22629;admpl;F;autonomo;33;SP;superior;casado;F;2,437750562820388
21629;LC_22630;admpl;F;empregado;41;SP;superior;casado;F;3,295347148333618
21630;LC_22631;admpl;F;empregado;54;SP;z.posgrad;casado;DE;2,926342446625655
21631;LC_22632;admpl;M;empregado;35;SP;superior;casado;DE;2,8674674878590514
21632;LC_22633;admpl;M;empregado;34;SP;secundario;0.solt;BC;3,687707279624819
21633;LC_22634;admpl;F;empregado;39;SP;superior;0.solt;DE;3,1225435240687545
21634;LC_22635;admpl;F;empregado;61;SP;superior;0.solt;BC;3,6711728427150834
21635;LC_22636;admpl;F;empregado;54;SP;primario;0.solt;F;2,77232170672292
21636;LC_22637;admpl;F;outros;65;SP;superior;0.solt;DE;3,1271047983648077
21637;LC_22638;admpl;F;empregado;55;SP;primario;casado;F;3,1734776434529945
21638;LC_22639;admpl;F;empregado;48;SP;secundario;casado;DE;3,0813473078041325
21639;LC_22640;admpl;M;outros;50;SP;superior;0.solt;F;3,2242740142942576
21640;LC_22641;admpl;F;outros;62;SP;superior;0.solt;F;3,2062860444124324
21641;LC_22642;inad;M;autonomo;50;SP;primario;0.solt;BC;3,3031960574204886
21642;LC_22643;admpl;M;autonomo;48;SP;superior;0.solt;BC;3,1271047983648077
21643;LC_22644;admpl;F;empregado;68;SP;primario;0.solt;DE;3,0402066275747113
21644;LC_22645;inad;F;empregado;50;SP;superior;0.solt;DE;3,2062860444124324
21645;LC_22646;admpl;F;empregado;45;SP;secundario;0.solt;F;3,1316186643491255
21646;LC_22647;admpl;F;empregado;54;SP;secundario;casado;DE;3,428134794028789
21647;LC_22648;inad;F;outros;49;SP;superior;divorciado;A;3,030194785356751
21648;LC_22649;admpl;M;outros;52;SP;secundario;0.solt;BC;3,1271047983648077
21649;LC_22650;admpl;F;empregado;52;SP;secundario;0.solt;BC;3,428134794028789
21650;LC_22651;admpl;F;outros;42;SP;superior;0.solt;DE;3,3031960574204886
21651;LC_22652;admpl;F;empregado;41;SP;z.posgrad;casado;DE;2,2648178230095364
21652;LC_22653;inad;M;autonomo;63;SP;superior;0.solt;A;3,3533390953113047
21653;LC_22654;inad;F;autonomo;60;SP;superior;0.solt;A;3,428134794028789
21654;LC_22655;admpl;F;empregado;60;SP;superior;0.solt;F;3,72916478969277
21655;LC_22656;admpl;F;empregado;70;SP;z.posgrad;casado;BC;3,459392487759231
21656;LC_22657;inad;M;outros;70;SP;z.posgrad;0.solt;BC;4,030194785356751
21657;LC_22658;admpl;F;empregado;40;SP;z.posgrad;casado;BC;3,2062860444124324
21658;LC_22659;admpl;F;outros;66;SP;primario;casado;F;2,816241299991783
21659;LC_22660;admpl;F;outros;53;SP;z.posgrad;casado;DE;3,030194785356751
21660;LC_22661;admpl;F;empregado;50;SP;superior;casado;DE;3,241048150671644
21661;LC_22662;admpl;F;empregado;58;SP;superior;casado;DE;3,0132586652835167
21662;LC_22663;admpl;M;empregado;50;SP;secundario;casado;F;3,1271047983648077
21663;LC_22664;admpl;F;outros;57;SP;superior;0.solt;DE;3,0132586652835167
21664;LC_22665;admpl;F;outros;40;SP;secundario;divorciado;DE;3,525044807036845
21665;LC_22666;admpl;M;outros;43;SP;superior;casado;BC;3,72916478969277
21666;LC_22667;admpl;F;outros;39;SP;superior;casado;DE;2,8188854145940097
21667;LC_22668;admpl;F;empregado;66;SP;secundario;casado;DE;3,692670699156369
21668;LC_22669;inad;M;autonomo;63;SP;superior;divorciado;A;3,485011214578573
21669;LC_22670;admpl;F;empregado;44;SP;secundario;casado;DE;2,7781512503836434
21670;LC_22671;admpl;F;outros;36;SP;z.posgrad;casado;F;3,030194785356751
21671;LC_22672;admpl;F;empregado;33;SP;secundario;0.solt;BC;3,4212747912103465
21672;LC_22673;inad;M;empregado;38;SP;primario;0.solt;F;3,116275587580544
21673;LC_22674;admpl;F;empregado;38;SP;superior;casado;DE;2,8260748027008264
21674;LC_22675;admpl;F;empregado;54;SP;superior;casado;F;3,0549958615291417
21675;LC_22676;admpl;F;outros;41;SP;secundario;0.solt;BC;3,1271047983648077
21676;LC_22677;admpl;F;empregado;54;SP;z.posgrad;casado;F;2,8260748027008264
21677;LC_22678;inad;M;autonomo;52;SP;secundario;0.solt;DE;3,295567099962479
21678;LC_22679;admpl;F;empregado;60;SP;secundario;0.solt;BC;3,2732328340430454
21679;LC_22680;admpl;M;empregado;55;SP;superior;0.solt;F;3,3823773034681137
21680;LC_22681;admpl;F;outros;68;SP;primario;casado;DE;2,932980821923198
21681;LC_22682;admpl;M;empregado;59;SP;superior;casado;F;2,780317312140151
21682;LC_22683;admpl;F;outros;63;SP;primario;casado;F;2,72916478969277
21683;LC_22684;admpl;F;empregado;47;SP;secundario;casado;BC;3,428134794028789
21684;LC_22685;admpl;M;empregado;35;SP;primario;0.solt;DE;2,739572344450092
21685;LC_22686;admpl;F;empregado;55;SP;superior;casado;DE;3,002166061756508
21686;LC_22687;admpl;F;outros;43;SP;primario;casado;DE;2,9903388547876015
21687;LC_22688;admpl;M;empregado;66;SP;superior;casado;F;3,03261876085072
21688;LC_22689;admpl;F;empregado;50;SP;superior;casado;F;3,030194785356751
21689;LC_22690;inad;M;empregado;45;SP;primario;0.solt;BC;2,285557309007774
21690;LC_22691;admpl;F;outros;45;SP;secundario;0.solt;BC;3,2062860444124324
21691;LC_22692;admpl;F;empregado;35;SP;z.posgrad;casado;BC;3,0273496077747564
21692;LC_22693;admpl;F;outros;45;SP;superior;casado;BC;3,1271047983648077
21693;LC_22694;admpl;F;empregado;33;SP;superior;casado;F;2,816241299991783
21694;LC_22695;admpl;F;empregado;37;SP;superior;0.solt;DE;2,7972675408307164
21695;LC_22696;admpl;F;empregado;68;SP;primario;0.solt;DE;2,890979596989689
21696;LC_22697;inad;M;empregado;44;SP;secundario;0.solt;BC;3,5251744278352715
21697;LC_22698;admpl;F;empregado;34;SP;superior;casado;DE;2,808210972924222
21698;LC_22699;admpl;F;empregado;66;SP;z.posgrad;casado;BC;3,263636068588108
21699;LC_22700;inad;M;outros;70;SP;superior;0.solt;BC;3,2347702951609163
21700;LC_22701;admpl;F;empregado;42;SP;secundario;casado;BC;3,1271047983648077
21701;LC_22702;admpl;F;empregado;58;SP;z.posgrad;0.solt;DE;3,34966598409663
21702;LC_22703;admpl;F;autonomo;39;SP;primario;0.solt;F;2,8260748027008264
21703;LC_22704;admpl;F;empregado;63;SP;superior;casado;DE;3,074816440645175
21704;LC_22705;admpl;F;empregado;45;SP;superior;casado;DE;2,801403710017355
21705;LC_22706;inad;M;empregado;67;SP;superior;0.solt;DE;2,734799829588847
21706;LC_22707;admpl;F;outros;49;SP;superior;casado;DE;2,60422605308447
21707;LC_22708;inad;M;autonomo;34;SP;secundario;0.solt;A;3,60422605308447
21708;LC_22709;inad;M;autonomo;36;SP;secundario;0.solt;BC;4,379287383990714
21709;LC_22710;admpl;F;empregado;47;SP;superior;casado;DE;2,305351369446624
21710;LC_22711;admpl;F;empregado;57;SP;z.posgrad;casado;DE;2,8260748027008264
21711;LC_22712;admpl;M;empregado;32;SP;superior;casado;F;2,9283958522567137
21712;LC_22713;inad;M;empregado;60;SP;primario;0.solt;BC;2,577491799837225
21713;LC_22714;admpl;M;empregado;69;SP;primario;casado;DE;2,7032913781186614
21714;LC_22715;admpl;F;empregado;50;SP;superior;0.solt;F;2,5211380837040362
21715;LC_22716;admpl;F;empregado;33;SP;z.posgrad;0.solt;DE;3,72916478969277
21716;LC_22717;admpl;M;outros;69;SP;z.posgrad;casado;DE;3,8260748027008264
21717;LC_22718;admpl;F;empregado;59;SP;z.posgrad;casado;DE;3,3031960574204886
21719;LC_22720;admpl;F;empregado;53;NOSP;primario;casado;BC;3,16790781000148
21720;LC_22721;inad;M;autonomo;33;SP;primario;0.solt;A;3,015778756389041
21721;LC_22722;admpl;F;empregado;44;SP;superior;casado;DE;2,625312450961674
21722;LC_22723;inad;F;outros;37;SP;superior;0.solt;BC;3,4500950758716025
21723;LC_22724;admpl;M;empregado;70;SP;secundario;casado;BC;3,3031960574204886
21724;LC_22725;admpl;M;outros;47;SP;secundario;0.solt;BC;3,4452927694259716
21725;LC_22726;admpl;F;empregado;61;SP;superior;casado;BC;2,305351369446624
21726;LC_22727;admpl;F;autonomo;65;SP;superior;casado;DE;2,606381365110605
21727;LC_22728;admpl;M;empregado;42;SP;z.posgrad;casado;F;3,5336449787987627
21728;LC_22729;admpl;F;empregado;54;SP;secundario;0.solt;DE;3,428134794028789
21729;LC_22730;inad;M;empregado;44;SP;secundario;0.solt;DE;4,269559640038821
21730;LC_22731;admpl;F;empregado;53;SP;primario;0.solt;DE;3,243286146083446
21731;LC_22732;admpl;M;empregado;56;SP;secundario;casado;DE;3,2335037603411343
21732;LC_22733;admpl;F;empregado;42;SP;superior;casado;F;3,002166061756508
21733;LC_22734;admpl;M;empregado;31;SP;superior;casado;BC;3,204933522354145
21734;LC_22735;admpl;F;empregado;64;SP;superior;casado;F;2,7895807121644256
21735;LC_22736;admpl;F;empregado;46;SP;secundario;0.solt;BC;3,1271047983648077
21736;LC_22737;admpl;M;empregado;48;SP;secundario;casado;BC;3,0655797147284485
21737;LC_22738;admpl;F;autonomo;55;SP;superior;0.solt;DE;3,2062860444124324
21738;LC_22739;admpl;F;empregado;47;SP;superior;casado;DE;3,1866738674997452
21739;LC_22740;admpl;F;empregado;57;SP;secundario;casado;BC;3,727622577969137
21740;LC_22741;admpl;F;empregado;58;SP;superior;casado;F;1,7160033436347992
21741;LC_22742;admpl;M;empregado;54;SP;superior;0.solt;F;3,72916478969277
21742;LC_22743;admpl;F;empregado;57;SP;primario;casado;DE;2,639486489268586
21743;LC_22744;admpl;F;empregado;34;SP;superior;0.solt;DE;2,951337518795918
21744;LC_22745;admpl;M;empregado;39;SP;secundario;casado;BC;3,395326393069351
21745;LC_22746;inad;M;empregado;57;SP;superior;0.solt;BC;3,6711728427150834
21746;LC_22747;admpl;M;empregado;48;SP;superior;casado;BC;2,905256048748451
21747;LC_22748;inad;M;empregado;38;SP;secundario;divorciado;BC;3,934952707817858
21748;LC_22749;admpl;F;outros;60;SP;z.posgrad;casado;BC;3,2062860444124324
21749;LC_22750;admpl;M;empregado;39;SP;z.posgrad;0.solt;F;3,210853365314893
21750;LC_22751;inad;M;outros;43;SP;superior;0.solt;F;3,0492180226701815
21751;LC_22752;admpl;M;empregado;36;SP;primario;casado;DE;2,9537596917332287
21752;LC_22753;admpl;M;outros;48;SP;primario;0.solt;DE;2,8394780473741985
21753;LC_22754;admpl;M;empregado;40;SP;z.posgrad;casado;BC;1,6989700043360187
21754;LC_22755;admpl;M;empregado;47;SP;superior;0.solt;DE;3,241048150671644
21755;LC_22756;admpl;M;empregado;35;SP;primario;0.solt;F;2,88930170250631
21756;LC_22757;admpl;M;empregado;70;SP;superior;casado;DE;2,694605198933569
21757;LC_22758;admpl;M;empregado;59;SP;z.posgrad;0.solt;BC;3,3031960574204886
21758;LC_22759;admpl;M;empregado;68;SP;z.posgrad;casado;DE;3,3100557377508912
21759;LC_22760;admpl;M;outros;31;SP;superior;0.solt;DE;3,241048150671644
21760;LC_22761;admpl;F;empregado;45;SP;superior;0.solt;DE;2,9400181550076634
21761;LC_22762;admpl;M;empregado;32;SP;superior;0.solt;DE;3,565729787831127
21762;LC_22763;admpl;F;empregado;55;SP;superior;casado;DE;2,8027737252919755
21763;LC_22764;admpl;F;empregado;30;SP;secundario;0.solt;BC;3,218010042984363
21764;LC_22765;inad;F;outros;53;NOSP;secundario;0.solt;DE;3,8260748027008264
21765;LC_22766;inad;M;empregado;44;SP;z.posgrad;0.solt;BC;3,5747255835940734
21766;LC_22767;admpl;F;empregado;40;SP;superior;casado;F;2,9132839017604186
21767;LC_22768;admpl;F;autonomo;48;SP;superior;casado;F;2,705007959333336
21768;LC_22769;admpl;F;outros;62;SP;superior;casado;DE;3,012415374762433
21769;LC_22770;inad;F;autonomo;47;SP;primario;divorciado;F;2,937517892017347
21770;LC_22771;admpl;F;outros;42;SP;primario;casado;DE;2,808210972924222
21771;LC_22772;admpl;F;empregado;55;SP;z.posgrad;casado;DE;3,002166061756508
21772;LC_22773;inad;F;empregado;52;SP;superior;0.solt;DE;2,808210972924222
21773;LC_22774;admpl;F;outros;47;SP;superior;casado;F;2,905256048748451
21774;LC_22775;admpl;M;empregado;34;SP;superior;casado;F;3,1048284036536553
21775;LC_22776;admpl;F;empregado;69;SP;z.posgrad;casado;DE;3,042181594515766
21776;LC_22777;admpl;F;outros;67;SP;superior;0.solt;DE;3,1684974835230326
21777;LC_22778;admpl;M;empregado;44;SP;superior;0.solt;DE;3,428134794028789
21778;LC_22779;admpl;M;empregado;41;SP;primario;0.solt;F;2,8260748027008264
21779;LC_22780;admpl;M;outros;36;SP;z.posgrad;casado;BC;3,5742628297070267
21780;LC_22781;admpl;F;outros;52;SP;z.posgrad;casado;DE;3,030194785356751
21781;LC_22782;admpl;F;outros;69;SP;superior;casado;DE;3,030194785356751
21782;LC_22783;admpl;F;outros;36;SP;superior;casado;DE;2,8494194137968996
21783;LC_22784;inad;M;autonomo;60;SP;primario;0.solt;BC;3,523616419054371
21784;LC_22785;inad;F;outros;55;SP;z.posgrad;0.solt;DE;3,428134794028789
21785;LC_22786;admpl;F;empregado;40;SP;superior;casado;DE;2,8937617620579434
21786;LC_22787;admpl;F;empregado;58;SP;z.posgrad;casado;DE;2,814913181275074
21787;LC_22788;admpl;F;empregado;65;SP;primario;0.solt;F;2,6503075231319366
21788;LC_22789;admpl;F;empregado;44;SP;superior;casado;DE;3,1271047983648077
21789;LC_22790;admpl;F;empregado;54;SP;superior;casado;DE;3,015778756389041
21790;LC_22791;admpl;F;empregado;59;SP;secundario;0.solt;BC;2,7067177823367587
21791;LC_22792;admpl;F;empregado;41;SP;superior;casado;DE;2,9283958522567137
21792;LC_22793;admpl;F;empregado;47;SP;superior;0.solt;DE;1,5797835966168101
21793;LC_22794;admpl;F;empregado;43;SP;superior;0.solt;DE;2,8260748027008264
21794;LC_22795;inad;M;outros;68;SP;secundario;0.solt;BC;3,428134794028789
21795;LC_22796;inad;M;outros;57;SP;secundario;0.solt;BC;4,206286044412432
21796;LC_22797;admpl;F;outros;54;SP;secundario;casado;BC;3,241048150671644
21797;LC_22798;inad;M;autonomo;43;SP;secundario;0.solt;BC;3,348499570283838
21798;LC_22799;inad;M;empregado;55;SP;superior;0.solt;BC;3,7131544018372984
21799;LC_22800;admpl;F;empregado;51;SP;secundario;0.solt;F;3,6011905326153335
21800;LC_22801;admpl;M;empregado;32;SP;primario;casado;DE;3,1271047983648077
21801;LC_22802;admpl;M;outros;56;SP;superior;casado;DE;2,9722028383790646
21802;LC_22803;admpl;F;empregado;50;SP;z.posgrad;casado;BC;3,1271047983648077
21803;LC_22804;admpl;M;outros;31;SP;z.posgrad;casado;F;2,9722028383790646
21804;LC_22805;admpl;M;empregado;63;NOSP;superior;casado;BC;3,5375672571526753
21805;LC_22806;admpl;F;empregado;64;SP;superior;casado;F;3,1838390370564214
21806;LC_22807;admpl;M;empregado;41;SP;secundario;casado;F;3,0330214446829107
21807;LC_22808;admpl;F;empregado;63;SP;z.posgrad;casado;F;3,1271047983648077
21808;LC_22809;admpl;M;empregado;60;SP;z.posgrad;0.solt;F;3,0622058088197126
21809;LC_22810;admpl;F;empregado;59;SP;primario;casado;DE;2,8444771757456815
21810;LC_22811;admpl;M;empregado;36;NOSP;superior;viuvo;DE;2,7520484478194387
21811;LC_22812;admpl;F;empregado;58;SP;z.posgrad;casado;DE;3,153814864344529
21812;LC_22813;admpl;F;empregado;43;SP;superior;0.solt;DE;2,635483746814912
21813;LC_22814;admpl;M;outros;48;SP;superior;0.solt;F;3,3550682063488506
21814;LC_22815;admpl;F;outros;65;SP;superior;casado;DE;3,5742628297070267
21815;LC_22816;admpl;F;empregado;44;SP;z.posgrad;casado;F;3,428134794028789
21816;LC_22817;admpl;F;empregado;65;SP;secundario;0.solt;BC;2,905256048748451
21817;LC_22818;admpl;M;empregado;59;SP;primario;0.solt;DE;3,0064660422492318
21818;LC_22819;admpl;F;empregado;39;SP;secundario;casado;BC;2,905256048748451
21819;LC_22820;admpl;M;empregado;69;SP;secundario;0.solt;BC;4,033705151467852
21820;LC_22821;admpl;F;empregado;47;SP;superior;casado;DE;2,9836262871245345
21821;LC_22822;admpl;F;outros;56;SP;z.posgrad;viuvo;DE;3,241048150671644
21822;LC_22823;admpl;F;empregado;55;SP;superior;0.solt;DE;2,9084850188786495
21823;LC_22824;admpl;F;empregado;37;SP;secundario;casado;DE;3,2732328340430454
21824;LC_22825;admpl;F;outros;59;SP;superior;casado;DE;3,4888326343824003
21825;LC_22826;admpl;M;empregado;47;SP;primario;casado;F;3,1271047983648077
21826;LC_22827;admpl;M;empregado;69;SP;z.posgrad;casado;DE;3,002166061756508
21827;LC_22828;inad;M;outros;54;SP;superior;0.solt;BC;3,1271047983648077
21828;LC_22829;inad;M;empregado;59;SP;secundario;0.solt;BC;3,72916478969277
21829;LC_22830;admpl;M;outros;42;SP;superior;casado;F;3,706888394981618
21830;LC_22831;admpl;F;empregado;42;SP;z.posgrad;casado;BC;2,7209857441537393
21831;LC_22832;inad;F;empregado;31;SP;secundario;0.solt;BC;3,4394905903896835
21832;LC_22833;admpl;M;empregado;37;NOSP;primario;casado;BC;2,6503075231319366
21833;LC_22834;admpl;F;empregado;58;SP;superior;0.solt;DE;3,241048150671644
21834;LC_22835;admpl;F;empregado;68;SP;z.posgrad;casado;F;3,4800069429571505
21835;LC_22836;inad;F;empregado;43;SP;superior;0.solt;DE;3,1607685618611283
21836;LC_22837;admpl;F;empregado;45;SP;superior;casado;F;3,030194785356751
21837;LC_22838;admpl;M;outros;49;SP;superior;casado;BC;3,0813473078041325
21838;LC_22839;inad;F;autonomo;57;SP;superior;0.solt;DE;2,9722028383790646
21839;LC_22840;admpl;F;outros;57;SP;secundario;casado;BC;3,981682727371285
21840;LC_22841;admpl;M;autonomo;61;SP;primario;0.solt;DE;3,60422605308447
21841;LC_22842;admpl;F;empregado;54;SP;z.posgrad;0.solt;DE;1,7160033436347992
21842;LC_22843;inad;M;empregado;60;NOSP;secundario;0.solt;F;3,0511525224473814
21843;LC_22844;inad;M;empregado;32;NOSP;secundario;0.solt;BC;3,024485667699167
21844;LC_22845;admpl;F;empregado;60;NOSP;secundario;casado;BC;3,376211850282673
21845;LC_22846;admpl;M;outros;64;SP;primario;0.solt;DE;3,224014811372864
21846;LC_22847;admpl;F;outros;40;SP;superior;0.solt;F;3,325720858019412
21847;LC_22848;admpl;F;empregado;62;SP;primario;casado;DE;2,8260748027008264
21848;LC_22849;inad;F;empregado;64;SP;superior;0.solt;DE;3,037426497940624
21849;LC_22850;admpl;F;empregado;37;SP;superior;0.solt;DE;2,9722028383790646
21850;LC_22851;admpl;F;autonomo;57;SP;primario;casado;DE;2,60422605308447
21851;LC_22852;inad;M;empregado;55;SP;primario;0.solt;BC;3,5644293269979834
21852;LC_22853;admpl;M;empregado;32;SP;superior;casado;DE;2,8260748027008264
21853;LC_22854;admpl;F;empregado;64;SP;superior;casado;DE;3,4888326343824003
21854;LC_22855;inad;M;autonomo;32;SP;primario;0.solt;BC;3,3312247810207323
21855;LC_22856;admpl;F;empregado;57;SP;superior;0.solt;DE;3,098643725817057
21856;LC_22857;inad;F;autonomo;52;SP;superior;0.solt;BC;3,2062860444124324
21857;LC_22858;admpl;F;empregado;62;SP;secundario;casado;DE;3,1815577738627865
21858;LC_22859;admpl;F;empregado;56;SP;z.posgrad;casado;BC;3,1271047983648077
21859;LC_22860;admpl;M;empregado;38;SP;superior;casado;DE;2,8260748027008264
21860;LC_22861;admpl;F;outros;31;SP;superior;0.solt;F;3,3823773034681137
21861;LC_22862;inad;M;autonomo;40;SP;primario;0.solt;F;2,916453948549925
21862;LC_22863;admpl;F;empregado;52;SP;superior;casado;F;2,8488047010518036
21863;LC_22864;admpl;F;empregado;44;SP;z.posgrad;0.solt;BC;3,3533390953113047
21864;LC_22865;inad;M;empregado;44;SP;superior;0.solt;BC;3,3031960574204886
21865;LC_22866;inad;M;outros;38;SP;superior;0.solt;F;3,370142847051102
21866;LC_22867;inad;M;autonomo;35;SP;primario;0.solt;A;3,0773679052841567
21867;LC_22868;admpl;M;empregado;46;SP;primario;0.solt;DE;2,649334858712142
21868;LC_22869;inad;M;empregado;65;SP;superior;0.solt;BC;3,6361868951987244
21869;LC_22870;inad;M;empregado;53;SP;secundario;0.solt;BC;3,96543689977626
21870;LC_22871;admpl;F;empregado;57;SP;superior;casado;DE;2,8260748027008264
21871;LC_22872;inad;F;empregado;50;SP;primario;0.solt;A;3,137670537236755
21872;LC_22873;admpl;F;empregado;49;SP;z.posgrad;0.solt;F;3,29928933408768
21873;LC_22874;admpl;F;outros;32;SP;z.posgrad;casado;DE;3,3312247810207323
21874;LC_22875;admpl;F;empregado;42;SP;superior;casado;DE;3,1702617153949575
21875;LC_22876;admpl;F;outros;62;SP;superior;casado;DE;2,971275848738105
21876;LC_22877;admpl;F;empregado;43;SP;superior;casado;F;2,890421018800914
21877;LC_22878;admpl;F;empregado;68;SP;primario;casado;DE;3,0043213737826426
21878;LC_22879;inad;F;empregado;35;SP;z.posgrad;0.solt;F;2,828015064223977
21879;LC_22880;admpl;F;empregado;68;SP;superior;casado;F;2,6711728427150834
21880;LC_22881;admpl;F;empregado;43;SP;primario;casado;F;2,72916478969277
21881;LC_22882;admpl;F;empregado;43;SP;superior;casado;DE;3,1271047983648077
21882;LC_22883;admpl;F;outros;41;SP;primario;casado;F;3,0813473078041325
21883;LC_22884;admpl;F;empregado;44;SP;superior;casado;DE;3,358315640082196
21884;LC_22885;admpl;F;empregado;59;SP;z.posgrad;casado;DE;3,0867156639448825
21885;LC_22886;admpl;F;outros;61;SP;superior;0.solt;DE;2,7634279935629373
21886;LC_22887;admpl;F;empregado;48;SP;secundario;casado;BC;3,12515582958053
21887;LC_22888;admpl;F;autonomo;58;SP;z.posgrad;casado;DE;3,525044807036845
21888;LC_22889;admpl;M;empregado;48;SP;superior;0.solt;DE;2,9722028383790646
21889;LC_22890;admpl;M;outros;31;SP;primario;0.solt;F;3,0813473078041325
21890;LC_22891;admpl;M;empregado;48;SP;superior;0.solt;DE;2,6655809910179533
21891;LC_22892;admpl;M;outros;41;SP;secundario;0.solt;DE;3,3283796034387376
21892;LC_22893;inad;M;empregado;44;SP;secundario;0.solt;BC;3,683407299132095
21893;LC_22894;admpl;M;empregado;62;SP;primario;casado;DE;2,4683473304121573
21894;LC_22895;inad;M;autonomo;58;SP;superior;0.solt;BC;3,153204900084284
21895;LC_22896;admpl;F;empregado;58;SP;secundario;casado;DE;2,6794278966121188
21896;LC_22897;admpl;M;empregado;35;SP;superior;casado;DE;3,72916478969277
21897;LC_22898;admpl;F;empregado;65;SP;superior;casado;DE;2,575187844927661
21898;LC_22899;admpl;F;empregado;30;SP;secundario;casado;DE;3,1271047983648077
21899;LC_22900;admpl;F;outros;50;SP;superior;casado;DE;2,905256048748451
21900;LC_22901;admpl;M;autonomo;60;SP;primario;casado;F;2,9400181550076634
21901;LC_22902;admpl;M;outros;33;SP;superior;casado;DE;2,905256048748451
21902;LC_22903;admpl;F;outros;62;SP;superior;casado;DE;2,9400181550076634
21903;LC_22904;admpl;M;empregado;35;SP;superior;casado;DE;2,850033257689769
21904;LC_22905;admpl;F;empregado;49;SP;z.posgrad;casado;DE;2,9849771264154934
21905;LC_22906;admpl;F;empregado;38;SP;secundario;0.solt;BC;3,030194785356751
21906;LC_22907;admpl;F;empregado;52;SP;secundario;casado;F;3,448242412634439
21907;LC_22908;admpl;M;empregado;67;SP;primario;casado;F;3,1513698502474603
21908;LC_22909;admpl;M;outros;42;SP;superior;casado;F;3,3031960574204886
21909;LC_22910;admpl;F;empregado;39;SP;superior;0.solt;DE;3,3031960574204886
21910;LC_22911;admpl;M;outros;43;SP;superior;0.solt;DE;3,8302678009336417
21911;LC_22912;inad;F;empregado;49;SP;z.posgrad;casado;DE;3,205475036740891
