FULLNAME;CODE;BBG_TICKER;NAME;INDUSTRY_SECTOR;INDUSTRY_SECTOR_NUM;GICS_SECTOR_NAME;GICS_SECTOR;CUR_MKT_CAP;EQY_FLOAT;EQY_FREE_FLOAT_PCT;FUND_ASSET_CLASS_FOCUS;SECTOR
JOAO FORTES ON;JFEN3;JFEN3 BS Equity;JOAO FORTES ENGENHARIA S.A.;Financial;10008;Financials;40;869.297.075;46,33;26,06;#N/A N/A;"Incorporação e Construção de Imóveis; Execução por Administração de Obras de Construção Civil"
JHSF PART ON;JHSF3;JHSF3 BS Equity;JHSF PARTICIPACOES SA;Financial;10008;Financials;40;1.257.905.392;87,36;20,21;#N/A N/A;Empresa de Participações em Empresas de Incorporação Imobiliária. Desenvolvimento e Exploração de Shopping Centers e Escritórios Comerciais e Atividade Hoteleira
JOHNSON DRN;JNJB34;JNJB34 BS Equity;JOHNSON & JOHNSON-BDR;Consumer, Non-cyclical;10005;Health Care;35;809.122.529.358;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
JOSAPAR ON;JOPA3;JOPA3 BS Equity;JOAQUIM OLIVEIRA S.A.-PARTIC;Consumer, Non-cyclical;10005;Consumer Staples;30;190.694.145;3,25;31,09;#N/A N/A;Beneficiamento de Arroz e Participações
JOSAPAR PN;JOPA4;JOPA4 BS Equity;JOAQUIM OLIVEIRA S.A.-PREF;Consumer, Non-cyclical;10005;Consumer Staples;30;190.694.145;0,03;24,48;#N/A N/A;Beneficiamento de Arroz e Participações
JPMORGAN DRN;JPMC34;JPMC34 BS Equity;JPMORGAN CHASE & CO - BDR;Financial;10008;Financials;40;601.808.000.000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
FII JPP CAPI CI;JPPC11;JPPC11 BS Equity;FII JPP CAPITAL;Financial;10008;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
JSL ON;JSLG3;JSLG3 BS Equity;JSL SA;Industrial;10011;Industrials;20;2.861.748.569;64,3;29,66;#N/A N/A;#N/A N/A
FII JS REAL CI;JSRE11;JSRE11 BS Equity;JS REAL ESTATE MULTIGESTAO F;Financial;10008;#N/A N/A;#N/A N/A;580.076.904;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
KEPLER WEBER ON;KEPL3;KEPL3 BS Equity;KEPLER WEBER SA;Consumer, Cyclical;10004;Industrials;20;1.220.492.834;18,43;70,07;#N/A N/A;Indústria e Comércio de Produtos e Matérias Primas Relacionadas A Metalurgia. Importação e Exportação. Prestação de Serviços. Comércio de Produtos Destinados A Agroindústria.
KRAFT GROUP DRN;KFGI34;KFGI34 BS Equity;KRAFT FOODS GROUP INC - BDR;Consumer, Non-cyclical;10005;Consumer Staples;30;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
KLABIN S/A UNT;KLBN11;KLBN11 BS Equity;KLABIN SA - UNIT;Basic Materials;10002;Materials;15;13.832.289.250;945,96;100;#N/A N/A;Empresa Brasileira de Base Florestal. Produtora de Papéis e Cartões para Embalagens. Embalagens de Papelão Ondulado e Sacos Industriais. Além de Ser Recicladora e Produtora de Toras para Serrarias.
KLABIN S/A ON;KLBN3;KLBN3 BS Equity;KLABIN SA;Basic Materials;10002;Materials;15;13.832.289.250;585,69;31,68;#N/A N/A;Empresa Brasileira de Base Florestal. Produtora de Papéis e Cartões para Embalagens. Embalagens de Papelão Ondulado e Sacos Industriais. Além de Ser Recicladora e Produtora de Toras para Serrarias.
KLABIN S/A PN;KLBN4;KLBN4 BS Equity;KLABIN SA-PREF;Basic Materials;10002;Materials;15;13.832.289.250;2.165,22;75,15;#N/A N/A;Empresa Brasileira de Base Florestal. Produtora de Papéis e Cartões para Embalagens. Embalagens de Papelão Ondulado e Sacos Industriais. Além de Ser Recicladora e Produtora de Toras para Serrarias.
FII KINEA RI CI;KNCR11;KNCR11 BS Equity;KINEA RENDIMENTOS IMOB FII;Financial;10008;#N/A N/A;#N/A N/A;734.781.250;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII KII REAL CI;KNRE11;KNRE11 BS Equity;KINEA II REAL ESTATE EQTY FI;Financial;10008;#N/A N/A;#N/A N/A;94.994.476;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII KINEA CI;KNRI11;KNRI11 BS Equity;KINEA RENDA IMOBILIARIA FII;Financial;10008;#N/A N/A;#N/A N/A;1.552.024.536;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
KROTON ON;KROT3;KROT3 BS Equity;KROTON EDUCACIONAL SA;Consumer, Non-cyclical;10005;Consumer Discretionary;25;29.092.675.582;1.621,60;99,94;#N/A N/A;A Companhia Tem por Objeto A Participação. como Sócia ou Acionista. em Sociedades que Explorem A Administração de Atividades de Educação.
LOJAS AMERIC ON;LAME3;LAME3 BS Equity;LOJAS AMERICANAS SA;Consumer, Cyclical;10004;Consumer Discretionary;25;18.834.302.176;139,42;30,84;#N/A N/A;Comércio em Geral. Inclusive Supermercado e Lanchonete. Lojas de Conveniência. no Varejo e no Atacado. Através de Lojas e Depósitos. de Quaisquer Mercadorias. Bem como A Realização de Serviços.
LOJAS AMERIC PN;LAME4;LAME4 BS Equity;LOJAS AMERICANAS SA-PREF;Consumer, Cyclical;10004;Consumer Discretionary;25;18.834.302.176;471,89;61,84;#N/A N/A;Comércio em Geral. Inclusive Supermercado e Lanchonete. Lojas de Conveniência. no Varejo e no Atacado. Através de Lojas e Depósitos. de Quaisquer Mercadorias. Bem como A Realização de Serviços.
LATAM AIRLN DR3;LATM33;LATM33 BS Equity;LATAM AIRLINES GROUP SA-BDR;Consumer, Cyclical;10004;Industrials;20;16.633.758.520;#N/A N/A;#N/A N/A;#N/A N/A;Transporte de Passageiros e Transporte de Carga.
LOCAMERICA ON;LCAM3;LCAM3 BS Equity;COMPANHIA DE LOCACAO DAS AME;Consumer, Non-cyclical;10005;Industrials;20;272.014.846;30,44;46,78;#N/A N/A;A Companhia Tem por Objeto A Atividade de Locação de Veículos Nacionais e Importados com ou sem Motorista.
METAL LEVE ON;LEVE3;LEVE3 BS Equity;MAHLE-METAL LEVE SA;Consumer, Cyclical;10004;Consumer Discretionary;25;2.963.926.350;38,49;30;#N/A N/A;Industria e Comércio de Peças e Componentes para Motores A Combustão
LA FONTE TEL ON;LFFE3;LFFE3 BS Equity;JEREISSATI TELECOM SA;Consumer, Non-cyclical;10005;Telecommunication Services;50;467.669.244;0,17;0,05;#N/A N/A;#N/A N/A
LA FONTE TEL PN;LFFE4;LFFE4 BS Equity;LA FONTE TELECOM SA-PREF;Consumer, Non-cyclical;10005;Telecommunication Services;50;467.669.244;2,8;1,35;#N/A N/A;#N/A N/A
LOJAS HERING ON;LHER3;LHER3 BS Equity;LOJAS HERING SA;Consumer, Cyclical;10004;Consumer Discretionary;25;#N/A N/A;0;9,58;#N/A N/A;Comércio Varejista de Artigos Têxteis
LOJAS HERING PN;LHER4;LHER4 BS Equity;LOJAS HERING SA-PREF;Consumer, Cyclical;10004;Consumer Discretionary;25;#N/A N/A;0,02;17,88;#N/A N/A;Comércio Varejista de Artigos Têxteis
LIGHT S/A ON;LIGT3;LIGT3 BS Equity;LIGHT SA;Utilities;10014;Utilities;55;4.199.002.295;76,64;37,58;#N/A N/A;Participação em Sociedades P/ Exploração Serviços de Energia Elétrica
LILLY DRN;LILY34;LILY34 BS Equity;ELI LILLY & CO - BDR;Consumer, Non-cyclical;10005;Health Care;35;180.343.564.155;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
LINX ON;LINX3;LINX3 BS Equity;LINX SA;Technology;10013;Information Technology;45;2.703.012.838;22,62;48,38;#N/A N/A;#N/A N/A
ELETROPAR ON;LIPR3;LIPR3 BS Equity;ELETROBRAS PARTICIPACOES SA;Financial;10008;Utilities;55;586.362.068;1,92;16,29;#N/A N/A;A Eletropar Tem por Objeto Social Principal A Participação no Capital Social da Eletropaulo - Eletricidade de São Paulo S.a.. Concessionária de Serviços Pub. de Energia Elét.. e de Outras Sociedades.
LIX DA CUNHA ON;LIXC3;LIXC3 BS Equity;CONSTRUTORA LIX DA CUNHA SA;Industrial;10011;Industrials;20;46.647.909;1,08;17,7;#N/A N/A;Construção Civil. Terraplanagem e Pavimentação
LIX DA CUNHA PN;LIXC4;LIXC4 BS Equity;CONSTRUTORA LIX DA CUNHA-PRF;Industrial;10011;Industrials;20;46.647.909;4,6;78,12;#N/A N/A;Construção Civil. Terraplanagem e Pavimentação
LE LIS BLANC ON;LLIS3;LLIS3 BS Equity;RESTOQUE COMERCIO E CONFEC;Consumer, Cyclical;10004;Consumer Discretionary;25;3.215.236.449;271,9;77,72;#N/A N/A;"(a) Confecção de Produtos em Geral. Através de Terceiros; (b) Importação e Exportação; (c) Exploração de Comércio e Indústria de Confecção de Produtos em Geral."
LOCKHEED DRN;LMTB34;LMTB34 BS Equity;LOCKHEED MARTIN CORP-BDR;Industrial;10011;Industrials;20;141.642.207.215;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
LOG-IN ON;LOGN3;LOGN3 BS Equity;LOG-IN LOGISTICA INTERMODAL;Industrial;10011;Industrials;20;382.437.455;71,81;78,3;#N/A N/A;Empresa na Área de Logistica Capaz de Oferecer Soluções Integradas para Movimentação Portuária e Transporte de Contêineres Porta-a-Porta por Meio Marítimo. Ferroviário e Ponta Rodoviária.
LOPES BRASIL ON;LPSB3;LPSB3 BS Equity;LPS BRASIL CONS DE IMOVEIS;Financial;10008;Financials;40;1.063.749.959;60,93;53,27;#N/A N/A;Intermediação na Compra. Venda. Permuta e Locação de Imóveis ou de Direitos e Obrigações A Eles Relativos.
LOJAS RENNER ON;LREN3;LREN3 BS Equity;LOJAS RENNER S.A.;Consumer, Cyclical;10004;Consumer Discretionary;25;9.764.793.407;127,39;100;#N/A N/A;Loja de Departamentos (Comércio Varejista)
LUPATECH ON;LUPA3;LUPA3 BS Equity;LUPATECH SA;Energy;10007;Energy;10;422.734.895;912,34;19,42;#N/A N/A;Fabricante de Equipamentos e Provedor de Serviços para o Setor de Petróleo e Gás.
TREVISA PN;LUXM4;LUXM4 BS Equity;TREVISA INVESTIMENT SA-PREF;Basic Materials;10002;Industrials;20;41.948.666;0,62;64,47;#N/A N/A;Part. Capital Outras Empresas Qualquer Setor Econômico.locação de Conjuntos Comerciais.
MAGNESITA SA ON;MAGG3;MAGG3 BS Equity;MAGNESITA REFRATARIOS SA;Industrial;10011;Materials;15;815.817.986;166,6;58,81;#N/A N/A;Mineração. Produção e Comercialização de Extensa Linha de Materiais Refratários.
CEMEPE ON;MAPT3;MAPT3 BS Equity;CEMEPE INVESTIMENTOS S.A.;Financial;10008;Financials;40;5.138.820;0,12;2,74;#N/A N/A;Holding
CEMEPE PN;MAPT4;MAPT4 BS Equity;CEMEPE INVESTIMENTOS S.A.-PR;Financial;10008;Financials;40;5.138.820;0,23;5,01;#N/A N/A;Holding
IT NOW IMAT CI;MATB11;MATB11 BS Equity;IT NOW IMAT FUNDO DE INDICE;Funds;10009;#N/A N/A;#N/A N/A;12.519.000;#N/A N/A;#N/A N/A;Equity;#N/A N/A
FII MERC BR CI;MBRF11;MBRF11 BS Equity;MERCANTIL DO BRASIL FII;Financial;10008;#N/A N/A;#N/A N/A;112.796.211;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
MCDONALDS DRN;MCDC34;MCDC34 BS Equity;MCDONALD'S - BDR;Consumer, Cyclical;10004;Consumer Discretionary;25;238.999.288.874;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
M.DIASBRANCO ON;MDIA3;MDIA3 BS Equity;M DIAS BRANCO SA;Consumer, Non-cyclical;10005;Consumer Staples;30;11.084.065.000;41,9;36,93;#N/A N/A;Produção e Comercialização de Biscoitos. Massas. Farinha de Trigo e Farelo. Margarinas e Gorduras. Bolos e Snacks.
MENDES JR ON;MEND3;MEND3 BS Equity;MENDES JUNIOR ENGENHARIA SA;Industrial;10011;Industrials;20;92.784.492;0,05;0,7;#N/A N/A;Construção Pesada
MENDES JR PNA;MEND5;MEND5 BS Equity;MENDES JUNIOR ENGENHARIA-PRA;Industrial;10011;Industrials;20;92.784.492;0,15;9,91;#N/A N/A;Construção Pesada
MENDES JR PNB;MEND6;MEND6 BS Equity;MENDES JUNIOR ENGENHARIA-PRB;Industrial;10011;Industrials;20;92.784.492;1,8;100;#N/A N/A;Construção Pesada
MERC FINANC ON;MERC3;MERC3 BS Equity;MERCANTIL BRASIL FINANCEIRA;Financial;10008;Financials;40;81.225.100;0,55;5,36;#N/A N/A;Crédito. Financiamento e Investimentos.
MERC FINANC PN;MERC4;MERC4 BS Equity;MERCANTIL BRASIL FINANC-PREF;Financial;10008;Financials;40;81.225.100;2,32;29,62;#N/A N/A;Crédito. Financiamento e Investimentos.
FII MERITO I CI;MFII11;MFII11 BS Equity;FII MERITO I;Financial;10008;#N/A N/A;#N/A N/A;15.283.500;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
MANGELS INDL ON;MGEL3;MGEL3 BS Equity;MANGELS INDUSTRIAL SA;Basic Materials;10002;Materials;15;11.797.754;0;0,08;#N/A N/A;Produção de Relaminados. Trefilados e Perfilados de Aço. Exceto Arames.
MANGELS INDL PN;MGEL4;MGEL4 BS Equity;MANGELS INDUSTRIAL SA-PREF;Basic Materials;10002;Materials;15;11.797.754;8,53;76,48;#N/A N/A;Produção de Relaminados. Trefilados e Perfilados de Aço. Exceto Arames.
MAGAZ LUIZA ON;MGLU3;MGLU3 BS Equity;MAGAZINE LUIZA SA;Consumer, Cyclical;10004;Consumer Discretionary;25;1.451.955.736;54,14;29,83;#N/A N/A;Somos Uma Rede Varejista e Atuamos com Foco na Comercialização de Bens Duráveis no Brasil.
ISHARES MILA CI;MILA11;MILA11 BS Equity;ISHARES BM&FBOVESPA MIDLARGE;Funds;10009;#N/A N/A;#N/A N/A;4.968.000;#N/A N/A;#N/A N/A;Equity;#N/A N/A
MILLS ON;MILS3;MILS3 BS Equity;MILLS ESTRUTURAS E SERVICOS;Consumer, Non-cyclical;10005;Industrials;20;1.344.608.213;82,86;64,71;#N/A N/A;Serviços Especiais de Engenharia
JEREISSATI ON;MLFT3;MLFT3 BS Equity;JEREISSATI PARTICIPACOES SA;Financial;10008;Telecommunication Services;50;1.253.120.376;2,78;0,72;#N/A N/A;#N/A N/A
JEREISSATI PN;MLFT4;MLFT4 BS Equity;JEREISSATI PARTICIPACOES-PR;Financial;10008;Telecommunication Services;50;1.253.120.376;142,68;24,68;#N/A N/A;#N/A N/A
3M DRN;MMMC34;MMMC34 BS Equity;3M - BDR;Industrial;10011;Industrials;20;279.397.015.112;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
MMX MINER ON;MMXM3;MMXM3 BS Equity;MMX MINERACAO E METALICOS SA;Basic Materials;10002;Materials;15;116.787.293;42,35;26,11;#N/A N/A;Mineração de Minério de Ferro
MUNDIAL ON;MNDL3;MNDL3 BS Equity;MUNDIAL SA PROD DE CONSUMO;Industrial;10011;Consumer Discretionary;25;19.842.080;0,62;24,91;#N/A N/A;Componentes Diversos para Indústria de Calçados Confecções. Artigos de Cuidados Pessoais e de Cultelaria.
MINUPAR ON;MNPR3;MNPR3 BS Equity;MINUPAR PARTICIPACOES SA;Consumer, Non-cyclical;10005;Consumer Staples;30;49.700.700;294,3;41,45;#N/A N/A;"Criação. Abate Industrialização e Comercialização de Carnes e Produtos Derivados de Aves e Suinos; Importação e Exportação; Prestação de Serviços A Terceiros e Partipação em Outras Empresas"
MONT ARANHA ON;MOAR3;MOAR3 BS Equity;MONTEIRO ARANHA S.A.;Diversified;10006;Financials;40;1.716.151.038;2,99;24,41;#N/A N/A;Holding - Participação Societária
ISHARES MOBI CI;MOBI11;MOBI11 BS Equity;ISHARES BM&F BOVESPA IMOBIL;Funds;10009;#N/A N/A;#N/A N/A;2.430.000;#N/A N/A;#N/A N/A;Equity;#N/A N/A
MULTIPLUS ON;MPLU3;MPLU3 BS Equity;MULTIPLUS SA;Communications;10003;Consumer Discretionary;25;5.629.956.083;44,11;27,19;#N/A N/A;A Multiplus Atua com o Conceito de Rede de Empresas e Programas de Fidelização. por Meio Desta Rede. os Consumidores Podem Acumular e Resgatar Pontos Nos Estabelecimentos Parceiros.
MERCK DRN;MRCK34;MRCK34 BS Equity;MERCK & CO. INC.-BDR;Consumer, Non-cyclical;10005;Health Care;35;438.093.386.160;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
MARFRIG ON;MRFG3;MRFG3 BS Equity;MARFRIG GLOBAL FOODS SA;Consumer, Non-cyclical;10005;Consumer Staples;30;3.405.688.029;245,12;47,07;#N/A N/A;Produção e Distribuição de Alimentos À Base de Carne Bovina. Suína. Ovina e Avícola. In Natura. Elaborados e Processados. Couros Semi-Terminados e Terminados. Além de Outros Produtos Alimentícios.
MRV ON;MRVE3;MRVE3 BS Equity;MRV ENGENHARIA;Consumer, Cyclical;10004;Consumer Discretionary;25;3.840.144.298;287,45;64;#N/A N/A;Atividades de Incorporação e Construçãoatividades de Logística
MORGAN STAN DRN;MSBR34;MSBR34 BS Equity;MORGAN STANLEY-BDR;Financial;10008;Financials;40;163.272.548.494;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
MASTERCARD DRN;MSCD34;MSCD34 BS Equity;MASTERCARD INC - BDR;Consumer, Non-cyclical;10005;Information Technology;45;250.921.843.750;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
MICROSOFT DRN;MSFT34;MSFT34 BS Equity;MICROSOFT - BDR;Technology;10013;Information Technology;45;1.022.196.179.076;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
FII LARGO 13 CI;MSHP11;MSHP11 BS Equity;MAIS SHOPPING LARGO 13 FII;Financial;10008;#N/A N/A;#N/A N/A;62.679.600;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
MELHOR SP ON;MSPA3;MSPA3 BS Equity;CIA MELHORAMENTOS DE SAO PAU;Basic Materials;10002;Consumer Discretionary;25;#N/A N/A;0,33;5,91;#N/A N/A;#N/A N/A
MELHOR SP PN;MSPA4;MSPA4 BS Equity;CIA MELHORAMENTOS DE SAO-PRF;Basic Materials;10002;Consumer Discretionary;25;#N/A N/A;0,43;55,04;#N/A N/A;#N/A N/A
METAL IGUACU ON;MTIG3;MTIG3 BS Equity;METALGRAFICA IGUACU SA;Industrial;10011;Materials;15;37.501.920;12,19;11,7;#N/A N/A;Fábrica de Embalagens Metálicas para Alimentos
METAL IGUACU PN;MTIG4;MTIG4 BS Equity;METALGRAFICA IGUACU SA-PREF;Industrial;10011;Materials;15;37.501.920;71,07;34,11;#N/A N/A;Fábrica de Embalagens Metálicas para Alimentos
METISA PN;MTSA4;MTSA4 BS Equity;METISA METALURGICA TIMB-PREF;Basic Materials;10002;Industrials;20;141.585.004;3,44;61,92;#N/A N/A;Fabricação de Máquinas e Equipamentos para A Agricultura e Pecuária. Peças e Acessórios. Exceto para Irrigação.
MULTIPLAN ON;MULT3;MULT3 BS Equity;MULTIPLAN EMPREENDIMENTOS;Industrial;10011;Financials;40;9.805.756.215;76,23;42,79;#N/A N/A;Administração de Shopping Centers
WETZEL S/A ON;MWET3;MWET3 BS Equity;WETZEL SA;Basic Materials;10002;Industrials;20;#N/A N/A;0,26;3,8;#N/A N/A;Fabricação de Peças e Acessórios para Sistema Motor de Veículos Automotores
WETZEL S/A PN;MWET4;MWET4 BS Equity;WETZEL SA-PREF;Basic Materials;10002;Industrials;20;14.406.025;8,19;59,73;#N/A N/A;Fabricação de Peças e Acessórios para Sistema Motor de Veículos Automotores
FII MAXIMARC CI;MXRC11;MXRC11 BS Equity;MAXIMA RENDA CORPORATIVA FII;Financial;10008;#N/A N/A;#N/A N/A;41.777.851;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII MAXI REN CI;MXRF11;MXRF11 BS Equity;MAXI RENDA FII;Financial;10008;#N/A N/A;#N/A N/A;180.641.830;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
IOCHP-MAXION ON;MYPK3;MYPK3 BS Equity;IOCHPE-MAXION S.A.;Consumer, Cyclical;10004;Industrials;20;1.337.573.545;59,31;62,52;#N/A N/A;Fabricação e Comercialização de Produtos do Setor Automotivo e Equipamentos Ferroviários.
NADIR FIGUEI PN;NAFG4;NAFG4 BS Equity;NADIR FIGUEIREDO SA-PREF;Consumer, Cyclical;10004;Consumer Discretionary;25;217.264.496;3,1;38,46;#N/A N/A;Fabricação de Artigos de Vidro para Uso Doméstico e Embalagem
NATURA ON;NATU3;NATU3 BS Equity;NATURA COSMETICOS SA;Consumer, Non-cyclical;10005;Consumer Staples;30;15.209.808.841;171,42;39,75;#N/A N/A;Comércio Atacadista de Comércio e Produtos de Perfumaria
NET PN;NETC4;NETC4 BS Equity;NET SERVICOS DE COMUNI-PREF;Communications;10003;Consumer Discretionary;25;15.550.291.075;22,99;9,21;#N/A N/A;Multi-Operadora de Serviços Via Cabo de Tv por Assinatura . Vídeo Digital . Video em Alta Definição. Banda Larga e Voz.
NETFLIX DRN;NFLX34;NFLX34 BS Equity;NETFLIX INC-ADR;Communications;10003;Consumer Discretionary;25;65.163.060.766;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
NIKE DRN;NIKE34;NIKE34 BS Equity;NIKE INC - BDR;Consumer, Cyclical;10004;Consumer Discretionary;25;233.584.941.016;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
NORDON MET ON *;NORD3;NORD3 BS Equity;NORDON INDUS METALURGICA SA;Industrial;10011;Industrials;20;36.418.178;0,66;0,01;#N/A N/A;A Sociedade Tem como Atividade Operacional Preponderante A Produção de Bens de Capital Destinados ao Mercado Interno e Externo para os Setores Químico. Petrolífero. Petroquímico. Criogenia. Alimentíci
NUTRIPLANT ON;NUTR3;NUTR3 BS Equity;NUTRIPLANT INDUSTRIA E COMER;Basic Materials;10002;Materials;15;21.353.246;2,55;20,58;#N/A N/A;Industria e Comércio de Fertilizantes para Agricultura.
ODONTOPREV ON;ODPV3;ODPV3 BS Equity;ODONTOPREV S.A.;Financial;10008;Health Care;35;5.126.994.743;260,23;48,98;#N/A N/A;Operadora de Planos Odontológicos
OUROFINO S/A ON;OFSA3;OFSA3 BS Equity;OURO FINO SAUDE ANIMAL PARTI;Consumer, Non-cyclical;10005;Health Care;35;1.699.182.671;14,62;27,1;#N/A N/A;Participação em Outras Sociedades que Execerçam Atividades de Desenvolvimento. Fabricação e Comercialização de Produtos Destinados ao Setor de Saúde Animal.
OGX PETROLEO ON;OGXP3;OGXP3 BS Equity;OLEO E GAS PARTICIPACOES SA;Energy;10007;Energy;10;323.601.679;1.612,51;49,83;#N/A N/A;Participações em Outras Sociedades
OI ON;OIBR3;OIBR3 BS Equity;OI SA;Communications;10003;Telecommunication Services;50;12.218.915.675;1.113,70;38,92;#N/A N/A;#N/A N/A
OI PN;OIBR4;OIBR4 BS Equity;OI SA-PREFERENCE;Communications;10003;Telecommunication Services;50;12.218.915.675;3.585,56;62,65;#N/A N/A;#N/A N/A
FII THE ONE CI;ONEF11;ONEF11 BS Equity;FII THE ONE;Financial;10008;#N/A N/A;#N/A N/A;73.791.000;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
ORACLE DRN;ORCL34;ORCL34 BS Equity;ORACLE CORP - BDR;Technology;10013;Information Technology;45;468.030.638.340;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
OSX BRASIL ON;OSXB3;OSXB3 BS Equity;OSX BRASIL SA;Industrial;10011;Energy;10;140.653.606;106,21;33,98;#N/A N/A;Equipamentos e Serviços para A Indústria Offshore de Petróleo e Gás Natural
FII PANAMBY CI;PABY11;PABY11 BS Equity;FUNDO PANAMBY;Financial;10008;#N/A N/A;#N/A N/A;50.054.401;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
PANATLANTICA ON;PATI3;PATI3 BS Equity;PANATLANTICA SA;Basic Materials;10002;Materials;15;246.656.722;#N/A N/A;#N/A N/A;#N/A N/A;Industrialização e Comercialização de Aços Planos
PANATLANTICA PN;PATI4;PATI4 BS Equity;PANATLANTICA SA-PREF;Basic Materials;10002;Materials;15;246.656.722;0,25;39,82;#N/A N/A;Industrialização e Comercialização de Aços Planos
P.ACUCAR-CBD ON;PCAR3;PCAR3 BS Equity;CIA BRASILIERA DE DISTRIBUIC;Consumer, Non-cyclical;10005;Consumer Staples;30;28.778.785.102;0,06;0,06;#N/A N/A;Comércio Varejista
P.ACUCAR-CBD PN;PCAR4;PCAR4 BS Equity;CIA BRASILEIRA DE DIS-PREF;Consumer, Non-cyclical;10005;Consumer Staples;30;28.778.785.102;142,95;86,34;#N/A N/A;Comércio Varejista
PDG REALT ON;PDGR3;PDGR3 BS Equity;PDG REALTY SA;Financial;10008;Consumer Discretionary;25;1.468.823.288;1.323,26;100;#N/A N/A;Participação em Sociedades Atuantes no Setor Imobiliário
PAR AL BAHIA ON;PEAB3;PEAB3 BS Equity;CIA PARTICIP ALIANCA BAHIA;Diversified;10006;Industrials;20;385.508.340;2,6;40,47;#N/A N/A;Participações em Outras Sociedades. na Qualidade de Sócia E/ou Quotista e Administração de Bens Próprios
PAR AL BAHIA PN;PEAB4;PEAB4 BS Equity;CIA PARTICIP ALIANCA BA-PREF;Diversified;10006;Industrials;20;385.508.340;2,25;35,03;#N/A N/A;Participações em Outras Sociedades. na Qualidade de Sócia E/ou Quotista e Administração de Bens Próprios
PEPSICO INC DRN;PEPB34;PEPB34 BS Equity;PEPSICO INC - BDR;Consumer, Non-cyclical;10005;Consumer Staples;30;378.851.958.270;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
PETROBRAS ON;PETR3;PETR3 BS Equity;PETROBRAS - PETROLEO BRAS;Energy;10007;Energy;10;162.131.965.512;2.936,79;39,46;#N/A N/A;Petróleo. Gás e Energia
PETROBRAS PN;PETR4;PETR4 BS Equity;PETROBRAS - PETROLEO BRAS-PR;Energy;10007;Energy;10;162.131.965.512;3.746,09;66,87;#N/A N/A;Petróleo. Gás e Energia
PFIZER DRN;PFIZ34;PFIZ34 BS Equity;PFIZER INC - BDR;Consumer, Non-cyclical;10005;Health Care;35;560.526.737.936;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
PROFARMA ON;PFRM3;PFRM3 BS Equity;PROFARMA DISTRIBUIDORA;Consumer, Non-cyclical;10005;Health Care;35;402.638.299;12,65;30,48;#N/A N/A;Profarma Atua na Distribuição de Produtos Farmacêuticos. Higiene Pessoal e Cosméticos. Nos Mais Populosos Estados Brasileiros.
PG DRN;PGCO34;PGCO34 BS Equity;PROCTER & GAMBLE CO-BDR;Consumer, Non-cyclical;10005;Consumer Staples;30;602.157.278.800;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
IT NOW PIBB CI;PIBB11;PIBB11 BS Equity;IT NOW PIBB IBRX-50 FI;Funds;10009;#N/A N/A;#N/A N/A;1.249.815.674;#N/A N/A;#N/A N/A;Equity;#N/A N/A
PINE PN;PINE4;PINE4 BS Equity;BANCO PINE SA - PREF SHARES;Financial;10008;Financials;40;753.689.989;30,57;54,59;#N/A N/A;Banco de Atacado Focado no Relacionamento de Longo Prazo com Clientes de Grande Porte e Investidores. Oferece Crédito. Produtos de Hedging. Mercado de Capitais. Serviços de Assessoria Financeira.
PLASCAR PART ON;PLAS3;PLAS3 BS Equity;PLASCAR PARTICIPACOES SA;Consumer, Cyclical;10004;Consumer Discretionary;25;89.463.008;133,95;53,9;#N/A N/A;Participação em Outras Empresas
FII POLO I CI;PLRI11;PLRI11 BS Equity;POLO FII I;Financial;10008;#N/A N/A;#N/A N/A;105.288.361;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
