no_contrato;status_contrato;data_inicio;idade;num_dependentes;renda_mensal_reais;fracao_mes;prazo_emprestimo;fracao_a_vista;socio1_empregado0;educ_2ograu_maximo;educ_pos_maximo;sexo_m1_f0;cheques_pre_datados;geladeira;maquina_lavaroupa;regiao;filial;atraso;tipo_atraso;tipo_registro
D31303723;encerrado;01/03/2004;32;2;4410;0,03;1;0,3;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303724;encerrado;15/10/2005;34;2;5400;0,03;1;0,76;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303725;encerrado;14/04/2004;33;3;10800;0,03;1;0,43;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303726;encerrado;02/09/2004;30;0;5400;0,03;1;0,29;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303727;encerrado;30/04/2004;32;2;9900;0,17;1;0,57;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303728;encerrado;27/07/2005;29;0;5850;0,17;1;0,32;0;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303729;encerrado;19/09/2004;34;2;6210;0,17;1;0,53;0;0;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303731;encerrado;03/04/2005;36;2;3600;0,03;1,5;0,5;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303732;encerrado;11/03/2004;40;4;6390;0,03;1;0,45;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303733;encerrado;16/12/2003;35;2;8869,5;0,03;1;0,44;0;0;1;1;0;0;0;PR;Curitiba;0;0;teste
D31303734;encerrado;19/11/2003;29;4;5400;0,03;1;0,45;0;0;1;1;0;0;0;PR;Curitiba;0;0;teste
D31303739;encerrado;25/12/2003;23;2;4500;0,03;1;0,36;0;0;0;1;1;0;0;PR;Curitiba;1;1;teste
D31303740;encerrado;23/04/2004;35;0;5400;0,03;1;0,49;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303741;encerrado;27/02/2004;35;0;10800;0,03;1;0,38;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303742;encerrado;01/07/2005;35;0;3600;0,03;1,5;0,45;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303743;exec_garantia;19/03/2003;31;4;6300;0,03;1;0,35;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303744;exec_retomada;;36;7;8100;0,03;1;0,43;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303745;exec_retomada;;25;2;2250;0,03;1;0,31;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303746;encerrado;06/03/2004;36;1;8100;0,03;1;0,43;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303747;exec_garantia;21/09/2003;56;3;10800;0,03;1;0,3;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303748;encerrado;13/10/2004;36;2;5400;0,03;1,5;0,59;0;1;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303749;encerrado;16/12/2003;33;5;9000;0,03;1;0,42;0;0;0;1;1;0;0;PR;Curitiba;1;1;teste
D31303750;exec_retomada;;27;0;8550;0,03;1,5;0,28;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303751;encerrado;10/07/2004;28;0;8550;0,03;1;0,22;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303753;exec_garantia;15/07/2003;51;6;10350;0,03;1;0,54;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303754;encerrado;25/02/2004;42;2;3600;0,03;1;0,41;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303756;encerrado;06/05/2004;55;4;5400;0,03;1,5;0,37;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303757;exec_garantia;24/07/2003;32;3;3600;0,03;1;0,38;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303758;encerrado;01/03/2004;35;7;3600;0,03;1;0,29;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303759;encerrado;01/04/2004;32;2;5400;0,03;1;0,28;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303760;encerrado;01/11/2004;38;0;4500;0,03;1;0,68;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303761;encerrado;24/01/2004;28;2;8100;0,03;1;0,28;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303762;encerrado;22/12/2003;35;0;3600;0,03;1;0,48;0;0;0;1;1;0;0;PR;Curitiba;0;0;teste
D31303763;encerrado;10/03/2004;35;5;3600;0,03;1;0,38;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303764;encerrado;14/12/2003;47;5;4140;0,03;1;0,46;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303765;encerrado;22/03/2005;35;4;3600;0,03;1;0,3;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303766;encerrado;15/01/2004;29;3;2700;0,03;1;0,31;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303767;encerrado;25/12/2003;32;1;5400;0,03;1;0,48;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303768;encerrado;14/02/2004;36;2;7756,2;0,03;1;0,2;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303769;encerrado;08/10/2003;30;5;3600;0,03;1;0,58;0;1;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303770;ativo;;33;5;2070;0,03;1,5;0,33;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303771;encerrado;17/06/2004;37;8;9000;0,03;1,5;0,37;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303772;encerrado;19/02/2003;41;5;4459,5;0,03;1;0,38;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303774;encerrado;09/05/2004;45;0;10800;0,03;1,5;0,33;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303775;encerrado;26/12/2003;31;5;5400;0,03;1;0,46;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303777;encerrado;03/07/2004;41;4;13500;0,17;1;0,37;0;0;0;1;1;1;0;PR;Curitiba;0;0;teste
D31303778;encerrado;01/01/2004;49;4;6300;0,03;1;0,28;0;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303779;exec_garantia;06/10/2003;27;3;18000;0,17;1;0,28;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303780;encerrado;12/01/2004;51;3;7200;0,03;1;0,39;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303785;encerrado;30/12/2003;42;4;9000;0,03;1;0,43;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303788;ativo;;43;6;7200;0,03;1;0,28;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303790;encerrado;18/02/2004;41;6;5400;0,03;1;0,61;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303794;encerrado;07/10/2004;24;0;8100;0,03;1;0,65;0;0;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303795;encerrado;16/02/2004;40;0;13500;0,03;1;0,31;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303796;encerrado;12/05/2004;62;2;6300;0,03;1;0,31;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303801;encerrado;14/05/2004;21;2;4500;1;1,25;0,35;0;1;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303802;encerrado;13/06/2004;42;2;5400;0,17;1;0,28;1;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303803;encerrado;03/03/2004;20;3;15300;0,17;1;0,28;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303804;exec_garantia;04/04/2004;21;4;4500;0,03;1,5;0,41;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303805;ativo;;44;5;7776;0,03;1,5;0,37;0;0;0;1;1;1;1;PR;Curitiba;1;1;teste
D31303806;encerrado;22/01/2004;35;4;3600;0,03;1;0,44;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303807;ativo;;35;0;10350;0,03;1;0,49;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303808;encerrado;25/02/2004;40;6;8640;0,03;1;0,48;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303809;encerrado;10/01/2004;49;4;9000;0,17;1;0,25;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303810;exec_garantia;18/03/2004;36;3;9900;0,17;1,5;0,6;1;0;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303811;encerrado;15/05/2004;25;4;6300;0,17;1;0,6;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303812;exec_retomada;;41;5;5400;0,17;1;0,31;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303813;encerrado;17/09/2003;26;2;3600;0,17;1;0,49;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303814;encerrado;22/03/2004;45;7;9000;0,17;1;0,6;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303815;encerrado;14/10/2004;29;3;4500;0,17;1,5;0,54;0;0;0;1;1;0;0;PR;Curitiba;1;1;teste
D31303816;encerrado;14/12/2003;35;3;4500;0,17;1;0,48;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303817;ativo;;32;7;8550;0,17;1,5;0,28;1;0;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303818;exec_retomada;;39;6;6300;0,17;1,5;0,47;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303819;exec_garantia;14/06/2003;40;3;6750;0,17;1;0,48;1;0;0;1;0;1;0;PR;Curitiba;0;0;teste
D31303820;encerrado;11/06/2003;30;3;8100;0,17;1;0,31;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303821;ativo;;30;5;7650;0,17;1;0,46;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303822;encerrado;18/02/2004;60;4;6030;0,03;1;0,25;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303823;encerrado;14/02/2004;50;5;8100;0,03;1;0,29;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303824;encerrado;14/02/2004;28;2;4500;1;1;0,53;0;1;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303825;encerrado;06/05/2004;24;3;4500;1;1;0,49;0;1;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303826;encerrado;08/01/2004;28;5;5400;0,17;1,5;0,4;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303827;ativo;;27;4;6300;0,03;1;0,3;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303828;encerrado;09/05/2004;53;6;9000;0,17;1;0,3;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303829;encerrado;31/08/2004;27;1;9000;0,03;1,5;0,39;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303830;encerrado;03/01/2004;47;4;6750;0,03;1;0,35;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303831;encerrado;03/03/2004;49;4;6030;0,03;1;0,39;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303832;ativo;;29;5;8100;0,17;1,5;0,27;1;0;0;1;0;1;0;PR;Curitiba;0;0;teste
D31303833;encerrado;02/10/2005;41;6;9000;0,07;1;0,42;1;0;0;1;1;1;0;PR;Curitiba;1;1;teste
D31303835;encerrado;12/08/2004;47;3;4500;0,17;1,5;0,35;1;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303837;encerrado;05/12/2004;46;8;9000;0,17;1;0,31;0;0;0;1;1;0;0;PR;Curitiba;1;1;teste
D31303841;encerrado;03/01/2004;42;4;8100;0,17;1;0,37;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303842;encerrado;30/12/2003;24;4;11700;0,17;1;0,42;1;0;0;1;0;1;0;PR;Curitiba;0;0;teste
D31303843;encerrado;14/03/2004;38;4;12600;0,17;1;0,26;0;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303844;encerrado;21/07/2004;47;5;9900;0,17;1;0,37;0;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303845;encerrado;16/03/2004;30;2;7200;0,17;1;0,31;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303846;exec_garantia;30/05/2003;22;2;5400;0,17;1;0,47;1;0;0;1;1;1;0;PR;Curitiba;0;0;teste
D31303847;ativo;;30;3;7650;0,03;1,5;0,32;0;0;1;1;0;0;0;PR;Curitiba;1;1;teste
D31303849;encerrado;24/03/2004;35;4;4500;0,17;1;0,3;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303853;encerrado;01/03/2004;32;5;7200;0,17;1;0,28;1;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303854;exec_garantia;21/09/2003;25;4;9000;0,17;1,5;0,28;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303855;encerrado;14/02/2004;52;3;17764,2;0,03;1;0,4;0;0;0;1;0;1;0;PR;Curitiba;0;0;teste
D31303857;encerrado;14/10/2004;30;5;9000;0,17;1,5;0,44;1;0;0;0;0;1;1;PR;Curitiba;1;1;teste
D31303858;exec_garantia;06/02/2003;33;3;9000;0,03;1;0,3;1;0;0;1;1;0;0;PR;Curitiba;0;0;teste
D31303859;ativo;;22;3;5400;0,17;1,5;0,35;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303860;encerrado;27/04/2004;23;3;7200;0,17;1;0,4;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303861;encerrado;05/07/2004;35;5;5850;0,03;1;0,38;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303862;encerrado;10/10/2003;35;3;4500;0,03;1;0,44;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303863;exec_retomada;;21;2;5400;0,03;1;0,31;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303864;encerrado;28/03/2004;25;4;8100;0,17;1;0,36;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303865;encerrado;18/03/2004;26;2;5850;0,17;1;0,37;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303866;encerrado;28/10/2004;26;2;6030;0,03;1,5;0,57;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303867;encerrado;24/01/2004;31;9;15750;0,03;1;0,52;0;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303868;encerrado;26/01/2006;31;7;5400;0,17;1,5;0,44;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303869;encerrado;23/03/2004;25;4;4500;0,03;1;0,34;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303870;ativo;;38;5;8100;0,17;1;0,45;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303871;encerrado;25/11/2004;24;2;4500;0,17;1,5;0,45;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303872;encerrado;29/03/2004;28;5;6300;0,17;1;0,36;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303873;encerrado;24/01/2004;50;3;17100;0,03;1;0,59;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303876;encerrado;25/05/2005;38;6;6300;0,03;1,25;0,35;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303877;exec_garantia;04/10/2003;24;3;5850;0,03;1,5;0,32;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303878;exec_retomada;;30;3;6993;0,03;1,5;0,5;0;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303880;encerrado;23/12/2003;42;5;6750;0,03;1;0,31;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303881;encerrado;20/04/2005;54;3;10110,6;0,03;1,5;0,43;0;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303882;ativo;;23;2;9900;0,03;1;0,34;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303883;encerrado;25/02/2004;21;2;4500;0,03;1;0,32;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303884;ativo;;23;2;6300;0,17;1;0,59;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303885;encerrado;01/03/2004;33;2;7200;0,17;1;0,43;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303886;encerrado;26/10/2004;25;0;7200;0,03;1,5;0,34;0;0;0;1;1;1;0;PR;Curitiba;1;1;teste
D31303890;encerrado;02/11/2004;31;6;8100;0,17;1;0,34;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303891;encerrado;25/06/2004;34;3;4500;0,03;1,5;0,54;0;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303892;encerrado;23/08/2004;28;6;3600;0,03;1,5;0,32;1;0;0;0;0;1;0;PR;Curitiba;1;1;teste
D31303893;encerrado;05/02/2004;23;6;3150;0,17;1;0,61;0;0;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303894;encerrado;21/02/2005;46;5;8280;0,03;1;0,31;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303895;encerrado;09/03/2004;23;3;4500;0,03;1,5;0,35;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303896;encerrado;13/04/2004;33;6;5400;0,03;1;0,83;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303897;ativo;;21;6;2700;0,03;1;0,77;1;0;0;0;0;1;1;PR;Curitiba;1;1;teste
D31303898;encerrado;15/02/2004;29;6;7200;0,17;1;0,43;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303899;encerrado;14/10/2003;39;4;8550;0,17;1;0,28;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303900;ativo;;24;6;7200;0,17;1;0,47;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303901;encerrado;25/08/2004;23;10;5400;0,03;1;0,38;0;0;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303903;encerrado;11/03/2003;25;0;3600;0,03;1;0,55;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303904;encerrado;02/11/2004;37;2;8861,4;0,03;1;0,49;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303905;encerrado;07/07/2004;32;9;13500;0,03;1,5;0,42;0;0;1;1;1;0;0;PR;Curitiba;1;1;teste
D31303906;encerrado;10/12/2005;33;3;6750;0,03;1,5;0,52;0;0;0;1;1;1;1;PR;Curitiba;1;1;teste
D31303907;ativo;;50;8;9000;0,17;1,5;0,33;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303908;exec_retomada;;24;5;4950;0,17;1;0,3;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303909;encerrado;25/02/2004;28;5;9000;0,17;1;0,58;0;0;0;1;0;1;1;PR;Curitiba;0;0;teste
D31303913;encerrado;12/02/2004;23;7;9000;0,03;1,5;0,3;1;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303914;encerrado;05/11/2004;54;7;9000;0,03;1;0,31;1;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303915;encerrado;05/07/2004;36;5;7200;0,17;1;0,56;1;0;0;1;1;1;0;PR;Curitiba;1;1;teste
D31303916;exec_garantia;11/12/2003;29;4;8550;0,17;1;0,34;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303917;encerrado;03/08/2005;25;3;4500;0,17;1;0,34;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303918;encerrado;03/07/2004;38;5;4500;0,17;1;0,45;1;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303919;encerrado;01/06/2006;38;8;7200;0,03;1;0,28;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303920;exec_garantia;31/05/2004;21;5;5940;0,17;1;0,28;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303921;encerrado;19/11/2005;40;5;5553,9;0,03;1;0,49;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303926;encerrado;01/11/2004;33;3;5400;0,17;1;0,48;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303927;encerrado;31/01/2005;50;5;6300;0,17;1;0,34;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303928;encerrado;01/07/2005;49;5;4500;0,03;1;0,3;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303931;encerrado;07/09/2004;30;2;9000;0,17;1,5;0,36;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303932;encerrado;15/04/2004;34;3;5400;0,17;1;0,49;1;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303933;encerrado;07/05/2004;22;3;4050;0,17;1;0,29;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303940;exec_retomada;;45;6;6300;0,03;1;0,31;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303941;ativo;;35;4;3600;0,03;1,5;0,4;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303943;ativo;;35;0;5400;0,03;1;0,31;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303944;encerrado;24/06/2004;35;5;4500;0,03;1,5;0,31;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303945;exec_retomada;;40;2;9900;0,03;1;0,37;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303948;encerrado;04/09/2004;21;4;6300;0,17;1;0,31;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303949;exec_garantia;20/06/2003;33;4;8109,9;0,03;1;0,44;0;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303950;exec_garantia;21/05/2003;25;6;6750;0,03;1;0,59;1;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303951;encerrado;04/11/2004;35;4;6300;0,17;1;0,42;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303952;encerrado;26/05/2004;23;3;4050;0,17;1;0,31;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303955;encerrado;23/08/2004;32;5;4500;0,17;1,5;0,36;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303956;exec_garantia;21/06/2003;33;3;7200;0,17;1;0,4;1;0;0;0;1;0;1;PR;Curitiba;0;0;teste
D31303957;encerrado;11/01/2004;30;3;7650;0,03;1,5;0,42;0;0;0;1;1;1;1;PR;Curitiba;0;0;teste
D31303958;ativo;;25;5;6300;0,17;1;0,49;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303959;ativo;;48;4;6490,8;0,03;1,5;0,37;0;0;0;1;1;0;0;PR;Curitiba;0;0;teste
D31303961;encerrado;26/02/2004;36;4;7650;0,17;1;0,27;1;0;0;1;1;1;0;PR;Curitiba;0;0;teste
D31303962;encerrado;25/07/2004;45;4;5633,1;0,03;1,5;0,61;0;1;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303963;encerrado;07/05/2004;44;6;4500;0,17;1;0,31;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303964;encerrado;20/02/2004;42;4;4500;0,17;1;0,54;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303966;ativo;;48;4;6750;0,17;1;0,36;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303967;encerrado;23/11/2004;20;4;5850;0,17;1;0,36;1;1;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303969;encerrado;15/05/2004;29;3;7200;0,17;1;0,37;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303970;encerrado;19/03/2004;30;4;5850;0,17;1;0,3;1;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303971;encerrado;05/01/2004;32;5;5400;0,17;1;0,34;1;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303972;encerrado;12/05/2004;32;3;9000;0,03;1;0,34;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303973;encerrado;06/06/2004;27;7;13500;0,17;1;0,23;1;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303974;encerrado;13/10/2004;36;4;13500;0,03;1;0,36;0;0;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303975;ativo;;58;4;9000;0,17;1,5;0,34;1;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303976;encerrado;12/06/2005;27;5;9000;0,17;1;0,31;1;0;0;1;1;1;1;PR;Curitiba;1;1;teste
D31303977;encerrado;14/06/2005;53;3;6300;0,17;1,5;0,34;1;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303978;encerrado;26/11/2003;40;4;5850;0,17;1;0,49;0;1;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303979;encerrado;10/08/2004;18;4;5400;0,03;1;0,31;0;0;0;0;0;0;0;PR;Curitiba;1;1;teste
D31303980;encerrado;13/01/2004;47;5;13500;0,03;1;0,37;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303981;encerrado;15/01/2004;26;4;4743;0,03;1;0,55;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303982;encerrado;16/09/2004;31;4;6750;0,17;1,5;0,47;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303983;encerrado;21/02/2004;57;3;14492,7;0,03;1;0,32;0;0;0;1;1;1;0;PR;Curitiba;0;0;teste
D31303984;encerrado;17/08/2003;30;5;10800;0,17;1,5;0,43;1;1;0;1;0;1;0;PR;Curitiba;1;1;teste
D31303985;encerrado;09/03/2004;39;6;7200;0,03;1;0,61;0;1;0;1;0;0;0;PR;Curitiba;0;0;teste
D31303990;encerrado;22/03/2005;40;4;11700;0,17;1;0,32;1;0;0;1;0;1;1;PR;Curitiba;1;1;teste
D31303992;exec_garantia;05/06/2004;35;4;4950;0,03;1,5;0,33;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303993;exec_retomada;;32;2;4500;0,03;1,5;0,23;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31303994;encerrado;05/06/2004;51;0;6300;0,03;1;0,37;0;1;0;1;1;0;0;PR;Curitiba;0;0;teste
D31303996;encerrado;15/02/2004;27;2;4725;0,03;1;0,43;0;0;1;1;0;0;0;PR;Curitiba;1;1;teste
D31303997;encerrado;31/03/2004;36;4;18000;0,03;1;0,47;0;1;0;1;1;0;0;PR;Curitiba;1;1;teste
D31303998;encerrado;22/03/2004;35;0;5400;0,03;1;0,55;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31304001;encerrado;18/09/2004;35;0;6515,1;0,03;1,5;0,24;0;0;0;1;0;0;0;PR;Curitiba;0;0;teste
D31304002;exec_retomada;;26;0;5400;0,03;1,5;0,36;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31304004;encerrado;30/07/2004;21;0;4500;0,03;1;0,39;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31304005;encerrado;21/03/2004;30;3;9000;0,03;1;0,38;0;1;0;1;1;0;0;PR;Curitiba;0;0;teste
D31304006;encerrado;23/03/2004;27;6;7200;0,17;1;0,45;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31304007;encerrado;21/03/2004;55;4;8100;0,17;1;0,4;1;0;0;1;1;1;0;PR;Curitiba;0;0;teste
D31304008;encerrado;18/09/2004;32;4;6300;0,17;1;0,3;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31304009;encerrado;09/03/2005;46;3;8550;0,17;1;0,32;1;0;0;1;0;0;0;PR;Curitiba;1;1;teste
D31304011;ativo;;35;5;2700;0,03;1,5;0,33;0;1;0;1;0;0;0;PR;Curitiba;1;1;teste
D31304012;encerrado;07/02/2004;35;5;7020;0,03;1;0,22;0;0;0;1;0;0;0;PR;Curitiba;1;1;teste
