status;total;juros;categ;emprego;residencia;renda;idade;cat_emp;cat_juro
0;2500;6,76;A;6;PRESTACAO;29200;24;0-15;0-8
0;9000;7,51;A;3;PRESTACAO;54000;22;0-15;0-8
0;15000;9,88;B;33;PRESTACAO;40000;24;30-45;8-11
0;15000;9,88;B;5;PRESTACAO;66000;26;0-15;8-11
0;1300;14,96;D;14;PRESTACAO;46500;21;0-15;13.5+
0;16000;16,07;D;16;PRESTACAO;95904;24;15-30;13.5+
0;4000;16,45;E;2;ALUGADA;39456;34;0-15;13.5+
1;13000;16,07;D;1;OUTROS;57500;25;0-15;13.5+
0;12000;;B;0;PRESTACAO;85000;22;0-15;Missing
0;15000;9,88;B;9;ALUGADA;34000;31;0-15;8-11
0;4800;13,22;C;2;ALUGADA;45000;23;0-15;11-13.5
0;4000;13,57;C;0;PRESTACAO;81600;31;0-15;13.5+
0;9800;8,59;A;3;PRESTACAO;43000;23;0-15;8-11
0;7500;17,04;E;7;ALUGADA;48000;22;0-15;13.5+
0;2000;7,74;A;0;ALUGADA;12000;23;0-15;0-8
0;5600;14,61;D;12;ALUGADA;40000;25;0-15;13.5+
0;6500;;A;13;PRESTACAO;68000;26;0-15;Missing
0;15000;14,61;D;0;ALUGADA;36000;38;0-15;13.5+
0;3000;12,18;B;5;PROPRIA;30000;23;0-15;11-13.5
0;10000;11,83;B;1;ALUGADA;51000;24;0-15;11-13.5
0;2000;11,48;B;9;ALUGADA;28800;30;0-15;11-13.5
0;9600;12,18;B;3;ALUGADA;45000;21;0-15;11-13.5
0;13000;13,22;C;5;ALUGADA;35000;25;0-15;11-13.5
0;16000;16,35;E;9;PRESTACAO;60000;38;0-15;13.5+
0;8000;;A;8;ALUGADA;62046;51;0-15;Missing
0;4500;11,83;B;0;PRESTACAO;12960;24;0-15;11-13.5
0;16525;13,92;C;9;ALUGADA;70000;26;0-15;13.5+
0;1500;13,92;C;5;ALUGADA;50000;34;0-15;13.5+
0;25000;15,31;D;3;PRESTACAO;204000;27;0-15;13.5+
0;17600;14,26;C;8;ALUGADA;88000;29;0-15;13.5+
0;12000;16,35;E;12;PRESTACAO;80000;22;0-15;13.5+
1;2000;19,13;F;0;PRESTACAO;50000;23;0-15;13.5+
0;12000;11,14;B;5;PRESTACAO;150000;38;0-15;11-13.5
0;8000;14,96;D;6;PRESTACAO;96000;29;0-15;13.5+
1;8000;12,53;B;3;PROPRIA;36000;35;0-15;11-13.5
0;3600;11,48;B;3;PRESTACAO;31200;27;0-15;11-13.5
0;25000;12,53;B;5;PRESTACAO;130000;24;0-15;11-13.5
0;7500;13,22;C;7;PRESTACAO;54000;33;0-15;11-13.5
0;24250;15,65;D;4;ALUGADA;105000;30;0-15;13.5+
0;6000;12,87;C;2;ALUGADA;24000;35;0-15;11-13.5
0;4000;7,74;A;3;ALUGADA;65000;29;0-15;0-8
0;6000;14,26;C;0;ALUGADA;20800;31;0-15;13.5+
0;6000;7,74;A;28;PRESTACAO;120000;28;15-30;0-8
0;17600;16,35;E;7;PRESTACAO;90000;28;0-15;13.5+
0;10000;11,83;B;2;PRESTACAO;40000;24;0-15;11-13.5
0;8400;13,22;C;1;ALUGADA;36000;38;0-15;11-13.5
0;7000;11,14;B;1;ALUGADA;40000;22;0-15;11-13.5
1;7750;;C;4;ALUGADA;29808;37;0-15;Missing
0;12500;6;D;6;ALUGADA;85000;24;0-15;0-8
0;5000;;C;0;ALUGADA;38000;21;0-15;Missing
0;10000;8,94;A;0;PRESTACAO;41600;24;0-15;8-11
0;20000;11,83;B;2;ALUGADA;98000;22;0-15;11-13.5
0;10000;11,48;B;1;ALUGADA;32400;21;0-15;11-13.5
1;20000;12,87;C;18;PROPRIA;51600;24;15-30;11-13.5
0;6000;13,22;C;2;ALUGADA;43000;32;0-15;11-13.5
0;7500;13,22;C;1;ALUGADA;72000;21;0-15;11-13.5
0;4175;7,74;A;1;PROPRIA;35000;26;0-15;0-8
0;5000;7,74;A;15;PROPRIA;39124;22;0-15;0-8
1;19600;15,65;D;13;PRESTACAO;67499;24;0-15;13.5+
0;24250;12,53;B;3;ALUGADA;287000;23;0-15;11-13.5
0;5400;14,61;D;24;ALUGADA;20000;30;15-30;13.5+
0;21000;11,48;B;4;PRESTACAO;75000;26;0-15;11-13.5
1;7750;17,04;E;2;PROPRIA;13920;23;0-15;13.5+
0;10000;12,87;C;3;ALUGADA;45000;25;0-15;11-13.5
0;25000;15,65;D;1;ALUGADA;102000;47;0-15;13.5+
0;13000;8,59;A;13;PRESTACAO;1e+05;28;0-15;8-11
0;5000;;A;3;PRESTACAO;30000;30;0-15;Missing
0;2500;;C;5;PRESTACAO;38500;24;0-15;Missing
1;3600;14,26;C;5;PRESTACAO;207000;29;0-15;13.5+
0;10450;13,57;C;0;ALUGADA;43500;23;0-15;13.5+
1;5000;8,59;A;9;PRESTACAO;75000;23;0-15;8-11
0;19750;13,92;C;14;ALUGADA;37440;38;0-15;13.5+
0;11000;13,22;C;4;ALUGADA;49278;24;0-15;11-13.5
0;6000;19,13;F;2;PROPRIA;80000;23;0-15;13.5+
0;12000;8,94;A;3;ALUGADA;90000;22;0-15;8-11
0;16000;14,26;C;13;PRESTACAO;72000;28;0-15;13.5+
0;3200;11,48;B;2;ALUGADA;43000;30;0-15;11-13.5
1;5000;11,48;B;0;PRESTACAO;30000;22;0-15;11-13.5
0;3000;11,48;B;1;ALUGADA;38500;27;0-15;11-13.5
0;1000;;B;2;PRESTACAO;33000;40;0-15;Missing
0;8000;8,94;A;0;ALUGADA;37000;22;0-15;8-11
0;20000;11,83;B;0;PRESTACAO;1e+05;22;0-15;11-13.5
0;13500;11,83;B;0;PRESTACAO;38117;22;0-15;11-13.5
0;18000;8,94;A;14;ALUGADA;90000;30;0-15;8-11
0;7500;12,18;B;2;ALUGADA;26000;26;0-15;11-13.5
0;7800;8,94;A;5;PRESTACAO;48000;25;0-15;8-11
0;24250;12,87;C;0;ALUGADA;1e+05;23;0-15;11-13.5
1;6000;16,7;E;3;ALUGADA;47500;23;0-15;13.5+
0;14900;13,57;C;2;ALUGADA;58900;22;0-15;13.5+
0;4300;11,83;B;4;ALUGADA;108000;23;0-15;11-13.5
0;12000;13,57;C;3;ALUGADA;42000;33;0-15;13.5+
0;12000;;C;5;ALUGADA;38295,6;28;0-15;Missing
1;15000;12,18;B;0;PROPRIA;70000;24;0-15;11-13.5
0;5600;13,22;C;8;ALUGADA;75797;31;0-15;11-13.5
0;9000;8,94;A;0;ALUGADA;44000;25;0-15;8-11
0;15000;15,31;D;11;PRESTACAO;90000;23;0-15;13.5+
0;25000;12,53;B;18;PRESTACAO;113000;22;15-30;11-13.5
0;20000;11,83;B;5;PRESTACAO;105000;30;0-15;11-13.5
0;15000;16;D;7;ALUGADA;96000;26;0-15;13.5+
0;10000;14,61;D;5;PRESTACAO;62400;37;0-15;13.5+
0;25000;15,31;D;15;PRESTACAO;225000;27;0-15;13.5+
0;14000;13,57;C;6;PRESTACAO;79000;26;0-15;13.5+
0;4000;12,18;B;3;ALUGADA;110000;28;0-15;11-13.5
0;7400;12,53;B;5;PRESTACAO;125000;26;0-15;11-13.5
0;6000;8,94;A;2;ALUGADA;59785,01;23;0-15;8-11
0;2000;12,53;B;17;PROPRIA;55000;43;15-30;11-13.5
0;24250;15,65;D;7;ALUGADA;80000;22;0-15;13.5+
0;19000;13,92;C;4;PRESTACAO;124000;37;0-15;13.5+
0;10900;7,74;A;2;PROPRIA;95000;23;0-15;0-8
0;5000;8,59;A;9;PROPRIA;70000;25;0-15;8-11
0;1500;7,74;A;0;ALUGADA;28800;23;0-15;0-8
0;7500;7,74;A;3;PROPRIA;120000;29;0-15;0-8
1;21000;;B;12;ALUGADA;53580;33;0-15;Missing
0;24250;15,65;D;10;ALUGADA;88066;37;0-15;13.5+
0;10000;11,14;B;2;PROPRIA;80000;32;0-15;11-13.5
0;21125;13,92;C;28;PRESTACAO;87000;27;15-30;13.5+
0;14000;13,92;C;14;PROPRIA;45500;27;0-15;13.5+
0;12000;14,26;C;1;ALUGADA;63000;25;0-15;13.5+
0;18000;13,22;C;12;ALUGADA;82000;36;0-15;11-13.5
0;13000;8,94;A;5;PRESTACAO;108000;26;0-15;8-11
0;4700;8,94;A;6;ALUGADA;31776;24;0-15;8-11
0;11400;;A;3;ALUGADA;43000;24;0-15;Missing
0;4000;11,14;B;4;PROPRIA;58000;27;0-15;11-13.5
0;14000;15,31;D;7;PRESTACAO;65000;24;0-15;13.5+
0;12000;8,94;A;0;ALUGADA;43200;27;0-15;8-11
0;13750;11,14;B;7;PRESTACAO;54080;28;0-15;11-13.5
0;8000;12,18;B;0;ALUGADA;45000;29;0-15;11-13.5
0;22000;15,65;D;6;PRESTACAO;65000;28;0-15;13.5+
0;10000;12,53;B;3;ALUGADA;21600;33;0-15;11-13.5
0;10000;14,61;D;0;PRESTACAO;165000;33;0-15;13.5+
0;4000;14,61;D;0;ALUGADA;14400;22;0-15;13.5+
0;14000;13,22;C;3;PRESTACAO;55000;38;0-15;11-13.5
1;17600;8,94;A;0;PROPRIA;63000;24;0-15;8-11
1;25000;17,39;E;0;PROPRIA;140000;34;0-15;13.5+
0;7800;12,53;B;11;PRESTACAO;42000;36;0-15;11-13.5
0;9000;12,18;B;0;ALUGADA;30000;36;0-15;11-13.5
0;20000;12,18;B;5;ALUGADA;56000;27;0-15;11-13.5
1;20000;12,53;B;2;ALUGADA;51000;37;0-15;11-13.5
1;24000;16,35;E;2;PRESTACAO;150000;29;0-15;13.5+
0;23000;12,18;B;2;ALUGADA;60000;23;0-15;11-13.5
0;10000;12,53;B;3;PRESTACAO;60000;27;0-15;11-13.5
0;2000;7,74;A;9;PROPRIA;28000;41;0-15;0-8
0;9000;11,14;B;5;PRESTACAO;50000;23;0-15;11-13.5
0;10000;7,74;A;2;ALUGADA;56000;33;0-15;0-8
1;25000;18,09;F;8;PRESTACAO;1e+05;22;0-15;13.5+
0;17000;;B;3;ALUGADA;52500;24;0-15;Missing
0;5000;17,39;E;3;ALUGADA;70000;26;0-15;13.5+
1;25000;15,31;D;0;PRESTACAO;240000;48;0-15;13.5+
0;14000;16;D;4;ALUGADA;46800;39;0-15;13.5+
0;10000;12,87;C;3;ALUGADA;48000;30;0-15;11-13.5
0;14400;13,92;C;4;PRESTACAO;75000;29;0-15;13.5+
0;10750;14,96;D;1;PRESTACAO;38000;35;0-15;13.5+
0;1000;7,4;A;0;PRESTACAO;67500;27;0-15;0-8
0;10250;8,59;A;0;PRESTACAO;65000;27;0-15;8-11
0;2000;7,74;A;0;PRESTACAO;40800;29;0-15;0-8
0;7200;7,74;A;0;ALUGADA;60000;27;0-15;0-8
0;6000;8,94;A;2;ALUGADA;84000;25;0-15;8-11
0;9600;8,59;A;0;PROPRIA;27600;22;0-15;8-11
0;3000;;C;0;ALUGADA;13200;23;0-15;Missing
0;9600;12,18;B;2;PROPRIA;54000;27;0-15;11-13.5
0;2500;13,92;C;17;ALUGADA;82400;26;15-30;13.5+
0;14000;16;D;13;ALUGADA;40400;24;0-15;13.5+
0;10000;11,48;B;18;ALUGADA;72858,96;23;15-30;11-13.5
0;10000;12,87;C;3;ALUGADA;85000;34;0-15;11-13.5
0;6000;7,74;A;3;PRESTACAO;75400;27;0-15;0-8
1;13800;13,57;C;2;ALUGADA;57600;27;0-15;13.5+
0;3500;12,18;B;3;PRESTACAO;137000;26;0-15;11-13.5
1;25000;17,04;E;4;ALUGADA;55000;41;0-15;13.5+
0;9000;8,59;A;11;ALUGADA;48000;28;0-15;8-11
0;2000;12,53;B;3;ALUGADA;62400;26;0-15;11-13.5
1;15200;14,26;C;0;ALUGADA;43000;42;0-15;13.5+
0;8000;15,65;D;7;ALUGADA;28590;24;0-15;13.5+
0;24000;17,04;E;0;PRESTACAO;150000;32;0-15;13.5+
0;4000;7,74;A;5;PROPRIA;99500;36;0-15;0-8
1;10000;11,83;B;3;PRESTACAO;80000;22;0-15;11-13.5
0;14500;11,48;B;5;PRESTACAO;45000;23;0-15;11-13.5
0;10400;12,18;B;12;PRESTACAO;58000;25;0-15;11-13.5
0;15000;8,94;A;1;ALUGADA;147000;34;0-15;8-11
0;21000;11,48;B;5;PRESTACAO;77000;22;0-15;11-13.5
0;19750;16,7;E;0;PROPRIA;52000;25;0-15;13.5+
0;6000;8,59;A;0;ALUGADA;26400;22;0-15;8-11
0;18600;13,57;C;5;ALUGADA;95000;34;0-15;13.5+
0;9600;13,92;C;0;PRESTACAO;90000;38;0-15;13.5+
0;15000;;D;17;PRESTACAO;83000;35;15-30;Missing
0;6250;12,53;B;0;ALUGADA;24000;23;0-15;11-13.5
0;2500;7,74;A;1;ALUGADA;39200;23;0-15;0-8
0;18000;13,92;C;7;PROPRIA;1e+05;28;0-15;13.5+
1;5000;15,31;D;2;ALUGADA;126000;22;0-15;13.5+
0;1200;8,59;A;3;ALUGADA;1e+05;22;0-15;8-11
0;15000;13,57;C;1;ALUGADA;67000;29;0-15;13.5+
1;15000;11,14;B;24;PRESTACAO;89000;34;15-30;11-13.5
0;20000;;B;15;PROPRIA;120000;40;0-15;Missing
0;16800;15,65;D;1;ALUGADA;80000;24;0-15;13.5+
0;10000;7,74;A;0;PRESTACAO;50000;26;0-15;0-8
0;10000;11,83;B;4;ALUGADA;52000;31;0-15;11-13.5
0;5000;13,57;C;4;ALUGADA;22800;26;0-15;13.5+
0;5600;18,09;F;1;ALUGADA;18000;21;0-15;13.5+
0;7200;13,57;C;18;PRESTACAO;85000;25;15-30;13.5+
0;25000;12,18;B;10;PRESTACAO;116000;28;0-15;11-13.5
0;4000;11,14;B;7;PRESTACAO;155000;22;0-15;11-13.5
0;9250;14,96;D;0;PROPRIA;14400;30;0-15;13.5+
1;10000;18,43;F;3;ALUGADA;80000;25;0-15;13.5+
0;4000;8,59;A;2;ALUGADA;31200;23;0-15;8-11
0;11000;16,35;E;4;ALUGADA;82500;28;0-15;13.5+
0;6000;13,22;C;1;ALUGADA;36000;33;0-15;11-13.5
0;7000;11,14;B;5;ALUGADA;18000;21;0-15;11-13.5
0;3000;12,18;B;2;ALUGADA;73000;23;0-15;11-13.5
0;24250;11,48;B;14;PROPRIA;142000;29;0-15;11-13.5
0;5000;;B;8;ALUGADA;48000;22;0-15;Missing
0;6500;13,57;C;2;ALUGADA;75000;25;0-15;13.5+
0;14500;8,94;A;10;PRESTACAO;51000;41;0-15;8-11
0;24250;12,87;C;0;ALUGADA;135000;36;0-15;11-13.5
0;6000;8,94;A;8;PROPRIA;32560;38;0-15;8-11
0;15000;11,14;B;5;PRESTACAO;95000;31;0-15;11-13.5
1;8000;12,53;B;0;PRESTACAO;52000;22;0-15;11-13.5
0;18000;14,96;D;14;PRESTACAO;325000;39;0-15;13.5+
0;9000;8,59;A;0;ALUGADA;35000;32;0-15;8-11
0;1500;14,26;C;0;PRESTACAO;96000;38;0-15;13.5+
0;12000;11,83;B;3;ALUGADA;66000;26;0-15;11-13.5
0;5000;11,14;B;5;PRESTACAO;63000;29;0-15;11-13.5
1;12000;14,96;D;1;ALUGADA;84000;23;0-15;13.5+
0;8000;11,14;B;0;PRESTACAO;56000;26;0-15;11-13.5
0;6000;11,48;B;3;PRESTACAO;60000;27;0-15;11-13.5
0;10000;11,14;B;5;ALUGADA;80000;24;0-15;11-13.5
0;14000;14,61;D;0;ALUGADA;40000;24;0-15;13.5+
0;25000;18,09;F;5;PRESTACAO;106000;22;0-15;13.5+
0;10000;8,94;A;0;ALUGADA;160000;22;0-15;8-11
0;3500;;C;0;ALUGADA;60000;28;0-15;Missing
0;6400;7,74;A;0;PROPRIA;15600;27;0-15;0-8
0;5000;7,74;A;9;ALUGADA;70000;35;0-15;0-8
0;4750;;D;4;ALUGADA;21000;22;0-15;Missing
0;15000;11,83;B;6;PRESTACAO;73000;28;0-15;11-13.5
0;12800;14,96;D;9;ALUGADA;71232;21;0-15;13.5+
0;15000;12,18;B;4;ALUGADA;45400;32;0-15;11-13.5
0;2800;16;D;2;ALUGADA;42000;31;0-15;13.5+
0;3000;11,83;B;3;ALUGADA;34500;22;0-15;11-13.5
0;5000;12,18;B;6;ALUGADA;14573;29;0-15;11-13.5
0;5000;11,83;B;8;PRESTACAO;60000;22;0-15;11-13.5
0;15000;;C;2;PRESTACAO;76500;22;0-15;Missing
1;2850;11,83;B;5;PROPRIA;24000;32;0-15;11-13.5
0;9000;12,87;C;2;ALUGADA;70000;47;0-15;11-13.5
0;13600;13,57;C;5;ALUGADA;33736,32;30;0-15;13.5+
0;5000;15,31;D;3;ALUGADA;60000;40;0-15;13.5+
0;25000;13,22;C;13;ALUGADA;55164;24;0-15;11-13.5
0;11700;8,59;A;7;PRESTACAO;85000;22;0-15;8-11
1;9000;12,87;C;0;ALUGADA;98000;47;0-15;11-13.5
0;5000;15,31;D;0;ALUGADA;85000;26;0-15;13.5+
0;6500;14,61;D;22;ALUGADA;125000;25;15-30;13.5+
0;10000;16,7;E;14;PRESTACAO;92000;23;0-15;13.5+
0;25000;11,83;B;3;PRESTACAO;98000;33;0-15;11-13.5
0;3000;8,59;A;0;PRESTACAO;114440;46;0-15;8-11
0;24250;;B;1;ALUGADA;125000;40;0-15;Missing
1;25000;18,43;F;5;ALUGADA;54000;26;0-15;13.5+
0;23000;14,96;D;1;PRESTACAO;106050;48;0-15;13.5+
0;12000;13,92;C;35;PROPRIA;157000;28;30-45;13.5+
0;6000;11,83;B;5;ALUGADA;37000;22;0-15;11-13.5
0;13000;8,94;A;11;ALUGADA;45000;27;0-15;8-11
0;24250;15,31;D;9;PRESTACAO;60000;22;0-15;13.5+
0;15000;14,26;C;7;ALUGADA;60132;22;0-15;13.5+
1;12000;16;D;3;PROPRIA;28000;40;0-15;13.5+
0;13000;11,14;B;2;PRESTACAO;69867;22;0-15;11-13.5
1;2000;;E;4;ALUGADA;384000;36;0-15;Missing
0;2800;7,4;A;0;ALUGADA;15600;21;0-15;0-8
1;9975;11,48;B;8;ALUGADA;60000;22;0-15;11-13.5
0;1500;14,61;D;2;ALUGADA;40000;30;0-15;13.5+
0;6000;8,94;A;6;PRESTACAO;110000;48;0-15;8-11
1;6000;;D;16;PRESTACAO;58000;22;15-30;Missing
0;18000;11,83;B;0;PRESTACAO;201000;29;0-15;11-13.5
0;15000;8,94;A;3;ALUGADA;65000;23;0-15;8-11
1;1800;12,18;B;1;ALUGADA;18000;22;0-15;11-13.5
0;12000;8,59;A;3;PROPRIA;67000;22;0-15;8-11
0;4500;7,74;A;0;ALUGADA;40000;26;0-15;0-8
0;16000;13,57;C;5;PRESTACAO;93000;27;0-15;13.5+
0;12000;12,18;B;6;PROPRIA;101000;29;0-15;11-13.5
0;10000;14,61;D;4;PROPRIA;30000;25;0-15;13.5+
0;9200;8,94;A;2;ALUGADA;43000;21;0-15;8-11
0;14000;17,74;E;6;PROPRIA;95000;38;0-15;13.5+
0;10000;14,61;D;5;ALUGADA;35000;28;0-15;13.5+
0;4500;13,92;C;7;PRESTACAO;65000;27;0-15;13.5+
1;3500;14,61;D;0;PRESTACAO;19012,8;21;0-15;13.5+
0;12000;11,83;B;3;PRESTACAO;33600;29;0-15;11-13.5
0;8000;7,05;A;15;PRESTACAO;75000;23;0-15;0-8
0;7500;7,05;A;21;PROPRIA;74400;37;15-30;0-8
1;14400;12,87;C;3;PRESTACAO;48000;48;0-15;11-13.5
0;20000;12,53;B;5;ALUGADA;55000;23;0-15;11-13.5
0;10000;8,94;A;18;PRESTACAO;88000;23;15-30;8-11
0;5000;7,74;A;5;PRESTACAO;49200;32;0-15;0-8
0;8500;12,53;B;3;ALUGADA;42000;22;0-15;11-13.5
1;12000;14,61;D;0;ALUGADA;40000;28;0-15;13.5+
0;3250;13,22;C;1;ALUGADA;18000;23;0-15;11-13.5
0;7000;7,4;A;12;ALUGADA;57600;44;0-15;0-8
0;3600;8,94;A;0;ALUGADA;25000;32;0-15;8-11
0;20000;11,83;B;3;ALUGADA;75000;27;0-15;11-13.5
0;10000;;B;0;ALUGADA;68000;27;0-15;Missing
1;4800;16,7;E;11;ALUGADA;73200;22;0-15;13.5+
0;15000;11,48;B;2;ALUGADA;44000;27;0-15;11-13.5
0;11000;12,53;B;2;ALUGADA;42000;30;0-15;11-13.5
0;10000;16;D;16;PRESTACAO;86400;27;15-30;13.5+
0;8000;;A;0;PROPRIA;70000;39;0-15;Missing
0;7000;7,74;A;6;ALUGADA;105000;22;0-15;0-8
1;8000;14,26;C;8;PRESTACAO;74400;27;0-15;13.5+
0;12000;15,31;D;2;ALUGADA;60000;28;0-15;13.5+
0;8000;11,48;B;6;PROPRIA;46000;23;0-15;11-13.5
0;18000;11,48;B;19;PRESTACAO;92000;27;15-30;11-13.5
0;16800;;B;10;ALUGADA;91000;29;0-15;Missing
0;20000;17,74;E;3;ALUGADA;69500;23;0-15;13.5+
0;24250;14,96;D;1;PROPRIA;61547;22;0-15;13.5+
0;10000;12,53;B;6;ALUGADA;85900;38;0-15;11-13.5
1;8000;20,52;G;0;ALUGADA;30000;35;0-15;13.5+
0;5000;8,59;A;0;PRESTACAO;50000;32;0-15;8-11
0;4000;13,92;C;4;ALUGADA;31609,52;24;0-15;13.5+
0;25000;;B;12;PROPRIA;240000;22;0-15;Missing
0;5000;11,14;B;16;PROPRIA;80000;27;15-30;11-13.5
0;10000;;C;3;ALUGADA;65000;41;0-15;Missing
0;8000;11,83;B;5;PROPRIA;54000;25;0-15;11-13.5
0;25000;16;D;1;ALUGADA;98000;31;0-15;13.5+
0;10000;7,74;A;17;PRESTACAO;29328;25;15-30;0-8
0;10000;12,87;C;1;PRESTACAO;85000;40;0-15;11-13.5
1;5000;8,59;A;0;ALUGADA;30000;21;0-15;8-11
0;8000;8,94;A;2;ALUGADA;60000;23;0-15;8-11
0;1600;11,83;B;4;ALUGADA;63500;29;0-15;11-13.5
1;20000;11,83;B;0;ALUGADA;240000;32;0-15;11-13.5
0;25000;15,31;D;0;PRESTACAO;120000;23;0-15;13.5+
0;9000;11,14;B;0;ALUGADA;24000;34;0-15;11-13.5
0;1500;11,83;B;0;ALUGADA;12000;33;0-15;11-13.5
0;14800;11,14;B;13;ALUGADA;30000;28;0-15;11-13.5
1;3250;14,26;C;5;ALUGADA;20400;22;0-15;13.5+
1;12000;12,87;C;0;ALUGADA;40000;30;0-15;11-13.5
0;5000;12,87;C;4;PRESTACAO;108000;28;0-15;11-13.5
0;20000;14,26;C;2;ALUGADA;67000;27;0-15;13.5+
0;2800;14,61;D;0;ALUGADA;13380;25;0-15;13.5+
0;15000;16,35;E;2;PRESTACAO;140000;30;0-15;13.5+
0;7000;8,59;A;5;PRESTACAO;42000;25;0-15;8-11
0;5000;13,92;C;0;ALUGADA;33600;29;0-15;13.5+
0;6000;14,61;D;1;ALUGADA;45000;27;0-15;13.5+
0;8525;8,59;A;9;PRESTACAO;54000;24;0-15;8-11
0;6000;8,94;A;0;ALUGADA;28800;23;0-15;8-11
0;6500;11,83;B;5;ALUGADA;32200;22;0-15;11-13.5
0;21600;12,18;B;32;PRESTACAO;234000;26;30-45;11-13.5
0;12000;8,59;A;0;PRESTACAO;87000;24;0-15;8-11
0;9000;11,48;B;2;ALUGADA;25000;24;0-15;11-13.5
0;16800;13,92;C;22;PRESTACAO;65856;22;15-30;13.5+
0;25000;15,65;D;13;PRESTACAO;67000;21;0-15;13.5+
1;15000;11,14;B;9;PRESTACAO;62500;48;0-15;11-13.5
0;11500;13,57;C;4;PRESTACAO;36000;30;0-15;13.5+
0;2000;12,53;B;3;ALUGADA;20400;27;0-15;11-13.5
0;8000;12,53;B;26;PRESTACAO;79560;26;15-30;11-13.5
0;8000;11,48;B;3;ALUGADA;61500;40;0-15;11-13.5
0;23000;11,48;B;0;PRESTACAO;110000;32;0-15;11-13.5
0;4000;8,59;A;7;PROPRIA;123000;28;0-15;8-11
0;8975;11,83;B;5;ALUGADA;24000;24;0-15;11-13.5
0;21000;12,53;B;3;ALUGADA;35000;21;0-15;11-13.5
0;15000;;C;0;ALUGADA;38000;22;0-15;Missing
0;7500;8,94;A;0;ALUGADA;34000;31;0-15;8-11
0;11100;;C;0;ALUGADA;62500;22;0-15;Missing
0;3000;12,18;B;7;ALUGADA;21600;37;0-15;11-13.5
0;20400;7,74;A;9;PROPRIA;75000;23;0-15;0-8
0;11500;7,05;A;1;ALUGADA;74500;32;0-15;0-8
1;10000;;D;3;ALUGADA;45000;22;0-15;Missing
0;10000;12,53;B;1;PRESTACAO;191000;25;0-15;11-13.5
0;5000;11,83;B;3;PROPRIA;20000;31;0-15;11-13.5
0;8000;14,26;C;6;ALUGADA;53000;23;0-15;13.5+
0;24250;12,18;B;8;PROPRIA;68000;26;0-15;11-13.5
0;5000;7,74;A;2;ALUGADA;67500;22;0-15;0-8
1;24000;18,43;F;4;PROPRIA;6e+05;42;0-15;13.5+
0;10000;11,48;B;3;ALUGADA;30000;23;0-15;11-13.5
0;15000;13,57;C;6;PRESTACAO;156000;24;0-15;13.5+
1;20000;14,61;D;3;ALUGADA;62000;24;0-15;13.5+
0;10000;17,39;E;15;PRESTACAO;53000;22;0-15;13.5+
0;9000;16;D;4;PRESTACAO;87000;41;0-15;13.5+
0;6000;;A;10;PRESTACAO;119000;34;0-15;Missing
0;10000;8,59;A;9;PRESTACAO;54000;28;0-15;8-11
0;4500;11,14;B;0;PROPRIA;12000;29;0-15;11-13.5
0;6500;;A;2;ALUGADA;18000;25;0-15;Missing
0;9000;8,94;A;1;PROPRIA;40000;24;0-15;8-11
0;4800;16,7;E;0;ALUGADA;62000;39;0-15;13.5+
1;3500;11,83;B;1;ALUGADA;90000;24;0-15;11-13.5
0;6000;11,14;B;2;ALUGADA;65000;29;0-15;11-13.5
0;7400;15,65;D;5;ALUGADA;72000;24;0-15;13.5+
0;8500;11,83;B;8;PRESTACAO;84000;25;0-15;11-13.5
0;5000;15,31;D;2;ALUGADA;55000;30;0-15;13.5+
0;18000;8,94;A;0;PRESTACAO;105000;24;0-15;8-11
0;20000;;C;0;ALUGADA;108000;25;0-15;Missing
1;13000;11,48;B;2;ALUGADA;45000;55;0-15;11-13.5
0;20000;12,53;B;4;PRESTACAO;86670;23;0-15;11-13.5
0;8000;11,14;B;0;ALUGADA;60000;23;0-15;11-13.5
0;2500;11,83;B;0;PROPRIA;24000;26;0-15;11-13.5
0;10600;12,18;B;3;ALUGADA;94000;24;0-15;11-13.5
0;20000;13,22;C;9;ALUGADA;106000;30;0-15;11-13.5
0;15000;14,26;C;0;PRESTACAO;130000;24;0-15;13.5+
0;8400;8,94;A;0;ALUGADA;41000;22;0-15;8-11
1;19000;;A;13;ALUGADA;54000;22;0-15;Missing
0;15000;12,18;B;9;PRESTACAO;90000;25;0-15;11-13.5
1;3000;11,83;B;2;ALUGADA;14400;33;0-15;11-13.5
0;10000;8,94;A;31;ALUGADA;90000;37;30-45;8-11
0;6000;8,94;A;5;ALUGADA;40000;23;0-15;8-11
0;10000;;B;2;ALUGADA;35000;22;0-15;Missing
0;24000;17,39;E;0;PRESTACAO;127000;24;0-15;13.5+
0;6000;15,31;D;2;PRESTACAO;30000;32;0-15;13.5+
0;1750;11,83;B;3;PRESTACAO;40000;26;0-15;11-13.5
0;1000;14,26;C;0;PROPRIA;1e+05;23;0-15;13.5+
0;10000;8,94;A;1;ALUGADA;78513;26;0-15;8-11
0;6000;11,48;B;0;ALUGADA;60000;24;0-15;11-13.5
0;21000;;C;3;ALUGADA;97000;26;0-15;Missing
0;6000;8,59;A;27;PRESTACAO;110000;24;15-30;8-11
0;6000;7,4;A;5;PRESTACAO;80000;31;0-15;0-8
1;6400;15,65;D;2;ALUGADA;47000;32;0-15;13.5+
0;9000;13,22;C;4;ALUGADA;46000;24;0-15;11-13.5
