Amount;First-Two
99,00;99
23472,00;23
2449,67;24
1092,04;10
196,00;19
690,00;69
15,43;15
216,76;21
241,50;24
599,03;59
25,00;25
4,68;46
62390,19;62
9,03;90
717,26;71
40,84;40
28,00;28
492,98;49
804,38;80
2250,00;22
19810,00;19
0,38;38
48501,71;48
2593,61;25
35,50;35
301,91;30
2870,00;28
191089,19;19
34,09;34
3275,38;32
586,61;58
307,98;30
7105,74;71
176800,00;17
104418,15;10
110,50;11
200,12;20
7254,63;72
6923,52;69
994,07;99
82,71;82
22,50;22
1206,00;12
140,00;14
3882377,50;38
1529,80;15
2622,87;26
8207,87;82
4228,43;42
15296,91;15
629,26;62
7,20;72
25387,69;25
58708,38;58
2668,02;26
1676,16;16
6,45;64
10,80;10
5,00;50
2114,70;21
11005,00;11
481,00;48
95,09;95
0,67;67
198082,73;19
416,67;41
7629,12;76
3,04;30
8,69;86
333,30;33
7000,00;70
1336,32;13
1742,32;17
58,32;58
180049,77;18
14250,30;14
10,00;10
113,00;11
249,41;24
7525,44;75
346,00;34
35,69;35
1073,00;10
69,00;69
628,00;62
914136,06;91
138,06;13
13265,63;13
3254,22;32
172799,88;17
173625,48;17
29478,35;29
0,78;78
10,60;10
7,61;76
0,63;63
113721,43;11
3069,50;30
681,95;68
103,19;10
9750,96;97
101939,88;10
14231,19;14
5,00;50
17,08;17
5571,36;55
3377,52;33
71043,37;71
1024,32;10
1040,70;10
1150,75;11
9095,44;90
172,42;17
350,00;35
4114,04;41
3000,00;30
649,71;64
2255,90;22
3137,93;31
62080,57;62
1161,59;11
8640,00;86
170,00;17
20525,49;20
13299,40;13
5865,39;58
31,05;31
80,00;80
3647618,00;36
993,44;99
292,50;29
72,15;72
2,24;22
282855,34;28
128,67;12
174,33;17
612,39;61
99464,40;99
0,26;26
1000,00;10
2256,48;22
7,89;78
476,00;47
162,00;16
4772,31;47
2897,88;28
3,00;30
4427,85;44
9155,52;91
3177,73;31
444465,69;44
1614,79;16
517,95;51
1466,40;14
169,95;16
0,70;70
1394,50;13
5,92;59
775,00;77
1291,00;12
7553,56;75
62,21;62
310,00;31
84,99;84
660,18;66
1678,80;16
12980,19;12
10,65;10
89564,97;89
478,00;47
492,00;49
536,91;53
3,96;39
56,58;56
284,95;28
202470,31;20
25,00;25
1200,00;12
10,00;10
0,91;91
19,56;19
2692,41;26
200,60;20
25,63;25
195,00;19
15000,00;15
124,94;12
0,01;10
1136,52;11
60433,14;60
2000,00;20
17735,04;17
955,00;95
790,23;79
65014,66;65
457,27;45
13517,58;13
1638,97;16
3276,45;32
89,95;89
58,81;58
10,20;10
600,00;60
289642,94;28
90,25;90
2152,10;21
97,20;97
0,47;47
1137,31;11
234,79;23
34023,04;34
60872,35;60
126,92;12
2413,44;24
217790,02;21
113,99;11
25,00;25
59,61;59
14,91;14
6165,26;61
265,82;26
5200,17;52
223404,95;22
27493,42;27
1301,00;13
25,62;25
1171,96;11
11117,38;11
12051,72;12
60,00;60
280,92;28
7447,47;74
223,79;22
16529,04;16
175,00;17
400,00;40
250,00;25
102,68;10
24408,64;24
4558,47;45
1309,23;13
82025,02;82
4941,00;49
181,39;18
1314,75;13
5081,09;50
3035,55;30
100,00;10
25,00;25
28,85;28
1454,42;14
899,44;89
5,77;57
39675,00;39
0,20;20
755,35;75
1932,62;19
32,40;32
5757,02;57
696,09;69
50,12;50
57,40;57
12060,00;12
118,69;11
25339386,00;25
225000,00;22
90,00;90
3,65;36
758,82;75
0,01;10
15847,85;15
16521,15;16
60,25;60
47300,12;47
37391,56;37
289,37;28
5,00;50
2047,50;20
1380,41;13
8418,24;84
9591,16;95
946,08;94
309,00;30
282,54;28
1906,56;19
259,68;25
209,59;20
11151,36;11
20395,88;20
194,44;19
7039,00;70
718,21;71
15429779,00;15
54549,02;54
32,30;32
148,27;14
12,26;12
2775,24;27
81476,90;81
2250,00;22
1,55;15
179,48;17
342,55;34
223,43;22
320,68;32
129,00;12
2583,09;25
461,61;46
641,00;64
340,23;34
380,00;38
81,27;81
6834,80;68
5045,76;50
347205,59;34
100782,52;10
993,18;99
115,64;11
142,00;14
50000,00;50
3254,22;32
160,00;16
124,88;12
1830,40;18
47,64;47
50,59;50
263,40;26
189,67;18
6000,00;60
2750,95;27
62,00;62
480,00;48
1354,25;13
1906,56;19
49,97;49
20,00;20
177,44;17
2116,14;21
2365,78;23
120,00;12
1,54;15
2030,86;20
2859,51;28
73387,20;73
63000,00;63
99,00;99
1015,20;10
2227,50;22
5295,60;52
31631,00;31
609,00;60
3078,94;30
235,04;23
5984,73;59
295,71;29
5139,54;51
100944,70;10
2170,00;21
103,76;10
1723,66;17
1571,00;15
153,39;15
430,00;43
535,73;53
87,08;87
12288,89;12
3551,00;35
323,55;32
162,40;16
2156,10;21
444,10;44
126,54;12
56,18;56
18,25;18
13,41;13
25127,74;25
61,20;61
29,78;29
2862,00;28
22,20;22
300,00;30
800,00;80
132,00;13
3,46;34
36974,02;36
497262,63;49
251,06;25
87423,00;87
40,00;40
1414,40;14
105,72;10
402,31;40
12,86;12
1769,76;17
139846,86;13
276,73;27
10000,00;10
2143,65;21
827,31;82
112,00;11
189214,80;18
374,02;37
516,14;51
71,49;71
825,00;82
709,51;70
30000,00;30
143568,31;14
64,80;64
66,42;66
0,39;39
184,06;18
241377,75;24
13995,18;13
2200,00;22
3,70;37
76,32;76
17748,31;17
24,62;24
76853,12;76
4466,41;44
32,40;32
979,65;97
15521,62;15
337,05;33
13684,68;13
1134,42;11
224,67;22
100,00;10
2312,83;23
82,66;82
2352,00;23
1339,27;13
244,53;24
798,00;79
227,85;22
2497,83;24
1,42;14
2257,00;22
14,25;14
467,07;46
3763,95;37
86,99;86
540,64;54
126787,50;12
1874,56;18
360,48;36
5942,78;59
4950,00;49
30,00;30
7245,00;72
359,90;35
40,44;40
1693,91;16
5,88;58
37004,80;37
5525,51;55
3250,00;32
23539,39;23
7500,00;75
16206,26;16
637993,06;63
95304,64;95
961,66;96
282,65;28
212,31;21
36,83;36
12,00;12
17,13;17
754,91;75
1224,76;12
5530,51;55
390824,25;39
1166,00;11
487,00;48
42,38;42
46667,79;46
500000,00;50
594,60;59
31,80;31
4,99;49
1625,00;16
22740,26;22
198,28;19
620,00;62
2976,34;29
3898,54;38
50,00;50
585000,00;58
602,00;60
33561,28;33
703602,56;70
26,50;26
175,00;17
67,50;67
120,00;12
365,52;36
232581,39;23
63,96;63
818,41;81
85,00;85
851,40;85
113721,43;11
5,00;50
292,00;29
281,60;28
195,00;19
31733,24;31
573,00;57
1331,16;13
874,52;87
965,73;96
84,00;84
56,53;56
43,46;43
85620,60;85
119,73;11
285,00;28
449,33;44
43916,25;43
20033,41;20
1250,40;12
397,51;39
2036,88;20
93,75;93
13153,00;13
4180,18;41
187,50;18
721,08;72
65,63;65
852,35;85
9831,21;98
63,96;63
5,00;50
12850,13;12
475,00;47
606595,19;60
38,00;38
2569,88;25
36028,80;36
199,99;19
32816,81;32
88716,62;88
5,00;50
560,00;56
24,00;24
13296,69;13
116,60;11
3396,38;33
925,00;92
12736,00;12
1681,74;16
260,76;26
294,50;29
2203,46;22
405,82;40
1999998,00;19
570,52;57
5834,63;58
28,49;28
2437,90;24
340,00;34
1139,00;11
58551,30;58
19,04;19
248830,41;24
1237,05;12
55,90;55
0,34;34
150845,06;15
0,62;62
4411,33;44
900,00;90
4978,80;49
56,53;56
12556,78;12
337,36;33
63,47;63
689,68;68
32,01;32
961,62;96
95,21;95
33,96;33
375,35;37
10,13;10
3,46;34
227,23;22
18542,88;18
355,67;35
1449,23;14
69171,12;69
100,00;10
1559,14;15
833,65;83
903,98;90
50,51;50
175,00;17
161,58;16
38430,00;38
85,30;85
19,47;19
99,67;99
32142,81;32
851,58;85
8188,08;81
18,46;18
25,00;25
14769,24;14
481284,66;48
48,00;48
245,88;24
240,20;24
3541,03;35
100,67;10
159,99;15
7066,80;70
106702,00;10
1964,55;19
40794,02;40
2168,85;21
654,09;65
40,00;40
11301,63;11
2027,52;20
3433,50;34
668,88;66
1869,84;18
2198,85;21
10000,00;10
12063335,00;12
8617,89;86
1195,20;11
1812,96;18
147,00;14
40254,75;40
680,00;68
23832,36;23
3067,68;30
9548,83;95
56,53;56
50,00;50
255,00;25
15,05;15
4274,51;42
5097,83;50
40,00;40
22402,80;22
13,28;13
388,00;38
100,00;10
263741,69;26
11716,25;11
97618,84;97
1410,75;14
3,74;37
750,00;75
517,29;51
27500,00;27
91315,20;91
3930,80;39
6203,60;62
150,89;15
4988,53;49
394,09;39
53794,96;53
5400,00;54
775,31;77
45465,48;45
2470,41;24
239,07;23
673,00;67
613,81;61
1218,60;12
92981,64;92
103,84;10
29321,10;29
2997,80;29
35344,76;35
431,01;43
0,06;60
3925,02;39
2219,10;22
113944,66;11
392528,94;39
1380,12;13
25,00;25
10008,41;10
647,14;64
532,46;53
14,00;14
72166,00;72
39,43;39
35881,20;35
5,00;50
1000,00;10
67,50;67
240,00;24
5009,85;50
164,00;16
17,55;17
45916,16;45
23,69;23
5343421,50;53
17782,12;17
140,39;14
408,74;40
5,00;50
5,00;50
34,44;34
1655,21;16
20,00;20
181,51;18
460,80;46
136,06;13
231,90;23
250,00;25
3410,07;34
17241,84;17
137,50;13
705,00;70
34187,07;34
4035562,75;40
423595,03;42
24897,45;24
1582,55;15
1399,80;13
3000,00;30
2,18;21
223,00;22
77,65;77
351,67;35
596,00;59
224,00;22
69,00;69
5,00;50
113,06;11
1011832,88;10
1552,74;15
3700,01;37
83,39;83
5764,37;57
1353,53;13
2188,80;21
70780,66;70
711,83;71
97,50;97
101250,00;10
55,20;55
0,64;64
6354,72;63
1638,04;16
1768,00;17
41,66;41
343,70;34
61850,21;61
2648,16;26
694,50;69
197,00;19
6424,82;64
305,40;30
1979,50;19
400,00;40
201,69;20
592,32;59
50,00;50
745248,00;74
1,80;18
391,18;39
30,00;30
20,00;20
3,24;32
16757,88;16
1212,71;12
1658,88;16
175991,73;17
3377,73;33
106,55;10
108,00;10
587,80;58
1940,09;19
1226,80;12
18900,00;18
100,00;10
62641,83;62
21672,00;21
5,90;59
40,50;40
5473,73;54
41,29;41
238694,58;23
43,01;43
4669,86;46
15254,85;15
6,05;60
99,92;99
89,60;89
260,87;26
3151,80;31
962,00;96
314808,22;31
374,02;37
25,05;25
4,76;47
3384,52;33
1134796,50;11
47,00;47
1182,40;11
43,74;43
779,07;77
2815,64;28
9,00;90
104,43;10
1006,00;10
89,24;89
2095,92;20
148,43;14
15,00;15
11,66;11
1450,15;14
652,10;65
80,91;80
760,00;76
36,63;36
12,68;12
49,83;49
352,61;35
0,56;56
22,00;22
395,71;39
377,75;37
1857,10;18
2504,64;25
1080,02;10
12,00;12
7246,89;72
750,74;75
463,32;46
502,00;50
995,26;99
485,37;48
37,63;37
736,79;73
120,00;12
2272,65;22
4467,55;44
37,00;37
9192,00;91
30,00;30
100,00;10
22811,40;22
53,02;53
40,50;40
6940,41;69
6,70;67
111690,00;11
2825625,75;28
4914,28;49
28026,00;28
8100,00;81
110,70;11
1171,73;11
20,96;20
11843,98;11
4120,13;41
61229,65;61
3,25;32
2,92;29
320,04;32
48516,05;48
525,00;52
4713,04;47
231,01;23
52185,73;52
6,23;62
9660,96;96
1090,28;10
1444,00;14
1562,84;15
12,00;12
300,00;30
320,71;32
250,00;25
6464,43;64
17,18;17
86,00;86
1486,15;14
245227,09;24
13,66;13
1368620,13;13
1387,83;13
29166,67;29
153,00;15
48,98;48
404,10;40
72,00;72
170,00;17
598,50;59
50,37;50
4719,65;47
350,00;35
100,00;10
283437,63;28
172,47;17
894,12;89
105,78;10
1354,32;13
142,00;14
1755,00;17
68,33;68
242,72;24
111740,37;11
1336,32;13
115,24;11
44,71;44
2,66;26
1300,46;13
1282,97;12
80,25;80
2647,00;26
600,00;60
314,09;31
3129,29;31
1,67;16
2306,41;23
13200,00;13
16,20;16
227947,00;22
102,47;10
711,83;71
3,86;38
1517,72;15
755,27;75
36031,44;36
1607,07;16
274,42;27
621,83;62
10056,93;10
0,02;20
123948,95;12
67463,72;67
58,35;58
56,78;56
1461,65;14
2,78;27
9198,45;91
2188,80;21
2,18;21
49683,50;49
2800,00;28
5000,01;50
8,63;86
20716,56;20
85,59;85
660,00;66
200,00;20
400,00;40
342341,38;34
1208,97;12
22,49;22
1938,92;19
10848,17;10
307,94;30
537,01;53
222,92;22
72,00;72
0,06;60
4296,52;42
1902,21;19
99180,21;99
2868,88;28
60,51;60
851,40;85
2566,36;25
800,00;80
140,36;14
76,68;76
641,00;64
24,49;24
138,79;13
126,85;12
3717,58;37
1838,38;18
105,00;10
28,80;28
4,37;43
2793,77;27
102,80;10
116,00;11
755,31;75
745297,00;74
115,24;11
1197,00;11
13160,62;13
56,53;56
2120,87;21
417,80;41
1128,36;11
441,00;44
77,00;77
48,73;48
80,00;80
310,41;31
67473,72;67
74869,60;74
28630,80;28
480,00;48
930,95;93
2192,31;21
30000,00;30
850,89;85
4236,07;42
746,00;74
2000,00;20
32,37;32
9,49;94
199,69;19
180,00;18
200315,81;20
682,00;68
236,72;23
442,00;44
20,00;20
371,30;37
2147,13;21
2512467,00;25
17,22;17
28727,86;28
48,68;48
76,74;76
30,00;30
2346274,25;23
10632,61;10
47,61;47
2977,45;29
100,00;10
277030,38;27
10419,26;10
1477,78;14
235,38;23
157,67;15
1229,92;12
2450,53;24
47,43;47
35646,47;35
9803,92;98
3993,97;39
172294,05;17
14904,47;14
42,42;42
0,35;35
119,04;11
23,32;23
655,21;65
67,85;67
14219,81;14
2465,48;24
2517,46;25
814,56;81
12350,00;12
1510,26;15
920021,19;92
84,68;84
452,00;45
199,01;19
1112,76;11
0,04;40
2,82;28
359,51;35
681,60;68
4148,91;41
740831,94;74
99,68;99
51606,16;51
1472,95;14
2904194,25;29
999,70;99
15882,71;15
32,10;32
5,00;50
97,50;97
3995,83;39
156,50;15
36,00;36
45,00;45
59,10;59
20085,26;20
99,54;99
104,78;10
7,00;70
593,87;59
4125,65;41
16000,13;16
60,00;60
20,45;20
195,00;19
0,12;12
32776,09;32
309,56;30
2519,00;25
6409,49;64
35,00;35
1,44;14
2888,64;28
135,00;13
336,78;33
65,00;65
536,00;53
2897,19;28
2,02;20
191,70;19
7577,27;75
4635,36;46
1251,60;12
341,16;34
141718,83;14
225,54;22
3722,89;37
431,87;43
0,41;41
654773,81;65
34,22;34
75,00;75
9965,88;99
1500,00;15
742,68;74
246,79;24
11871,37;11
96907,64;96
116,30;11
51400,00;51
233870,38;23
7,74;77
8606,13;86
7331,00;73
1024,12;10
5196,38;51
2177,13;21
3309,17;33
54104,44;54
1693,58;16
2,24;22
204,00;20
552,90;55
1,50;15
90,00;90
737911,00;73
179,00;17
6834,83;68
1249,20;12
2000000,00;20
174821,83;17
10,00;10
4484,57;44
67,31;67
7,12;71
397,71;39
455,00;45
14650,56;14
1273,69;12
339,55;33
9366,15;93
499,10;49
830,00;83
1387,00;13
360000,00;36
162,00;16
240,00;24
38,67;38
78500,00;78
566,34;56
1384,00;13
246,96;24
161477,27;16
105,00;10
392,55;39
34,92;34
500,00;50
1,70;17
63,51;63
77559,12;77
155,79;15
6905,31;69
2295,93;22
1,20;12
28,57;28
71,42;71
72657,00;72
919,98;91
82,08;82
57,00;57
283,02;28
89,02;89
74496,00;74
11468,88;11
98061,59;98
402,75;40
889,35;88
4,49;44
51112,00;51
703,00;70
2961,53;29
435,11;43
5640,67;56
128,23;12
62364,79;62
539,96;53
80,00;80
381,82;38
18,27;18
40,00;40
1143,29;11
3027,60;30
675,00;67
7427,98;74
2,00;20
731,45;73
103,84;10
798,84;79
2311,35;23
2775,24;27
351,40;35
1636,27;16
10985,10;10
2168,68;21
3329,59;33
56,53;56
22,29;22
5,21;52
72,23;72
0,62;62
8,95;89
125,96;12
1887,00;18
232,00;23
14379,00;14
127,43;12
411353,03;41
388,80;38
19,05;19
3906,40;39
1,47;14
2813,40;28
76,91;76
261,35;26
706374,25;70
299098,53;29
34767,49;34
2990,96;29
4294,28;42
180,00;18
418,00;41
40359,55;40
3318,03;33
492,96;49
560,76;56
44,00;44
265,00;26
6030,00;60
4461,61;44
137,00;13
248,34;24
30676,08;30
219,92;21
795,00;79
725815,38;72
197901280,00;19
4119,60;41
30056,17;30
30,00;30
175,45;17
7,60;76
1676,16;16
2113,92;21
50,12;50
32,40;32
49,00;49
2,31;23
5171,74;51
5809,06;58
45900000,00;45
731,66;73
13377,05;13
30,50;30
1433,08;14
691,67;69
97,20;97
100,00;10
158,24;15
1600,00;16
11,12;11
1682,64;16
33133,87;33
61929,00;61
47,25;47
6,09;60
76,91;76
203,65;20
5,11;51
516,44;51
8743,88;87
7097234,00;70
5,73;57
48,10;48
473,05;47
82,08;82
134,49;13
46000,00;46
329,88;32
307,00;30
5,00;50
242,13;24
3501,00;35
79,46;79
5,00;50
6975,00;69
190,84;19
139,29;13
14500,80;14
1013,17;10
71577,58;71
7182,80;71
94,19;94
76,50;76
433,28;43
15,00;15
120,67;12
40,00;40
209,24;20
1,19;11
37,31;37
33831,36;33
7477,20;74
3109,57;31
35,00;35
3725,24;37
72717,84;72
5774,98;57
38616,00;38
569,34;56
9715,75;97
113,74;11
84,95;84
16,36;16
831,86;83
275,00;27
17,60;17
904,60;90
55,87;55
2348,04;23
8000,00;80
100,06;10
1163624,88;11
40,00;40
187,95;18
323,51;32
15513,84;15
40,00;40
115103,97;11
2949,45;29
165,13;16
3383,33;33
12147,79;12
35617,74;35
2618,32;26
89,24;89
5429,38;54
8767,33;87
6658,38;66
84,35;84
474451,75;47
47209,44;47
482,79;48
2204,00;22
141810,94;14
200,00;20
60,75;60
830,00;83
2750,08;27
26916,64;26
225,00;22
427,57;42
76,51;76
3710,00;37
26298,58;26
17526,96;17
18,31;18
1802,67;18
314,83;31
5,00;50
1364,00;13
494,40;49
7,39;73
296,88;29
446,40;44
200,00;20
64,92;64
1855,00;18
713,79;71
50,38;50
67,50;67
2151,02;21
150,84;15
4389,81;43
141021,81;14
24300,00;24
977,33;97
5859,12;58
7088,76;70
1000,00;10
118,21;11
1376,86;13
36,82;36
161,00;16
2928,49;29
330995,44;33
213053,80;21
51,00;51
3305,67;33
4619,75;46
1085,91;10
202016,66;20
153342,56;15
1830,38;18
47,43;47
9036,52;90
2847,41;28
10269,25;10
137862,00;13
71,00;71
21,63;21
706,86;70
10,50;10
6,71;67
7551,94;75
94,94;94
11000,00;11
10026,57;10
507,15;50
1363,22;13
497,23;49
97,32;97
170000,00;17
307678,13;30
90767,46;90
305,40;30
40,00;40
10,70;10
6173,19;61
1,73;17
100,00;10
9828,21;98
129,60;12
2201,93;22
50,00;50
5983,63;59
1165,48;11
10000000,00;10
2636,84;26
30,60;30
55206,74;55
9484,26;94
143017,41;14
286,51;28
151646,80;15
30400,00;30
6750,00;67
107,32;10
1043,91;10
2231,57;22
572305,00;57
216,18;21
44,37;44
13,89;13
2008,08;20
2111,40;21
50000,00;50
47,56;47
9484,26;94
2606,40;26
570,62;57
68,85;68
19332,34;19
9687,09;96
1734,29;17
4800190,50;48
627,18;62
34,20;34
6103,57;61
344,29;34
469,18;46
595,00;59
281,39;28
10884,56;10
826,94;82
12567,99;12
247,50;24
101505,25;10
151,88;15
9516,96;95
15605,56;15
48,00;48
13487,88;13
3,00;30
743,63;74
1321,92;13
282,36;28
45675,00;45
4653,00;46
52,36;52
69,60;69
1311,39;13
1102,40;11
2598,59;25
1462,50;14
26,25;26
665,41;66
110,00;11
165,74;16
4,50;45
649,73;64
40,58;40
489,96;48
898,92;89
886,40;88
6054,50;60
13,28;13
282,02;28
881,68;88
2803,77;28
3934,26;39
130,00;13
9,29;92
396,00;39
24249,00;24
6,00;60
12,18;12
500,02;50
649,44;64
161,81;16
3959,64;39
26,54;26
2583,09;25
9665,83;96
1000,00;10
3465,36;34
1773,18;17
8,00;80
6583,50;65
376,58;37
22,35;22
10804,32;10
1950,00;19
272,50;27
1109,36;11
0,01;10
416,67;41
80,00;80
825,66;82
324,86;32
676,38;67
6385,50;63
3535,53;35
433,37;43
7516,53;75
336,60;33
2069,29;20
7004,25;70
314,44;31
349,49;34
23,31;23
32,46;32
4432,15;44
599,33;59
1287,05;12
1678,50;16
225381,59;22
50,00;50
70,00;70
212,00;21
2000000,00;20
2905,20;29
14,37;14
340,55;34
529,96;52
296526,75;29
21,73;21
357,50;35
89,50;89
995,90;99
25061,04;25
5,00;50
3758,40;37
204087,48;20
45,00;45
270,00;27
20560,32;20
38,48;38
246,49;24
35,96;35
248,49;24
0,14;14
1331,36;13
18959,11;18
345,00;34
112439,88;11
1113,00;11
10968,00;10
400,00;40
2970,00;29
311791,56;31
18,14;18
29775,37;29
12,50;12
8228,16;82
339,49;33
101,47;10
40,00;40
957491,50;95
172,00;17
211046,55;21
54,00;54
9176,90;91
27,98;27
120,00;12
5,00;50
1354596,88;13
17031,60;17
48643,73;48
650,00;65
1715,73;17
5,00;50
111,50;11
766,80;76
1490,96;14
1632,92;16
3906,40;39
0,23;23
5606,52;56
476,00;47
999,59;99
483,65;48
480,00;48
34890,19;34
2306,67;23
78,71;78
230,00;23
7190,00;71
697,94;69
13090,77;13
1575,48;15
4423,50;44
243,25;24
90895,21;90
1000,02;10
217,33;21
163,67;16
120,00;12
13,24;13
228,85;22
4764,60;47
867,29;86
9,17;91
3299,59;32
10967,06;10
4426,32;44
79466,28;79
998,78;99
16,30;16
16,44;16
1930,23;19
17129,99;17
2322,00;23
1854,00;18
78,24;78
67,72;67
1042,42;10
784,41;78
12,98;12
1218,00;12
4,67;46
675,98;67
284,82;28
12866279,00;12
1108,54;11
7585,20;75
1240,88;12
1964,55;19
35,00;35
2,76;27
62641,83;62
5884,00;58
17,56;17
317,74;31
33,74;33
826,78;82
3847,50;38
35934,50;35
127157,60;12
2230,61;22
134,67;13
1867,95;18
6406,59;64
2037,75;20
7398,36;73
10704,10;10
8,49;84
64,42;64
2868,15;28
42746,00;42
40,19;40
1438,64;14
1020,00;10
105,94;10
944,27;94
16992,00;16
437,34;43
57,67;57
390,00;39
357,46;35
140,97;14
473,55;47
38778,52;38
142803,75;14
431,12;43
224,67;22
3770,40;37
120,00;12
25,00;25
26221,36;26
5,00;50
1002,17;10
1688,60;16
251,95;25
250,00;25
30,91;30
1599,08;15
36713,66;36
197138,27;19
968,97;96
576,98;57
922,42;92
2500,00;25
45,39;45
499,50;49
260,00;26
6,37;63
19,47;19
450,00;45
501,98;50
21,25;21
48,14;48
7321,09;73
5607,72;56
33626,87;33
3000,00;30
13270,50;13
3316,23;33
48068,98;48
375577,47;37
862,09;86
777,00;77
18,87;18
27,04;27
14369,81;14
200000,00;20
92,31;92
20480,07;20
12147,63;12
12000,00;12
971,09;97
54,00;54
23427,12;23
845,85;84
1018,66;10
62,00;62
1033,54;10
128030,78;12
986,00;98
19061,49;19
1426,90;14
41,72;41
54866,71;54
53,50;53
39,84;39
732,65;73
29038,00;29
520,00;52
37,12;37
2,50;25
3751,67;37
88,12;88
3357,00;33
320,69;32
355,35;35
90,69;90
198,00;19
225,00;22
35,50;35
19284,93;19
54,94;54
2160,00;21
2810,45;28
2526,41;25
701,99;70
31,91;31
126,00;12
2142,65;21
31205,25;31
13256,12;13
463718,47;46
1382,40;13
755,31;75
3946,50;39
122,12;12
1446,65;14
2178,00;21
381,38;38
6833,52;68
19,00;19
37262,99;37
40,00;40
22000,00;22
113328,94;11
89,04;89
338406,50;33
289,80;28
13152,50;13
530598,88;53
2174,56;21
50000,00;50
7,88;78
28305,30;28
89,94;89
10800,00;10
418,08;41
42,40;42
1483,76;14
424,22;42
299,33;29
16,57;16
23,19;23
13,31;13
542,83;54
176,63;17
120,58;12
6702,05;67
0,42;42
32294,06;32
3341,52;33
29,35;29
277,10;27
17,08;17
64,80;64
941,39;94
1290,27;12
11642,40;11
90,00;90
6413,76;64
23836,32;23
47,84;47
1450,71;14
32,35;32
482,91;48
934,36;93
1722,41;17
1933,63;19
20,43;20
43,79;43
69702,79;69
18300,00;18
457017,97;45
12324,37;12
8008,00;80
59,29;59
15543,90;15
12447,73;12
107,61;10
263,03;26
107489,29;10
10820,39;10
513,30;51
423,78;42
165,60;16
5,69;56
455,68;45
1400,00;14
9596,19;95
7304,40;73
53,62;53
130,00;13
39,75;39
52694,21;52
208,92;20
5261,93;52
1493,84;14
77559,12;77
11,48;11
12806,61;12
361,61;36
1950,00;19
50,00;50
7385,40;73
16,72;16
670,30;67
411,04;41
346,00;34
48000,00;48
8225,04;82
6,28;62
288,02;28
35,00;35
9,80;98
50,00;50
7,83;78
3182,33;31
317,74;31
10,59;10
5,00;50
150,00;15
50,00;50
25,97;25
40,00;40
5,09;50
406,00;40
1368,00;13
615,00;61
265,00;26
4,86;48
2720,73;27
3255,00;32
73,82;73
40,09;40
800,00;80
30000,00;30
61,06;61
6150,00;61
329,81;32
799,82;79
3651543,50;36
3457,12;34
6849,25;68
1365,00;13
936,22;93
9,88;98
201,48;20
14,30;14
890,35;89
146052,80;14
55,71;55
12,50;12
7637,90;76
25,00;25
1525,49;15
12,00;12
15,30;15
239,95;23
55322,58;55
38,37;38
47940,53;47
12,40;12
57,12;57
168473,91;16
807,06;80
92,22;92
28753,92;28
40,50;40
1339,00;13
1717,64;17
3677,61;36
2468,93;24
168,00;16
9,90;99
400,00;40
24564,27;24
11,79;11
185,00;18
4,03;40
3291,59;32
5500,99;55
851138,75;85
1887,03;18
899,46;89
355,83;35
71593,20;71
2796,30;27
27457,20;27
2925,00;29
30819,26;30
5796,14;57
393,12;39
67552,38;67
0,05;50
1538,46;15
95,00;95
22,59;22
23509,80;23
0,39;39
1572,77;15
12893261,00;12
383,11;38
198,00;19
56018,88;56
311,53;31
77,27;77
170,20;17
180,00;18
126,23;12
1804,03;18
261,18;26
104,73;10
164,75;16
27474,07;27
5868,30;58
5,99;59
37939,62;37
410,00;41
34,70;34
289,37;28
702,55;70
547,74;54
5000,00;50
444752,00;44
850,64;85
99,66;99
154,39;15
440,00;44
12,91;12
214,50;21
88,46;88
1280,00;12
1862,23;18
566,34;56
28869,03;28
6158,66;61
576,56;57
3574,59;35
7690,73;76
16390,08;16
598,00;59
12,39;12
41,09;41
174,98;17
29,38;29
4723,36;47
80,00;80
58047,53;58
2484,44;24
11861,57;11
2255,38;22
423,25;42
7,18;71
2656,07;26
276,93;27
12,50;12
968,53;96
63,02;63
100,00;10
130,00;13
435,00;43
22331,52;22
1688,76;16
3137,49;31
5763,34;57
408,74;40
250,00;25
1375,25;13
185,44;18
334,00;33
2405,43;24
19874,27;19
746,72;74
10318,68;10
163699,31;16
885,28;88
81,00;81
28985,83;28
7490,10;74
55470,88;55
637,88;63
433,62;43
58801,16;58
1989,75;19
450,00;45
2797,33;27
164,07;16
130,38;13
1110837,25;11
56,53;56
448,00;44
3042,12;30
5,00;50
1450,08;14
10898,95;10
5415,00;54
1128,10;11
748,98;74
17856,00;17
103,84;10
67,35;67
82,05;82
3069,23;30
2700,00;27
136,58;13
2946,11;29
90,00;90
18,96;18
99,10;99
6,23;62
95,00;95
60,00;60
400,00;40
6,14;61
21934,47;21
1072,85;10
1938,00;19
2,02;20
35,24;35
8,90;89
23,05;23
428,33;42
294,50;29
27738,49;27
1008127,06;10
149,77;14
10574,41;10
37,00;37
98,50;98
1763,78;17
78,60;78
102,41;10
28504,80;28
8,88;88
1800,00;18
3768,05;37
2947,74;29
72,23;72
605,50;60
0,08;80
132952,48;13
3574,81;35
365,22;36
120,67;12
4500,00;45
6935,25;69
102,20;10
77,70;77
556,13;55
14,00;14
56,53;56
126720,00;12
800000,00;80
13000,00;13
415000,00;41
3989,15;39
2057,02;20
9269,55;92
600,00;60
113,39;11
60,00;60
19,80;19
523,06;52
13,46;13
5,40;54
103,54;10
