"stmt_frq";"date_acct";"type_disp";"date_loan";"amount";"duration";"payments";"response";"date_birth";"gender";"type_card";"min1";"max1";"mean1";"min2";"max2";"mean2";"min3";"max3";"mean3";"min4";"max4";"mean4";"min5";"max5";"mean5";"min6";"max6";"mean6";"has_card"
"monthly";9803;"OWNER";10264;374760;60;6246;"1";29747;"M";"0.NA";28529,7;66004,7;48929,8636363636;28529,7;83981,8;55740,34;27769,8;83981,8;54598,2933333333;18847,9;83981,8;51645,9615384615;18847,9;83981,8;51553,4816326531;18847,9;83981,8;52006,6561403509;"0"
"monthly";9803;"DISPONENT";10264;374760;60;6246;"1";30916;"F";"0.NA";28529,7;66004,7;48929,8636363636;28529,7;83981,8;55740,34;27769,8;83981,8;54598,2933333333;18847,9;83981,8;51645,9615384615;18847,9;83981,8;51553,4816326531;18847,9;83981,8;52006,6561403509;"0"
"monthly";9805;"OWNER";10425;280440;60;4674;"1";30202;"F";"0.NA";20382,2;40610,8;30923,7857142857;20382,2;54008,6;37547,05;20382,2;68777,6;45557,57;19502,4;68777,6;41556,432;19502,4;102466,2;44224,24;19192,7;102466,2;41956,6523809524;"0"
"monthly";9811;"OWNER";10223;247920;48;5165;"1";26391;"F";"classic";20059,8;81845,4;52908,875;20059,8;99880,9;68081,66;20059,8;99880,9;67529,4772727273;20059,8;99880,9;64518,075;20059,8;99880,9;61314,46;13348,2;99880,9;58184,3454545455;"1"
"weekly";9812;"OWNER";10252;64224;24;2676;"1";24818;"M";"0.NA";20601,7;33401,7;24777,9;20601,7;43161,2;29721,7909090909;20601,7;53389,5;35173,075;20601,7;85007,3;43185,1285714286;20601,7;85007,3;44999,0041666667;20601,7;85007,3;44759,1730769231;"0"
"weekly";9812;"DISPONENT";10252;64224;24;2676;"1";26522;"F";"0.NA";20601,7;33401,7;24777,9;20601,7;43161,2;29721,7909090909;20601,7;53389,5;35173,075;20601,7;85007,3;43185,1285714286;20601,7;85007,3;44999,0041666667;20601,7;85007,3;44759,1730769231;"0"
"monthly";9814;"OWNER";10408;108720;60;1812;"1";35338;"F";"classic";41089,6;99999,6;57363,3333333333;41089,6;99999,6;64758,25;40682,5;99999,6;59523,1833333333;40682,5;99999,6;59969,4260869565;40682,5;112610,8;64072,7032258065;32925,5;112610,8;62194,5484848485;"1"
"monthly";9819;"OWNER";9940;84288;48;1756;"1";2861;"F";"0.NA";36536,6;48781,6;40899,9333333333;30653,8;48781,6;38775,2;20704,1;48781,6;35205,9444444444;19368;48781,6;32444,5;1000;48781,6;29824,125;1000;48781,6;29824,125;"0"
"monthly";9821;"OWNER";10096;57120;48;1190;"1";32366;"M";"classic";42762,2;52083,2;45777,275;40636,7;52083,2;45132,3133333333;39204,5;52926,5;45273,9260869565;39036,5;52926,5;45196,5129032258;39036,5;53271,2;45627,7324324324;38108,1;53271,2;45438,66;"1"
"monthly";9822;"OWNER";9940;67980;12;5665;"1";27848;"F";"0.NA";37870,2;55705,9;42417,725;36858,3;55705,9;41902,2875;26754;55705,9;38336,9083333333;400;55705,9;34806,9214285714;400;55705,9;34806,9214285714;400;55705,9;34806,9214285714;"0"
"monthly";9823;"OWNER";10487;74916;36;2081;"1";26556;"M";"0.NA";22619,2;55138,2;38056,6;22619,2;68000;48409,8368421053;9850;68000;42347,1730769231;9850;68000;38395,953125;9850;68000;36753,4342105263;9850;134567,1;44864,226;"0"
"monthly";9824;"OWNER";10419;331584;48;6908;"1";1241;"F";"0.NA";35215;57774,8;44083,5142857143;35215;73515;48044,5461538462;35215;73515;46949,8789473684;33887,2;73515;45455,0833333333;33887,2;73515;45564,9413793103;27768,1;73515;44396,0617647059;"0"
"monthly";9824;"DISPONENT";10419;331584;48;6908;"1";35538;"M";"0.NA";35215;57774,8;44083,5142857143;35215;73515;48044,5461538462;35215;73515;46949,8789473684;33887,2;73515;45455,0833333333;33887,2;73515;45564,9413793103;27768,1;73515;44396,0617647059;"0"
"after_tr";9824;"OWNER";10111;128544;24;5356;"1";29917;"F";"0.NA";16775,5;31182,1;24408,225;16775,5;31182,1;25296,05;16531,6;32544,9;25687,0625;16531,6;34775,6;27005,171875;16531,6;50770,2;30719,4357142857;16531,6;131453,2;37694,438;"0"
"monthly";9824;"OWNER";9990;220428;36;6123;"1";33760;"M";"0.NA";48271,4;83636,4;63140,3666666667;37324,2;105524,2;61704,32;37324,2;105524,2;64447,6769230769;37324,2;105524,2;65089,4125;37324,2;105524,2;63300,8368421053;600;105524,2;60165,795;"0"
"monthly";9825;"OWNER";10272;93036;12;7753;"1";3907;"F";"0.NA";10947,8;77620,2;42350,4846153846;10947,8;88120,2;48257,1285714286;1694;88120,2;42535,1193548387;1694;99430;49242,65;1694;99430;50507,0913043478;1694;104173,5;54024,7851851852;"0"
"monthly";9829;"OWNER";10215;77544;36;2154;"1";26401;"F";"classic";20750,2;55232,6;35355,3333333333;2860,6;55232,6;26667,0285714286;2860,6;55232,6;23798,8105263158;2860,6;55232,6;23043,3;2860,6;55232,6;25239,3733333333;2860,6;55232,6;27411,2243243243;"1"
"monthly";9831;"OWNER";10226;348120;60;5802;"1";33803;"F";"classic";31863,6;84084,6;60996,0857142857;31863,6;84084,6;54507,6153846154;31863,6;86517,8;55927,27;31863,6;86517,8;55785,016;31863,6;86517,8;54737,79375;31863,6;86517,8;53194,6105263158;"1"
"monthly";9834;"OWNER";10270;428784;48;8933;"1";24210;"M";"0.NA";8707,1;20828,1;12295,6076923077;8707,1;25003,5;15552,447826087;8707,1;42004,5;21119,79375;8707,1;42004,5;22313,015;8707,1;42004,5;22688,5583333333;1702,6;42004,5;20604,2543859649;"0"
"monthly";9834;"DISPONENT";10270;428784;48;8933;"1";24767;"F";"0.NA";8707,1;20828,1;12295,6076923077;8707,1;25003,5;15552,447826087;8707,1;42004,5;21119,79375;8707,1;42004,5;22313,015;8707,1;42004,5;22688,5583333333;1702,6;42004,5;20604,2543859649;"0"
"monthly";9836;"OWNER";10332;50976;36;1416;"1";3586;"M";"0.NA";14907,1;26499,1;20091,375;14907,1;27055,3;20543,0625;12229,1;27055,3;19179,137037037;12229,1;29071,3;20579,4078947368;12229,1;35139,6;21769,302173913;12229,1;35139,6;22707,3240740741;"0"
"monthly";9837;"OWNER";10195;203940;60;3399;"1";30811;"F";"0.NA";35291,3;60091,3;49276,725;26731;60091,3;45593,9833333333;26731;60091,3;44505;19426,7;60091,3;42583,8043478261;19426,7;64533,8;41354,8774193548;19426,7;72580,1;42197,6027777778;"0"
"monthly";9837;"OWNER";10315;36204;12;3017;"0";24842;"M";"0.NA";2830,7;26038,7;14683,1;-214,8;26038,7;10073,3666666667;-214,8;41406,9;15419,9433333333;-214,8;41406,9;18009,6947368421;-214,8;41406,9;20512,752173913;-214,8;41406,9;20695,3897959184;"0"
"weekly";9838;"OWNER";10253;57060;12;4755;"1";26730;"M";"classic";50594,4;103606,4;73904,3333333333;11939,8;103606,4;57728;11939,8;103606,4;55780,9142857143;11939,8;103606,4;52841,6136363636;11939,8;103606,4;53880,8923076923;11939,8;103606,4;51265,2295081967;"1"
"monthly";9840;"OWNER";10021;213300;60;3555;"1";31205;"F";"0.NA";18548,7;54916,7;33783,6166666667;18548,7;64468,6;38818,61;18548,7;64468,6;40783,8153846154;18548,7;64468,6;41487,4625;18548,7;64468,6;40766,1842105263;18548,7;64468,6;39273,6904761905;"0"
"after_tr";9842;"OWNER";10208;87528;24;3647;"1";29631;"M";"classic";41993;74816;56956,8857142857;41993;74816;54633,8727272727;39306,4;74816;52303,1625;23330,6;74816;46326,4272727273;23330,6;74816;44323,5344827586;23330,6;74816;42713,8166666667;"1"
"after_tr";9842;"DISPONENT";10208;87528;24;3647;"1";30010;"F";"0.NA";41993;74816;56956,8857142857;41993;74816;54633,8727272727;39306,4;74816;52303,1625;23330,6;74816;46326,4272727273;23330,6;74816;44323,5344827586;23330,6;74816;42713,8166666667;"0"
"monthly";9842;"OWNER";10286;52236;36;1451;"1";25104;"M";"0.NA";32658,5;48645;38625,6833333333;28873,9;48645;38368,7692307692;28873,9;48645;38670,409375;28873,9;48645;38124,165;28873,9;48645;38023,3717391304;28873,9;48645;37821,4094339623;"0"
"monthly";9842;"DISPONENT";10286;52236;36;1451;"1";24344;"F";"0.NA";32658,5;48645;38625,6833333333;28873,9;48645;38368,7692307692;28873,9;48645;38670,409375;28873,9;48645;38124,165;28873,9;48645;38023,3717391304;28873,9;48645;37821,4094339623;"0"
"monthly";9845;"OWNER";10490;253560;60;4226;"1";29755;"F";"0.NA";36718,7;67018,7;45251,4666666667;36718,7;67101;46337,3090909091;36718,7;68376,4;46936,8125;34718,1;72756,1;46805,1476190476;27332;72756,1;44752,2961538462;23278,4;72756,1;42586,896875;"0"
"monthly";9848;"OWNER";10222;465504;48;9698;"0";33726;"M";"0.NA";7186,4;31921,4;21850,26;7186,4;39724;25304,5894736842;7186,4;39724;26168,8285714286;7186,4;39724;25753,1783783784;7186,4;39724;26019,4847826087;7186,4;39724;24683,5166666667;"0"
"monthly";9848;"OWNER";9987;76992;24;3208;"1";34988;"M";"classic";48105,9;67905,9;60589,3333333333;27024;71705,9;49511,775;27024;98246,5;53250,0473684211;27024;112175,5;64792,9193548387;900;112175,5;61992,3;900;112175,5;61992,3;"1"
"monthly";9851;"OWNER";10412;208332;36;5787;"1";3760;"F";"0.NA";27088,8;113328,8;64616,6;27088,8;113328,8;63394,2705882353;27088,8;113328,8;68109,2173913044;27088,8;113328,8;67933,6392857143;27088,8;113328,8;65906,7972222222;25039,8;113328,8;62203,7229166667;"0"
"weekly";9852;"OWNER";10296;40632;12;3386;"1";27516;"F";"0.NA";30622,1;54088,6;46209,4846153846;30622,1;54088,6;44569,8791666667;30622,1;54088,6;44925,5714285714;30622,1;63005,9;44607,9444444444;30622,1;63005,9;44851,1545454545;30622,1;64858,8;46129,7171875;"0"
"monthly";9852;"OWNER";10298;84288;48;1756;"1";32046;"F";"0.NA";24663,2;41126,2;32782,95;13628,1;41126,2;25689;9311,6;42324,2;25400,4923076923;9311,6;44324,2;25878,321875;9311,6;44324,2;25485,0891891892;9311,6;44324,2;24927,3790697674;"0"
"monthly";9855;"OWNER";10468;231168;48;4816;"1";3052;"F";"junior";45405,1;105905,1;63216,425;45405,1;105905,1;67543,7615384615;21180,9;105905,1;62543,77;21180,9;105905,1;55946,8965517241;21180,9;105905,1;52848,2648648649;21180,9;105905,1;52265,6680851064;"1"
"monthly";9856;"OWNER";10028;288720;48;6015;"1";26771;"M";"classic";48050,4;102188,4;60708,3;48050,4;102188,4;61213,08;48050,4;102188,4;61905,3846153846;44915,1;102188,4;60993,79375;33092;102188,4;58491,1;400;102188,4;54677,280952381;"1"
"monthly";9857;"OWNER";10111;473280;60;7888;"0";35610;"F";"0.NA";25584;58470;32767,3857142857;25584;67084,6;43092,4769230769;25584;67084,6;43635,9736842105;25584;67084,6;46551,8260869565;25584;109736,4;60146,7676470588;25584;109736,4;58379,3027777778;"0"
"monthly";9858;"OWNER";10419;64860;60;1081;"1";3592;"F";"0.NA";40817,1;58218,3;47540,64;40092,8;60200,3;46494,0294117647;38586,5;60200,3;45591,0230769231;36089,5;60200,3;44489,3909090909;36089,5;60200,3;44001,15;36089,5;60200,3;43708,1571428571;"0"
"monthly";9860;"OWNER";10286;194280;60;3238;"1";-142;"M";"classic";30476;56233;40649,9818181818;30476;60352,2;43748,6692307692;30476;73296,3;47438,7;30476;73296,3;47400,976744186;30476;73296,3;46881,8115384615;30476;73296,3;47222,6163934426;"1"
"monthly";9860;"OWNER";10099;83628;36;2323;"1";2822;"F";"0.NA";17292;31228;24499,35;17292;32985,5;24043,0090909091;17292;53379,4;28840;17292;53379,4;29649,1869565217;17292;53379,4;30512,0576923077;17292;53379,4;30981,0103448276;"0"
"monthly";9860;"OWNER";10099;83628;36;2323;"1";2822;"F";"0.NA";17878,7;31814,7;25257,8166666667;17878,7;34902,8;24922,79;17878,7;51781;28742,2631578947;17878,7;51781;29611,9260869565;17878,7;51781;30479,0961538462;17878,7;51781;30951,4586206897;"0"
"monthly";9862;"OWNER";10088;116040;60;1934;"1";25501;"F";"0.NA";27764,7;39486,7;32193,1444444444;27764,7;41189,4;33369,06;26453,9;42494,9;33206,2130434783;24845,1;42494,9;32693,4310344828;24845,1;42494,9;32619,1125;23385,3;42494,9;32181,7571428571;"0"
"monthly";9862;"DISPONENT";10088;116040;60;1934;"1";27210;"M";"0.NA";27764,7;39486,7;32193,1444444444;27764,7;41189,4;33369,06;26453,9;42494,9;33206,2130434783;24845,1;42494,9;32693,4310344828;24845,1;42494,9;32619,1125;23385,3;42494,9;32181,7571428571;"0"
"monthly";9864;"OWNER";10009;106944;24;4456;"1";30396;"F";"0.NA";45645,6;83932,6;67320,1;45645,6;83932,6;67280,6;42175,3;83932,6;65613,75;30975,5;83932,6;61435,2294117647;800;83932,6;56709,4157894737;800;83932,6;56709,4157894737;"0"
"monthly";9869;"OWNER";10529;327660;60;5461;"1";26374;"F";"classic";47844,5;82710,5;63872,62;36461,5;82710,5;61525,65;36461,5;82710,5;60618,54;32373,9;92152,9;62913,2428571429;28847,5;92152,9;56502,0055555556;8700;92152,9;51423,8975609756;"1"
"monthly";9870;"OWNER";10275;133800;24;5575;"1";26003;"M";"0.NA";36126,5;76858,1;57223,6;30243,8;76858,1;51277,572;30243,8;76858,1;52885,7575757576;20413;76858,1;49551,2097560976;20413;76858,1;47507,775;20413;77220;49348,8035714286;"0"
"after_tr";9872;"OWNER";10382;390000;48;8125;"1";28470;"M";"0.NA";23138,8;45817,8;30061,2857142857;23138,8;120714,8;57897,4705882353;23138,8;120714,8;60369,0041666667;23138,8;120714,8;60658,3607142857;23138,8;120714,8;59607,3424242424;19700;120714,8;58433,5970588235;"0"
"monthly";9873;"OWNER";10206;155760;24;6490;"1";28701;"F";"0.NA";48247,1;107764,1;75864,2454545455;13171,8;107764,1;64236,5142857143;13171,8;107764,1;54530,4366666667;13171,8;107764,1;52264,1925;13171,8;107764,1;50361,5630434783;13171,8;108538,5;53284,3706896552;"0"
"monthly";9874;"OWNER";10253;22104;12;1842;"1";34798;"F";"0.NA";35275,2;48783,2;43235,275;35275,2;58368,2;45439,5833333333;35275,2;58368,2;45675,2038461538;35275,2;58368,2;45536,196969697;35275,2;58368,2;45941,665;35275,2;58368,2;46225,4319148936;"0"
"monthly";9876;"OWNER";9984;50112;24;2088;"1";28517;"M";"0.NA";55093,8;102693,8;73287,5166666667;29193;102693,8;63727,96;24620,9;102693,8;57216,125;900;102693,8;46214,125;900;102693,8;46214,125;900;102693,8;46214,125;"0"
"monthly";9880;"OWNER";10016;309660;60;5161;"1";32411;"F";"0.NA";44563,2;70963,2;51267,9;39778,3;70963,2;49057,5;36524,5;70963,2;46864,7916666667;28967;70963,2;42592,44375;1100;70963,2;40151,7117647059;1100;70963,2;40151,7117647059;"0"
"monthly";9880;"DISPONENT";10016;309660;60;5161;"1";31695;"M";"0.NA";44563,2;70963,2;51267,9;39778,3;70963,2;49057,5;36524,5;70963,2;46864,7916666667;28967;70963,2;42592,44375;1100;70963,2;40151,7117647059;1100;70963,2;40151,7117647059;"0"
"monthly";9882;"OWNER";10285;215040;60;3584;"1";33165;"F";"0.NA";19201,2;40703,2;31006,4333333333;19201,2;48019,7;33359,4714285714;19201,2;68989,1;37294,1206896552;19201,2;68989,1;36603,1228571429;19201,2;68989,1;36791,37;19201,2;68989,1;36659,0717391304;"0"
"monthly";9883;"OWNER";10072;67608;24;2817;"1";33992;"F";"0.NA";17205,7;36905,7;27706,5;17205,7;54658,1;31178,7181818182;17205,7;54658,1;32715,1307692308;17205,7;54658,1;33595,73125;17205,7;54658,1;33328,0157894737;17104;54658,1;31544,1045454545;"0"
"monthly";9883;"DISPONENT";10072;67608;24;2817;"1";31335;"M";"0.NA";17205,7;36905,7;27706,5;17205,7;54658,1;31178,7181818182;17205,7;54658,1;32715,1307692308;17205,7;54658,1;33595,73125;17205,7;54658,1;33328,0157894737;17104;54658,1;31544,1045454545;"0"
"weekly";9886;"OWNER";10223;106128;36;2948;"1";3276;"M";"0.NA";43923,2;72395,2;55312,4;38961,7;72395,2;49645,9272727273;30368,8;72395,2;46307,6375;23177,1;72395,2;41852,3545454545;22280,8;72395,2;39592,5214285714;22199,8;72395,2;38602,15;"0"
"monthly";9889;"OWNER";10071;33144;12;2762;"1";3678;"F";"0.NA";18064,2;33728,2;26316,0666666667;18064,2;61770,9;34114,9764705882;18064,2;61770,9;35918,7285714286;18064,2;61770,9;36104,164;18064,2;61770,9;35810,2111111111;16564;61770,9;33424,0225806452;"0"
"monthly";9889;"DISPONENT";10071;33144;12;2762;"1";2269;"M";"0.NA";18064,2;33728,2;26316,0666666667;18064,2;61770,9;34114,9764705882;18064,2;61770,9;35918,7285714286;18064,2;61770,9;36104,164;18064,2;61770,9;35810,2111111111;16564;61770,9;33424,0225806452;"0"
"monthly";9893;"OWNER";10528;189792;48;3954;"1";25725;"M";"0.NA";17074,4;40800,4;31442;17074,4;42739,6;31687,9076923077;17074,4;42739,6;31626,225;17033,7;42739,6;31388,5125;8538,6;44127,6;31284,0419354839;8538,6;45706,2;30855,2230769231;"0"
"monthly";9897;"OWNER";10158;89280;12;7440;"1";28441;"M";"0.NA";25705,7;70348,7;49068,0375;25705,7;80328,8;55359,1235294118;25705,7;80328,8;55362,0083333333;25705,7;80328,8;56739,6787878788;25705,7;109529,5;59385,8725;25705,7;109529,5;61437,1113636364;"0"
"monthly";9898;"OWNER";10229;61320;60;1022;"1";28383;"F";"0.NA";21118,6;31253,4;26148,7777777778;18308,4;31253,4;24253,2157894737;17701,3;31253,4;23705,1703703704;17236,2;31253,4;23462,4657142857;17236,2;31253,4;23346,5627906977;17236,2;31881,7;23502,3230769231;"0"
"weekly";9899;"OWNER";10506;165780;60;2763;"1";29789;"M";"0.NA";43363,9;72175,4;60900,3833333333;43363,9;116112,4;75083,0571428571;413,3;116112,4;67906,284;413,3;116112,4;57244,7433333333;413,3;116112,4;56259,5525;413,3;116112,4;58178,25;"0"
"monthly";9900;"OWNER";10562;230220;36;6395;"1";29245;"M";"classic";21637,8;94171,5;63649,7857142857;21637,8;114826,4;71742,4866666667;21637,8;136322,1;78311,952173913;21637,8;136322,1;79262,040625;21637,8;136322,1;76773,9;21637,8;136322,1;73257,3272727273;"1"
"weekly";9903;"OWNER";10141;44940;12;3745;"1";2210;"F";"classic";59844,8;80916;73169,7428571429;52622,6;80916;69009,6666666667;26611,2;80916;58747,0526315789;21559;80916;52323,2461538462;13467;106467;57076,425;13467;106467;56171,8666666667;"1"
"monthly";9907;"OWNER";10493;253200;60;4220;"1";24437;"M";"0.NA";48603,2;75315,8;64836,43;26410,9;75315,8;50738,6166666667;14575,5;75315,8;42782,16;14324,3;75315,8;38325,178125;14324,3;75315,8;35552,7275;14324,3;75315,8;33733,7808510638;"0"
"weekly";9907;"OWNER";10388;152460;60;2541;"1";29905;"F";"0.NA";9641,6;29424,4;21992,175;9641,6;29424,4;20476,2222222222;4835,2;29424,4;18095,8807692308;4835,2;29424,4;18085,5054054054;4835,2;32171,7;18342,2734693878;4835,2;32171,7;18040,1321428571;"0"
"monthly";9911;"OWNER";10135;78696;36;2186;"1";447;"F";"0.NA";36162,6;42869,6;39188,4;29598,7;54757,7;41709,85;29598,7;56765,7;44352,5678571429;29598,7;56765,7;44822,1548387097;29598,7;56765,7;44312,8647058823;29598,7;56765,7;43243,5351351351;"0"
"monthly";9912;"OWNER";10015;100080;48;2085;"1";34928;"F";"0.NA";29828,6;38628,6;32799,9666666667;26038,3;38628,6;29949,5166666667;12808;38628,6;25082,6;300;38628,6;22604,34;300;38628,6;22604,34;300;38628,6;22604,34;"0"
"monthly";9912;"OWNER";10534;41988;12;3499;"1";1163;"M";"0.NA";44662,3;57965,7;53534;37845,5;57965,7;52421,2666666667;37845,5;57965,7;50286,880952381;29542,7;57965,7;48680,2259259259;10775,5;57965,7;45815,8212121212;10775,5;57965,7;45137,2128205128;"0"
"monthly";9912;"DISPONENT";10534;41988;12;3499;"1";35221;"F";"0.NA";44662,3;57965,7;53534;37845,5;57965,7;52421,2666666667;37845,5;57965,7;50286,880952381;29542,7;57965,7;48680,2259259259;10775,5;57965,7;45815,8212121212;10775,5;57965,7;45137,2128205128;"0"
"monthly";9913;"OWNER";10111;204780;60;3413;"1";30370;"M";"classic";39527,6;129449,6;73087,2888888889;28216,5;129449,6;62447,275;28216,5;129449,6;57786,4428571429;28216,5;129449,6;55204,55;28216,5;129449,6;53159,2315789474;28216,5;129449,6;53633,2772727273;"1"
"monthly";9915;"OWNER";10419;109344;12;9112;"1";27326;"F";"classic";56305,2;75585;61952;51644,8;80433,2;61746,0166666667;40113,8;80433,2;58046,5611111111;40113,8;80433,2;56116,712;40113,8;80433,2;55624,59;25271,1;80433,2;51532,3948717949;"1"
"monthly";9916;"OWNER";10423;58764;12;4897;"1";27759;"F";"classic";12532,5;71290;50788,2;12532,5;71290;46232,13;12532,5;71290;46601,7769230769;12532,5;71290;46601,7769230769;12532,5;71290;42253,1733333333;12532,5;71290;41251,64375;"1"
"monthly";9916;"DISPONENT";10423;58764;12;4897;"1";26073;"M";"0.NA";12532,5;71290;50788,2;12532,5;71290;46232,13;12532,5;71290;46601,7769230769;12532,5;71290;46601,7769230769;12532,5;71290;42253,1733333333;12532,5;71290;41251,64375;"0"
"monthly";9922;"OWNER";10566;55632;24;2318;"1";28841;"M";"0.NA";33791,5;47696,5;39339,5;33791,5;51438,2;40640,97;30392,2;51438,2;39548,40625;28960,8;51438,2;38965,9409090909;28960,8;51438,2;38997,8185185185;28960,8;51438,2;38670,8393939394;"0"
"monthly";9928;"OWNER";10374;5148;12;429;"1";34044;"F";"0.NA";27880,2;50315,8;41816,1333333333;27880,2;50614,1;42649,25;25332,2;50614,1;41071,9888888889;16307;50614,1;37885,3916666667;16307;62414,5;39965,6405405405;16307;62414,5;41459,625;"0"
"monthly";9938;"OWNER";10353;45720;12;3810;"1";3270;"F";"0.NA";17217,6;47359,6;32444,6;17217,6;59240,4;35553,36;17217,6;59240,4;35254,2181818182;17217,6;59240,4;35592,5515151515;15597,1;60810,1;36419,7;15597,1;63456,9;36695,3078431373;"0"
"monthly";9940;"OWNER";10205;42840;12;3570;"1";24786;"M";"0.NA";34618,1;57767,4;40994,1714285714;34618,1;57767,4;40301,9857142857;31458,2;57767,4;39270,62;31458,2;57767,4;39336,0384615385;30019,6;57767,4;38702,2064516129;30019,6;57767,4;38565,6628571429;"0"
"monthly";9941;"OWNER";10249;566640;60;9444;"1";766;"F";"0.NA";20118,3;37707,3;29346,3857142857;20118,3;61992,7;36003,968;20118,3;61992,7;36297,8457142857;20118,3;61992,7;35952,5727272727;20118,3;61992,7;36345,6907407407;20118,3;61992,7;36978,45;"0"
"monthly";9941;"DISPONENT";10249;566640;60;9444;"1";35781;"M";"0.NA";20118,3;37707,3;29346,3857142857;20118,3;61992,7;36003,968;20118,3;61992,7;36297,8457142857;20118,3;61992,7;35952,5727272727;20118,3;61992,7;36345,6907407407;20118,3;61992,7;36978,45;"0"
"monthly";9943;"OWNER";10113;128268;36;3563;"1";26639;"M";"classic";48127;75427;58568,64;48127;75427;58846,125;48127;75427;58818,2090909091;37916,9;75427;55611,9153846154;24743;75427;51324,29375;700;75427;47029,5388888889;"1"
"monthly";9950;"OWNER";10052;357840;48;7455;"0";26071;"F";"0.NA";10100;10100;10100;10100;10100;10100;10100;10100;10100;600;10100;5350;600;10100;5350;600;10100;5350;"0"
"monthly";9953;"OWNER";10292;272220;60;4537;"1";25898;"F";"0.NA";12546,7;38351,6;21852,15;12546,7;61699,3;24908,0818181818;12546,7;61699,3;25337,1266666667;12546,7;89461,3;37616,7976744186;12546,7;89461,3;37216,9648148148;12546,7;104227,6;40604,185483871;"0"
"monthly";9953;"OWNER";10070;77808;12;6484;"1";31378;"M";"0.NA";57658,3;86372,9;70757,22;51089,4;91324,4;72015,7083333333;51089,4;101117,1;75717,2705882353;1000;101117,1;68874,7217391304;1000;101117,1;68874,7217391304;1000;101117,1;68874,7217391304;"0"
"monthly";9953;"DISPONENT";10070;77808;12;6484;"1";34100;"F";"0.NA";57658,3;86372,9;70757,22;51089,4;91324,4;72015,7083333333;51089,4;101117,1;75717,2705882353;1000;101117,1;68874,7217391304;1000;101117,1;68874,7217391304;1000;101117,1;68874,7217391304;"0"
"monthly";9953;"OWNER";10538;69624;36;1934;"1";28146;"M";"classic";49394,6;64411,4;55077,5714285714;44161,4;64411,4;53227,96;42631,3;64411,4;52046,3625;41267,1;64411,4;49960,9212121212;25890,4;74473,4;49595,6142857143;25890,4;74473,4;49768,02;"1"
"monthly";9959;"OWNER";10375;140688;48;2931;"1";26106;"M";"0.NA";24699,7;41314,3;36378,35;15923;41314,3;31086,1111111111;15923;105889,7;48567,20625;15923;140245,8;53877,5541666667;15923;140245,8;52078,0433333333;15923;140245,8;52511,5138888889;"0"
"monthly";9959;"DISPONENT";10375;140688;48;2931;"1";25884;"F";"0.NA";24699,7;41314,3;36378,35;15923;41314,3;31086,1111111111;15923;105889,7;48567,20625;15923;140245,8;53877,5541666667;15923;140245,8;52078,0433333333;15923;140245,8;52511,5138888889;"0"
"monthly";9959;"OWNER";10095;78600;24;3275;"1";31540;"M";"0.NA";47409,7;67058,7;60159,3666666667;46090,2;67058,7;59366,2833333333;34187,9;67058,7;55070,6;20500,1;67058,7;48282,0583333333;800;67058,7;42902,4071428571;800;67058,7;42902,4071428571;"0"
"monthly";9959;"OWNER";10375;140688;48;2931;"1";26106;"M";"0.NA";26863,5;43278,1;38442,15;20576,4;45808,4;36025,4666666667;20576,4;107837,1;52135,08125;20576,4;144580,4;59253,5875;20576,4;144580,4;57488,81;20576,4;144580,4;57237,1583333333;"0"
"monthly";9959;"DISPONENT";10375;140688;48;2931;"1";25884;"F";"0.NA";26863,5;43278,1;38442,15;20576,4;45808,4;36025,4666666667;20576,4;107837,1;52135,08125;20576,4;144580,4;59253,5875;20576,4;144580,4;57488,81;20576,4;144580,4;57237,1583333333;"0"
"after_tr";9962;"OWNER";10243;125472;24;5228;"1";27940;"F";"0.NA";38399,2;115711,2;72370,2666666667;38399,2;143696,8;82513,4846153846;38399,2;143696,8;83057,796875;38399,2;143696,8;82128,4175;38399,2;143696,8;80562,7553191489;30767,2;143696,8;77113,02;"0"
"after_tr";9962;"DISPONENT";10243;125472;24;5228;"1";27228;"M";"0.NA";38399,2;115711,2;72370,2666666667;38399,2;143696,8;82513,4846153846;38399,2;143696,8;83057,796875;38399,2;143696,8;82128,4175;38399,2;143696,8;80562,7553191489;30767,2;143696,8;77113,02;"0"
"weekly";9964;"OWNER";10441;86184;36;2394;"1";36037;"M";"0.NA";14344,7;44244,7;26880,6666666667;14344,7;48830,7;33468,32;14344,7;48830,7;32107,5933333333;13509,6;48830,7;29565,2818181818;13509,6;48830,7;30484,5481481481;13509,6;48830,7;29279,2352941176;"0"
"monthly";9965;"OWNER";10169;168264;36;4674;"1";29500;"M";"0.NA";27453,4;58115,4;37071,6;27453,4;70585,8;39641,2;27453,4;70585,8;42070,9466666667;27453,4;70585,8;42101,9294117647;27453,4;70585,8;43017,74;23045;70585,8;42246,4956521739;"0"
"monthly";9968;"OWNER";10426;271260;60;4521;"1";370;"M";"0.NA";5617,9;15884,9;11739,55;2811,2;18211,2;11078,47;2811,2;18211,2;10497,78125;2811,2;18211,2;10734,445;2229,7;18211,2;10316,28;2229,7;18211,2;10803,2258064516;"0"
"monthly";9976;"OWNER";10555;91248;48;1901;"1";1103;"F";"0.NA";12666,7;33966,7;19500,3;12666,7;38646,7;21745,1727272727;12666,7;43096,1;24586,875;12666,7;43096,1;25084,0047619048;12666,7;47254,8;27082,15;12666,7;59725,7;28675,4939393939;"0"
